,Unnamed: 0,id,segment_id,label_topic,aspect,opinion,sentiment
1040,,223.0,10.0,2.0,foot and leg rest,power operated,pos
1041,,223.0,10.0,2.0,foot and leg rest,optional,neu
1042,355.0,223.0,11.0,7.0,tray tables,fold out,neu
1043,,223.0,11.0,7.0,headrest pillows,detachable,neu
1044,,223.0,11.0,7.0,seats,heated,pos
1045,,223.0,11.0,7.0,seats,cooled out,pos
1046,356.0,223.0,12.0,0.0,fuel efficient,slightly more,pos
1047,,223.0,12.0,0.0,engine,a bit quicker,pos
1048,,223.0,12.0,0.0,drive,rear wheel,neu
1049,357.0,223.0,13.0,7.0,price,significantly more expensive,neg
1050,,223.0,13.0,7.0,engine,slightly faster,pos
1051,358.0,223.0,14.0,0.0,-,-,-
1052,359.0,223.0,15.0,7.0,emotion,tough sell,neg
1053,360.0,223.0,16.0,4.0,driving experience,luxury car,pos
1054,361.0,223.0,17.0,3.0,sound,cabin so quiet,pos
1055,,223.0,17.0,3.0,ride quality,borders on flawless,pos
1056,,223.0,17.0,3.0,camera,stereoscopic,pos
1057,,223.0,17.0,3.0,bumps,virtually elliminated bod movement,pos
1058,362.0,223.0,18.0,4.0,air suspension,coolest feature,pos
1059,,223.0,18.0,4.0,camera,coolest feature,pos
1060,363.0,223.0,19.0,8.0,WiFi speed,sluggish,neg
1061,,223.0,19.0,8.0,cruise control,intrusive,neg
1062,364.0,223.0,20.0,7.0,standard equipment,more than extensive list,pos
1063,,223.0,20.0,7.0,price,$2000 price cut,pos
1064,365.0,223.0,21.0,1.0,doors,soft close,pos
1065,,223.0,21.0,1.0,voice recognition,advanced,pos
1066,,223.0,21.0,1.0,cabin,classy,pos
1067,,223.0,21.0,1.0,ambient lighting,led,neu
1068,366.0,223.0,22.0,5.0,cruise control,full rein,pos
1069,,223.0,22.0,5.0,cruise control,"starts, stops, steers in traffic",pos
1070,367.0,223.0,23.0,2.0,feature set,more contemporary,pos
1071,,223.0,23.0,2.0,newest s class,grandeur,pos
1072,,223.0,23.0,2.0,newest s class,prestige,pos
1073,,223.0,23.0,2.0,newest s class price,less than half the cost,pos
1074,368.0,223.0,24.0,2.0,s class,finest choice,pos
1075,369.0,223.0,25.0,4.0,driving,powerful engaging,pos
1076,,223.0,25.0,4.0,driving,exceptionally refined,pos
1077,,223.0,25.0,4.0,driving,love hate relationship,neu
1078,370.0,223.0,26.0,7.0,s class,luxury,pos
1079,,223.0,26.0,7.0,type,sedan,neu
1080,371.0,224.0,1.0,6.0,-,-,-
1081,372.0,224.0,2.0,0.0,gear changes,rapid,pos
1082,,224.0,2.0,0.0,gear changes,near seamlees,pos
1083,,224.0,2.0,0.0,engine,quick enough,pos
1084,,224.0,2.0,0.0,looks,racy,pos
1085,,224.0,2.0,0.0,lag,only a hint,pos
1086,,224.0,2.0,0.0,engine,responsive,pos
1087,373.0,224.0,3.0,0.0,character,spunky,neu
1088,,224.0,3.0,0.0,efficiency,surprisingly efficient,pos
1089,,224.0,3.0,0.0,car,sexier,pos
1090,,224.0,3.0,0.0,car,hybrid,pos
1091,374.0,224.0,4.0,0.0,engine start stop system,works pretty good,pos
1092,,224.0,4.0,0.0,engine start stop system,not too intrusive,pos
1093,,224.0,4.0,0.0,engine start stop system,little vibration,neu
1094,,224.0,4.0,0.0,sound,little,neu
1095,375.0,224.0,5.0,4.0,car,plenty playful,pos
1096,,224.0,5.0,4.0,steering,quick,pos
1097,,224.0,5.0,4.0,steering,precise,pos
1098,,224.0,5.0,4.0,steering,engaging,pos
1099,,224.0,5.0,4.0,corner,really have to be pushing it to feel understeer,neu
1100,376.0,224.0,6.0,4.0,-,-,-
1101,377.0,224.0,7.0,4.0,drive,little bit stiff,neu
1102,378.0,224.0,8.0,9.0,ride,little bit better,pos
1103,,224.0,8.0,9.0,performance,high,pos
1104,,224.0,8.0,9.0,suspension,sport,pos
1105,379.0,224.0,9.0,4.0,brakes,feel good,pos
1106,,224.0,9.0,4.0,pedal,nice,pos
1107,,224.0,9.0,4.0,pedal,firm,pos
1108,380.0,224.0,10.0,3.0,sound,pretty quiet,pos
1109,381.0,224.0,11.0,2.0,drives,well,pos
1110,,224.0,11.0,2.0,price,cheap,pos
1111,,224.0,11.0,2.0,interior,looks perfectly premium,pos
1112,,224.0,11.0,2.0,interior,feels perfectly premium,pos
1113,382.0,224.0,12.0,7.0,overall,nice,pos
1114,,224.0,12.0,7.0,overall,sporty,pos
1115,,224.0,12.0,7.0,bits,few plasticky,neg
1116,383.0,224.0,13.0,3.0,interior space,major shortcoming,neg
1117,,224.0,13.0,3.0,front seat,fine,neu
1118,,224.0,13.0,3.0,head room,fine,neu
1119,,224.0,13.0,3.0,elbow room,fine,neu
1120,,224.0,13.0,3.0,center stack,crowds inward leg,neg
1121,,224.0,13.0,3.0,rear seat headroom,tight in all positions,neg
1122,,224.0,13.0,3.0,getting back,real challenge,neg
1123,384.0,224.0,14.0,9.0,roof line,dipping,neg
1124,,224.0,14.0,9.0,roof line,look cool,pos
1125,385.0,224.0,15.0,8.0,climate controls,placed really low,neg
1126,,224.0,15.0,8.0,climate controls,far from driver's sight,neg
1127,386.0,224.0,16.0,3.0,front seat backs,could be softer,neg
1128,,224.0,16.0,3.0,boslters,put pressur on your shoulders,neg
1129,,224.0,16.0,3.0,front seat,comfortable enough,neu
1130,,224.0,16.0,3.0,headrest,integrated,neu
1131,,224.0,16.0,3.0,front seat,look cool,neu
1132,,224.0,16.0,3.0,front seat,practical,pos
1133,387.0,224.0,17.0,9.0,trunk space,decent,pos
1134,,224.0,17.0,9.0,rear seats,split folding,pos
1135,388.0,224.0,18.0,6.0,-,-,-
1136,389.0,224.0,19.0,7.0,price,comparitive bargain,pos
1137,,224.0,19.0,7.0,price,still priced competitively,pos
1138,390.0,224.0,20.0,1.0,seats,power,pos
1139,,224.0,20.0,1.0,seats,memory,pos
1140,,224.0,20.0,1.0,wipers,rain sensing,pos
1141,391.0,224.0,21.0,3.0,-,-,-
1142,392.0,224.0,22.0,1.0,front seat,heated,pos
1143,,224.0,22.0,1.0,infotaintment system,upgraded,pos
1144,393.0,224.0,23.0,9.0,cruise control,dynamic,neu
1145,,224.0,23.0,9.0,sunroof,lovely,pos
1146,,224.0,23.0,9.0,sunroof,panomaric,neu
1147,,224.0,23.0,9.0,parking system,automatic,neu
1148,394.0,224.0,24.0,7.0,technology,calvacade of future rich goodness,pos
1149,395.0,224.0,25.0,0.0,attitude,angrier,pos
1150,,224.0,25.0,0.0,clutch,performance tuned,pos
1151,396.0,224.0,26.0,6.0,interior,tight,neg
1152,,224.0,26.0,6.0,car,luxury for commoners,neu
1153,,224.0,26.0,6.0,handling,satisfying,pos
1154,,224.0,26.0,6.0,style,ton of,pos
1155,,224.0,26.0,6.0,fuel economy,great,pos
1156,,224.0,26.0,6.0,value,solid,pos
1157,397.0,224.0,27.0,3.0,-,-,-
1158,398.0,226.0,1.0,9.0,-,-,-
1159,399.0,226.0,2.0,2.0,car,sports,neu
1160,,226.0,2.0,2.0,s8,striking resemblance with 300 SL,neu
1161,,226.0,2.0,2.0,hood,incredibly long,neu
1162,,226.0,2.0,2.0,rear deck lid,short,neu
1163,,226.0,2.0,2.0,rear deck lid,low greenhouse,neu
1164,400.0,226.0,3.0,9.0,doors,most striking feature,pos
1165,,226.0,3.0,9.0,doors,not take much effort,pos
1166,,226.0,3.0,9.0,doors,open pretty easily,pos
1167,401.0,226.0,4.0,3.0,doors,open high enough,pos
1168,,226.0,4.0,3.0,get out,no issues,pos
1169,402.0,226.0,5.0,6.0,SL s AMG,ultimate Mercedes-Benz,pos
1170,403.0,226.0,6.0,2.0,doors,wings like,pos
1171,,226.0,6.0,2.0,doors,inspiration,pos
1172,,226.0,6.0,2.0,SLs,feature airplaine cockpit,pos
1173,,226.0,6.0,2.0,car,made to fly metaphorically,pos
1174,,226.0,6.0,2.0,feature,number of unique,pos
1175,,226.0,6.0,2.0,gear selector,thruster like,neu
1176,,226.0,6.0,2.0,air events,jet engine like,neu
1177,,226.0,6.0,2.0,theme,jet,neu
1178,,226.0,6.0,2.0,car,abudance of aluminium,neu
1179,,226.0,6.0,2.0,car,luxury touches,pos
1180,,226.0,6.0,2.0,seating,designer leather,pos
1181,,226.0,6.0,2.0,surfaces,Calcaterra clad,pos
1182,,226.0,6.0,2.0,surfaces,soft,pos
1183,,226.0,6.0,2.0,stitching,contrast,pos
1184,404.0,226.0,7.0,9.0,car,supercar,pos
1185,,226.0,7.0,9.0,car,more of a grand touring,neu
1186,,226.0,7.0,9.0,cargo area,considerable amount of room for luggage,pos
1187,405.0,226.0,8.0,2.0,wheels,eye catching,pos
1188,,226.0,8.0,2.0,design,intriguing,pos
1189,406.0,226.0,9.0,0.0,hood,long,neu
1190,,226.0,9.0,0.0,engine,naturally aspirated,pos
1191,,226.0,9.0,0.0,engine,exclusive,pos
1192,407.0,226.0,10.0,0.0,car,by no means slow,pos
1193,,226.0,10.0,0.0,car,supercar,pos
1194,,226.0,10.0,0.0,gear shift,a little slower than thought,neg
1195,408.0,226.0,11.0,4.0,manual mode transmission,gets most out of the car,pos
1196,409.0,226.0,12.0,4.0,corner handling,not so attractive,neg
1197,,226.0,12.0,4.0,corner handling,not so great,neg
1198,410.0,226.0,13.0,0.0,sounds,completely enamored,pos
1199,,226.0,13.0,0.0,engine,show tiger,neg
1200,411.0,226.0,14.0,4.0,steering,responsive,pos
1201,,226.0,14.0,4.0,centre of gravity,low,pos
1202,,226.0,14.0,4.0,suspension,double wishbone,pos
1203,,226.0,14.0,4.0,suspension,sport,pos
1204,,226.0,14.0,4.0,car,approachable,pos
1205,,226.0,14.0,4.0,car,supercar,pos
1206,,226.0,14.0,4.0,body,extensive use of lightweight aluminum,pos
1207,,226.0,14.0,4.0,weight,lightweight,pos
1208,412.0,226.0,15.0,0.0,-,-,-
1209,413.0,226.0,16.0,9.0,wheels,lightweight,pos
1210,,226.0,16.0,9.0,grip,optimum grip obsolesence,pos
1211,414.0,226.0,17.0,2.0,tire,continental,neu
1212,,226.0,17.0,2.0,tire design,exclusive,pos
1213,415.0,226.0,18.0,4.0,stops,fast,pos
1214,,226.0,18.0,4.0,stops,faster,pos
1215,416.0,226.0,19.0,7.0,price,more than Audi R8,neg
1216,,226.0,19.0,7.0,price,substantially less than Lexus,pos
1217,417.0,226.0,20.0,0.0,performance,exceptional,pos
1218,,226.0,20.0,0.0,performance,soul stirring,pos
1219,,226.0,20.0,0.0,performance,exhausting,pos
1220,,226.0,20.0,0.0,interior,gorgeous,pos
1221,,226.0,20.0,0.0,looks,stunning,pos
1222,418.0,226.0,21.0,6.0,car,supercar,pos
1223,419.0,227.0,1.0,6.0,size,small,neu
1224,420.0,227.0,2.0,2.0,looks,effortlessly beautiful,pos
1225,,227.0,2.0,2.0,looks,air of contemporary elegance,pos
1226,,227.0,2.0,2.0,GLC,longer,pos
1227,,227.0,2.0,2.0,GLC,wider,pos
1228,,227.0,2.0,2.0,GLC,lighter,pos
1229,421.0,227.0,3.0,4.0,driving experience,butter,pos
1230,422.0,227.0,4.0,3.0,sound,quiter than very quiet,pos
1231,423.0,227.0,5.0,4.0,sightlines,excellent in every direction except up fromthe steering to the brakes,neu
1232,424.0,227.0,6.0,0.0,gearbox,middling,neu
1233,,227.0,6.0,0.0,horsepower,good for,neu
1234,,227.0,6.0,0.0,fuel economy,largely mirror DA,neu
1235,,227.0,6.0,0.0,hybrid engine,interesting for efficiency,pos
1236,,227.0,6.0,0.0,car,bonafide green machine,pos
1237,,227.0,6.0,0.0,output figures,impressive,pos
1238,,227.0,6.0,0.0,acceleration,serious straight line,pos
1239,425.0,227.0,7.0,0.0,performance,top of the pyramid,pos
1240,,227.0,7.0,0.0,suspension,AMG tuned air,pos
1241,,227.0,7.0,0.0,drive,all wheel,neu
1242,426.0,227.0,8.0,2.0,inside,beyond expected refinements,pos
1243,,227.0,8.0,2.0,arm rest,cushy,pos
1244,,227.0,8.0,2.0,display,high resoultion,pos
1245,,227.0,8.0,2.0,trim,premium,pos
1246,,227.0,8.0,2.0,inside,subtle nuances win us over,pos
1247,,227.0,8.0,2.0,events,make satisfying click,pos
1248,427.0,227.0,9.0,7.0,head rest,well padded,pos
1249,,227.0,9.0,7.0,head rest,adjust for a raft,pos
1250,,227.0,9.0,7.0,materials quality,ranking highest,pos
1251,,227.0,9.0,7.0,materials quality,soft touches,pos
1252,,227.0,9.0,7.0,size,mid size,neu
1253,428.0,227.0,10.0,1.0,-,-,-
1254,429.0,227.0,11.0,8.0,display,high resolution,pos
1255,,227.0,11.0,8.0,touch pad,ergonomically shaped,pos
1256,,227.0,11.0,8.0,gesture control,becomes pleasant to use after only a few days,pos
1257,430.0,227.0,12.0,3.0,practicality,master of pragmatic arts,pos
1258,,227.0,12.0,3.0,rear leg room,abundance of,pos
1259,,227.0,12.0,3.0,headroom,abundance of,pos
1260,,227.0,12.0,3.0,storage,numerous,pos
1261,,227.0,12.0,3.0,underfloor compartment,handy,pos
1262,431.0,227.0,13.0,9.0,load floor,completely flush,pos
1263,,227.0,13.0,9.0,load floor,free of annoying gaps,pos
1264,,227.0,13.0,9.0,load floor,free of protrusions,pos
1265,432.0,227.0,14.0,1.0,front seats,move forward automatically,pos
1266,433.0,227.0,15.0,3.0,rear quarters,not perfect,neg
1267,434.0,227.0,16.0,9.0,GLC C300,well furnished with goodies,pos
1268,,227.0,16.0,9.0,liftgate,power,pos
1269,,227.0,16.0,9.0,windshield wipers,rain sensing,pos
1270,,227.0,16.0,9.0,driver seat,supremely comfortable,pos
1271,,227.0,16.0,9.0,driver seat,14 way adjustable,pos
1272,,227.0,16.0,9.0,driver seat,extendable support,pos
1273,,227.0,16.0,9.0,driver seat,three position memory,pos
1274,435.0,227.0,17.0,3.0,trappings,high end,pos
1275,,227.0,17.0,3.0,front seats,leather,pos
1276,,227.0,17.0,3.0,front seats,heated,pos
1277,,227.0,17.0,3.0,front seats,ventilated,pos
1278,,227.0,17.0,3.0,steering,heated,pos
1279,,227.0,17.0,3.0,cruise control,adaptive,pos
1280,436.0,227.0,18.0,4.0,audio,premium,pos
1281,,227.0,18.0,4.0,headlights,full led,pos
1282,,227.0,18.0,4.0,corner lamps,active,pos
1283,,227.0,18.0,4.0,price,respectable$52000,pos
1284,,227.0,18.0,4.0,leather,exclusive nappa,pos
1285,,227.0,18.0,4.0,roof,moon,neu
1286,,227.0,18.0,4.0,roof,panaramic,neu
1287,,227.0,18.0,4.0,air suspension,dramatic,pos
1288,,227.0,18.0,4.0,air suspension,spotty reliability record,neg
1289,,227.0,18.0,4.0,air suspension,negligible performance benefits,neg
1290,,227.0,18.0,4.0,air suspension,not recommend,neg
1291,,227.0,18.0,4.0,sticker price,inflates to over $60000,neg
1292,437.0,227.0,19.0,7.0,standard feature content,similarly priced alternatives can't match,pos
1293,438.0,227.0,20.0,6.0,X1,impressively well rounded,pos
1294,,227.0,20.0,6.0,X1,accurate,pos
1295,,227.0,20.0,6.0,GLC,X1 tops out where GLC begins,pos
1296,439.0,227.0,21.0,7.0,residual value,highest,pos
1297,,227.0,21.0,7.0,type,SUV,neu
1298,,227.0,21.0,7.0,size,compact,neu
1299,,227.0,21.0,7.0,car,luxury,pos
1300,440.0,227.0,22.0,2.0,car,luxurrious,pos
1301,,227.0,22.0,2.0,quality,one step further,pos
1302,,227.0,22.0,2.0,comfort,one step further,pos
1303,,227.0,22.0,2.0,refinement,one step further,pos
1304,,227.0,22.0,2.0,value,decent,pos
1305,,227.0,22.0,2.0,car,luxury,pos
1306,441.0,228.0,1.0,6.0,size,midsize,neu
1307,,228.0,1.0,6.0,type,SUV,neu
1308,442.0,228.0,2.0,4.0,car,very much Mercedes,pos
1309,,228.0,2.0,4.0,steering,light,neu
1310,,228.0,2.0,4.0,brake,light,neu
1311,,228.0,2.0,4.0,steering,squishy,neu
1312,,228.0,2.0,4.0,brake,squishy,neu
1313,,228.0,2.0,4.0,steering,soft,neu
1314,,228.0,2.0,4.0,steering,disconnected,neg
1315,,228.0,2.0,4.0,suburban dwelling,kind of dwelling,pos
1316,443.0,228.0,3.0,4.0,drive,easy,pos
1317,,228.0,3.0,4.0,ride,well controlled,pos
1318,,228.0,3.0,4.0,interior,welcoming,pos
1319,444.0,228.0,4.0,2.0,materials,premium,pos
1320,,228.0,4.0,2.0,materials,pefectly in line with Mercedes,pos
1321,445.0,228.0,5.0,3.0,image,upscale,pos
1322,,228.0,5.0,3.0,front,spacious,pos
1323,,228.0,5.0,3.0,rear seating,spacious,pos
1324,,228.0,5.0,3.0,boot capacity,generous,pos
1325,446.0,228.0,6.0,1.0,seats dropping,let down,neg
1326,,228.0,6.0,1.0,seats dropping,no releases in rear cargo area,neg
1327,,228.0,6.0,1.0,seat release,awkward,neg
1328,447.0,228.0,7.0,5.0,outward visibility,hurt by side pillars,neg
1329,,228.0,7.0,5.0,side pillars,fix,neu
1330,448.0,228.0,8.0,0.0,sun visors,not extend,neg
1331,,228.0,8.0,0.0,automatic engine shutoff,occasionally engages,neg
1332,449.0,228.0,9.0,5.0,automatic engine shutoff,subtle,neu
1333,,228.0,9.0,5.0,side mirrors,kind of nice,pos
1334,,228.0,9.0,5.0,side mirrors,wider,pos
1335,450.0,228.0,10.0,2.0,aura,rich,pos
1336,,228.0,10.0,2.0,aura,premium,pos
1337,,228.0,10.0,2.0,aura,worth possessing,pos
1338,451.0,228.0,11.0,0.0,2.1 leader Turbo Diesel four cylinde,fairly efficient,neu
1339,,228.0,11.0,0.0,G l E 63,sassy version,pos
1340,,228.0,11.0,0.0,torque,identical,neu
1341,452.0,228.0,12.0,6.0,things,more complicated,neg
1342,453.0,228.0,13.0,7.0,drive,all wheel,neu
1343,,228.0,13.0,7.0,price,same as BMW X5,neu
1344,454.0,228.0,14.0,6.0,-,-,-
1345,455.0,228.0,15.0,3.0,price,same as Q7,neu
1346,,228.0,15.0,3.0,seating flexibility,Q7 offers more,pos
1347,456.0,228.0,16.0,5.0,lift gate,power,pos
1348,,228.0,16.0,5.0,front seats,heated,pos
1349,,228.0,16.0,5.0,windshield wipers,rain sensing,neu
1350,,228.0,16.0,5.0,most frugal G L E 3 50,lovely stuff,pos
1351,,228.0,16.0,5.0,most frugal G L E 3 50,lack backup camera,neg
1352,,228.0,16.0,5.0,backup camera,pretty big oversight,pos
1353,457.0,228.0,17.0,7.0,entry,keyless,pos
1354,,228.0,17.0,7.0,engine start,keyless,pos
1355,458.0,228.0,18.0,9.0,-,-,-
1356,459.0,228.0,19.0,7.0,-,-,-
1357,460.0,228.0,20.0,5.0,car,worthwhile,pos
1358,461.0,228.0,21.0,4.0,audio system,lovely,pos
1359,,228.0,21.0,4.0,air suspension,facilitates 11 inches of ground clearence,pos
1360,462.0,228.0,22.0,7.0,-,-,-
1361,463.0,228.0,23.0,6.0,price,premium,neu
1362,464.0,229.0,1.0,3.0,-,-,-
1363,465.0,229.0,2.0,6.0,car,faster,pos
1364,,229.0,2.0,6.0,performance,all powerful,pos
1365,466.0,229.0,3.0,3.0,-,-,-
1366,467.0,229.0,4.0,6.0,-,-,-
1367,468.0,229.0,5.0,0.0,sound,fantastic,pos
1368,,229.0,5.0,0.0,exhaust note,glorious,pos
1369,,229.0,5.0,0.0,exhaust note,awesome,pos
1370,,229.0,5.0,0.0,exhaust note,good,pos
1371,,229.0,5.0,0.0,iPod connector to stereo,sucks,neg
1372,469.0,229.0,6.0,2.0,front,aggressive,pos
1373,,229.0,6.0,2.0,events,little,neg
1374,,229.0,6.0,2.0,looks,lot like German touring car,pos
1375,,229.0,6.0,2.0,events,pretty cool,pos
1376,470.0,229.0,7.0,4.0,C63,lot of effort,pos
1377,,229.0,7.0,4.0,front suspension,fully redesigned,pos
1378,,229.0,7.0,4.0,track,wider,neu
1379,,229.0,7.0,4.0,rear track,0.4 inches wider,pos
1380,,229.0,7.0,4.0,result,really impressive,pos
1381,,229.0,7.0,4.0,handling,clingsto the road,pos
1382,,229.0,7.0,4.0,steering,great,pos
1383,,229.0,7.0,4.0,ride,not uncomfortable,neg
1384,471.0,229.0,8.0,3.0,seats,standout feature,pos
1385,,229.0,8.0,3.0,corner handling,seats don't move,pos
1386,,229.0,8.0,3.0,bosters,so bold,neu
1387,,229.0,8.0,3.0,bolsters,can't move your arms,neg
1388,,229.0,8.0,3.0,hard corners,restrict your mobility little bit,neg
1389,472.0,229.0,9.0,4.0,paddle shifters,so quick,pos
1390,,229.0,9.0,4.0,downshift,even smoother,pos
1391,,229.0,9.0,4.0,upshift,seemless,pos
1392,473.0,229.0,10.0,4.0,sport setting,faster shifts,pos
1393,474.0,229.0,11.0,4.0,engine,impressive,pos
1394,,229.0,11.0,4.0,brakes,impressive,pos
1395,475.0,229.0,12.0,4.0,-,-,-
1396,476.0,229.0,13.0,6.0,price,same as BMW M3,neu
1397,,229.0,13.0,6.0,price,"$14,000 less expensive than the Audi RS4",pos
1398,,229.0,13.0,6.0,fuel budget,huge drain,neg
1399,,229.0,13.0,6.0,fuel economy,waste fuel,neg
1400,,229.0,13.0,6.0,fuel budget,pretty enticing drain,pos
1401,477.0,229.0,14.0,6.0,-,-,-
1402,478.0,231.0,1.0,6.0,size,subcompact,neu
1403,,231.0,1.0,6.0,car,luxury,pos
1404,479.0,231.0,2.0,6.0,car,good,pos
1405,,231.0,2.0,6.0,size,small,pos
1406,,231.0,2.0,6.0,drive,joy,pos
1407,480.0,231.0,3.0,3.0,rear seat headroom,certainly better,neu
1408,,231.0,3.0,3.0,rear seat headroom,barely brush against the headliner in the right seat,neg
1409,,231.0,3.0,3.0,rear seat headroom,little bit better in the middle,neg
1410,,231.0,3.0,3.0,front seats,roomier,pos
1411,,231.0,3.0,3.0,front seats,more comfortable,pos
1412,,231.0,3.0,3.0,center tunnel,need to think about,neg
1413,481.0,231.0,4.0,6.0,car,really tall hatchback,neu
1414,,231.0,4.0,6.0,type,hatchback,neu
1415,,231.0,4.0,6.0,view,not commanding,neg
1416,,231.0,4.0,6.0,cargo space,not exceptional,neg
1417,482.0,231.0,5.0,9.0,cargo area,larger than BMW X1,pos
1418,,231.0,5.0,9.0,cargo area,smaller than Mazda three hatch,neg
1419,,231.0,5.0,9.0,backseats,drop,pos
1420,,231.0,5.0,9.0,extended cargo area,less than X1,neg
1421,,231.0,5.0,9.0,size,small,neu
1422,483.0,231.0,6.0,4.0,parkability,wonderful sense of refinement,pos
1423,,231.0,6.0,4.0,sound,pretty quiet,pos
1424,,231.0,6.0,4.0,off ramp,fun,pos
1425,,231.0,6.0,4.0,F40 5 a.m. G suspension,lower,neu
1426,,231.0,6.0,4.0,F40 5 a.m. G suspension,stiffer,neu
1427,,231.0,6.0,4.0,F40 5 a.m. G brakes,big,pos
1428,,231.0,6.0,4.0,F40 5 a.m. G,more thrilling,pos
1429,484.0,231.0,7.0,9.0,drive,all wheel,neu
1430,,231.0,7.0,9.0,summer tires,grippy,pos
1431,,231.0,7.0,9.0,exterior styling,aggressive,pos
1432,,231.0,7.0,9.0,gear shift,presumably sport,pos
1433,,231.0,7.0,9.0,interior,raced out,pos
1434,,231.0,7.0,9.0,drive,enhanced thrills,pos
1435,485.0,231.0,8.0,1.0,-,-,-
1436,486.0,231.0,9.0,4.0,ride,noticeably firmer,pos
1437,487.0,231.0,10.0,0.0,car,fun,pos
1438,488.0,231.0,11.0,0.0,car,fun,pos
1439,489.0,231.0,12.0,0.0,clutch,dual,neu
1440,,231.0,12.0,0.0,clutch,quicker,pos
1441,,231.0,12.0,0.0,clutch,smoother,pos
1442,,231.0,12.0,0.0,clutch,turbolag,neg
1443,,231.0,12.0,0.0,acceleration,feel uneven from a stop,neg
1444,,231.0,12.0,0.0,acceleration,sudden power hit pronounced,neg
1445,,231.0,12.0,0.0,GT-R,good balance of power and efficiency,pos
1446,,231.0,12.0,0.0,G L A4,especially pronounced,pos
1447,490.0,231.0,13.0,4.0,feel,bold,pos
1448,,231.0,13.0,4.0,highway efficiency,low thirties,neu
1449,491.0,231.0,14.0,1.0,drive,all wheel,neu
1450,,231.0,14.0,1.0,lift gate,power,pos
1451,,231.0,14.0,1.0,leather,faux,pos
1452,,231.0,14.0,1.0,front seats,memory,pos
1453,,231.0,14.0,1.0,front seats,14 way,pos
1454,,231.0,14.0,1.0,key less entrry,sounds entitled,pos
1455,,231.0,14.0,1.0,car,luxury,pos
1456,492.0,231.0,15.0,7.0,price,lines with BMW X1 and Audi Q3,pos
1457,493.0,231.0,16.0,6.0,room,Acura RDX more roomier,neg
1458,,231.0,16.0,6.0,size,this small,neu
1459,,231.0,16.0,6.0,GI .A.,fun fit,pos
1460,494.0,232.0,1.0,6.0,A4,high regard,pos
1461,,232.0,1.0,6.0,car,conventional,pos
1462,,232.0,1.0,6.0,performance,increased,pos
1463,495.0,232.0,2.0,4.0,-,-,-
1464,496.0,232.0,3.0,0.0,drive,such a hoot,pos
1465,,232.0,3.0,0.0,pedals and springs,no hesitation,pos
1466,,232.0,3.0,0.0,0 to 60,all well,pos
1467,,232.0,3.0,0.0,0 to 60,good,pos
1468,,232.0,3.0,0.0,throttle response,real magic,pos
1469,,232.0,3.0,0.0,tour curve,hugely expansive,pos
1470,,232.0,3.0,0.0,power buildup,linear,neu
1471,,232.0,3.0,0.0,power buildup,non dramatic,pos
1472,497.0,232.0,4.0,3.0,practical side,placate,pos
1473,,232.0,4.0,3.0,front seats,supremely comfortable,pos
1474,,232.0,4.0,3.0,front seats,anti extension,neg
1475,,232.0,4.0,3.0,cabin,well hushed,pos
1476,498.0,232.0,5.0,0.0,fuel economy,surprisingly decent,pos
1477,,232.0,5.0,0.0,power,significantly more powerful  than A4,pos
1478,,232.0,5.0,0.0,mpg,only 6 compared to A4,pos
1479,,232.0,5.0,0.0,practicality,doesn't stop fuel economy,pos
1480,499.0,232.0,6.0,4.0,S4,more agressively tuned,neu
1481,,232.0,6.0,4.0,steering reflexes,sharp,pos
1482,,232.0,6.0,4.0,Quattro drive system,smartly callibrated,pos
1483,,232.0,6.0,4.0,going fast,not require great deal of control,pos
1484,,232.0,6.0,4.0,handling,not slouch,pos
1485,500.0,232.0,7.0,7.0,price,never been more affordable,pos
1486,,232.0,7.0,7.0,corner handling,blast through the corners,pos
1487,501.0,232.0,8.0,9.0,headlight,full led,neu
1488,,232.0,8.0,9.0,roof,moon,neu
1489,502.0,232.0,9.0,1.0,front seats,heated,pos
1490,,232.0,9.0,1.0,individual setting,customizable,pos
1491,,232.0,9.0,1.0,media centre,intuitively designed,pos
1492,,232.0,9.0,1.0,media centre,remote operated,pos
1493,,232.0,9.0,1.0,media centre,seven inch,neu
1494,,232.0,9.0,1.0,transmission,really good,pos
1495,,232.0,9.0,1.0,A4 dual clutch,more sophisticated,pos
1496,503.0,232.0,10.0,8.0,upshifts,nearly as quick as twin clutch,pos
1497,,232.0,10.0,8.0,downshifts,slight hesitation,neg
1498,504.0,232.0,11.0,7.0,-,-,-
1499,505.0,232.0,12.0,1.0,steering wheel,heated,pos
1500,506.0,232.0,13.0,5.0,cruise control,adaptive,neu
1501,,232.0,13.0,5.0,technology,safe,pos
1502,507.0,232.0,14.0,0.0,BMW 3 40 I  engine,slightly less powerful,neg
1503,,232.0,14.0,0.0,"BMW 3 40 I , drive",reae wheel,neg
1504,508.0,232.0,15.0,7.0,price,similar to AMG C 43,neu
1505,509.0,232.0,16.0,0.0,drive,rear wheel,neu
1506,,232.0,16.0,0.0,interior,gorgeous,pos
1507,,232.0,16.0,0.0,output figures,comparable,neu
1508,510.0,232.0,17.0,6.0,town,legitimate luxury sedan,pos
1509,,232.0,17.0,6.0,S4,better,pos
1510,,232.0,17.0,6.0,S4,higher performing A4,pos
1511,,232.0,17.0,6.0,S4,proper sports car,pos
1512,511.0,234.0,1.0,6.0,-,-,-
