,id,aspect,opinion,sentiment,category,label_topic,base_category,MAIN_CATEGORY
3044,76,sports mode,feels good,pos,handling,4,driving dynamics / handling,HANDLING / DYNAMICS
3045,76,sports mode,sounds good,pos,handling,4,driving dynamics / handling,HANDLING / DYNAMICS
3046,76,steering,very very accurate,pos,handling,4,steering,HANDLING / DYNAMICS
3047,76,steering,light,pos,handling,4,steering,HANDLING / DYNAMICS
3048,76,steering,electromechanical,neu,handling,4,steering,HANDLING / DYNAMICS
3049,76,throttle,great,pos,performance,0,engine / power train,POWERTRAIN / PERFORMANCE
3050,76,brake field,impressed,pos,handling,4,brake,HANDLING / DYNAMICS
3051,76,brake pedal field,pretty good property,neu,handling,4,brake,HANDLING / DYNAMICS
3052,76,drag,little bit,neg,performance,0,aerodynamics / airflow,EXTERIOR / STYLING / DESIGN
3053,76,tyres,pathetically skinny,neg,exterior-features,9,wheels & tyres,HANDLING / DYNAMICS
3054,76,tyres,little,neg,exterior-features,9,wheels & tyres,HANDLING / DYNAMICS
3055,76,-,-,-,unknown,-1,unknown,UNKNOWN
3056,76,feel,wanted,pos,handling,4,emotional & sensory experience,EMOTIONAL / SENSORY / VISUAL
3057,76,feel,wanted,pos,handling,4,emotional & sensory experience,EMOTIONAL / SENSORY / VISUAL
3058,76,drive feel,not four wheel,neu,handling,4,emotional & sensory experience,EMOTIONAL / SENSORY / VISUAL
3059,76,feel,really really great,pos,handling,4,emotional & sensory experience,EMOTIONAL / SENSORY / VISUAL
3060,76,feel,really really great,pos,handling,4,emotional & sensory experience,EMOTIONAL / SENSORY / VISUAL
3061,76,feel,really well sorted,pos,handling,4,emotional & sensory experience,EMOTIONAL / SENSORY / VISUAL
3062,76,feel,really well sorted,pos,handling,4,emotional & sensory experience,EMOTIONAL / SENSORY / VISUAL
3063,76,drive,rear wheel drive,neu,handling,4,drive,POWERTRAIN / PERFORMANCE
3064,76,feel,composed,pos,handling,4,emotional & sensory experience,EMOTIONAL / SENSORY / VISUAL
3065,76,feel,composed,pos,handling,4,emotional & sensory experience,EMOTIONAL / SENSORY / VISUAL
3066,76,traction,phenomenal,pos,handling,4,traction / stability,HANDLING / DYNAMICS
3067,76,mid corner,lovely,pos,handling,4,cornering,HANDLING / DYNAMICS
3068,76,corner,really really nicely balanced,pos,handling,4,cornering,HANDLING / DYNAMICS
3069,76,ride,more comfortable,pos,comfort,3,drive,POWERTRAIN / PERFORMANCE
3070,76,-,-,-,unknown,-1,unknown,UNKNOWN
3071,76,noise,none,pos,comfort,3,audio,EMOTIONAL / SENSORY / VISUAL
3072,76,engine noise,not at all,pos,comfort,3,engine / power train,POWERTRAIN / PERFORMANCE
3073,76,drive,intriguing,pos,handling,4,drive,POWERTRAIN / PERFORMANCE
3074,76,drive,quite nice,pos,handling,4,drive,POWERTRAIN / PERFORMANCE
3075,76,drive,fascinating,pos,handling,4,drive,POWERTRAIN / PERFORMANCE
3076,76,-,-,-,unknown,-1,unknown,UNKNOWN
3077,76,driving,like,pos,handling,4,drive,POWERTRAIN / PERFORMANCE
3078,76,driving,nice,pos,handling,4,drive,POWERTRAIN / PERFORMANCE
3079,76,driving,surreal,pos,handling,4,drive,POWERTRAIN / PERFORMANCE
3080,76,-,-,-,unknown,-1,unknown,UNKNOWN
3081,76,comfort mode,quite nice,pos,comfort,3,comfort & ergonomics,INTERIOR / COMFORT / ERGONOMICS
3082,76,modes,quite cool,pos,handling,4,driving dynamics / handling,HANDLING / DYNAMICS
3083,76,-,-,-,unknown,-1,unknown,UNKNOWN
3084,76,car,great,pos,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
3085,76,car,great,pos,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
3086,76,car,completely fascinating,pos,user-experience,8,generic description & miscellaneous,GENERAL INFORMATION
3087,76,car,completely fascinating,pos,user-experience,8,generic description & miscellaneous,GENERAL INFORMATION
3088,76,car,great,pos,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
3089,76,car,great,pos,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
3090,76,car,fantastic,pos,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
3091,76,car,fantastic,pos,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
3092,76,tech,so much,pos,user-experience,8,technology,TECHNOLOGY / ELECTRONICS / SOFTWARE
3093,76,car,clever stuff so much,pos,user-experience,8,generic description & miscellaneous,GENERAL INFORMATION
3094,76,car,clever stuff so much,pos,user-experience,8,generic description & miscellaneous,GENERAL INFORMATION
3095,76,price,phenomenal,pos,cost,7,value / cost,DISTANCE / MEASUREMENT /  COST
3096,76,car,most interesting,pos,handling,4,generic description & miscellaneous,GENERAL INFORMATION
3097,76,car,most interesting,pos,handling,4,generic description & miscellaneous,GENERAL INFORMATION
3098,76,price,Wow,pos,cost,7,value / cost,DISTANCE / MEASUREMENT /  COST
3099,77,car,politically incorrect,neg,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
3100,77,car,politically incorrect,neg,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
3101,77,engine,fast,pos,performance,0,engine / power train,POWERTRAIN / PERFORMANCE
3102,77,engine,fast,pos,performance,0,engine / power train,POWERTRAIN / PERFORMANCE
3103,77,noise,great,pos,performance,0,audio,EMOTIONAL / SENSORY / VISUAL
3104,77,car,not family,neu,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
3105,77,car,not family,neu,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
3106,77,look,great,pos,quality-aesthetic,2,design,EMOTIONAL / SENSORY / VISUAL
3107,77,car,no downside,pos,user-experience,8,generic description & miscellaneous,GENERAL INFORMATION
3108,77,car,no downside,pos,user-experience,8,generic description & miscellaneous,GENERAL INFORMATION
3109,77,inside,not an awful room,pos,comfort,3,interior,INTERIOR / COMFORT / ERGONOMICS
3110,77,roof,sloping,neu,exterior-features,9,roof,EXTERIOR / STYLING / DESIGN
3111,77,room width wise,plenty,pos,comfort,3,passenger space,INTERIOR / COMFORT / ERGONOMICS
3112,77,headroom,hits the ceiling,neg,comfort,3,passenger space,INTERIOR / COMFORT / ERGONOMICS
3113,77,car,seem pointless,neg,user-experience,8,generic description & miscellaneous,GENERAL INFORMATION
3114,77,car,seem pointless,neg,user-experience,8,generic description & miscellaneous,GENERAL INFORMATION
3115,77,handling,best,pos,handling,4,driving dynamics / handling,HANDLING / DYNAMICS
3116,77,corner handling,power out of corners,pos,handling,4,driving dynamics / handling,HANDLING / DYNAMICS
3117,77,-,-,-,unknown,-1,unknown,UNKNOWN
3118,77,cabin,very functional,pos,interior-features,1,interior,INTERIOR / COMFORT / ERGONOMICS
3119,77,cabin,very typical BMW,neu,interior-features,1,interior,INTERIOR / COMFORT / ERGONOMICS
3120,77,steering wheel,very high quality,pos,interior-features,1,steering,HANDLING / DYNAMICS
3121,77,car,not very practical,neg,interior-features,1,generic description & miscellaneous,GENERAL INFORMATION
3122,77,car,not very practical,neg,interior-features,1,generic description & miscellaneous,GENERAL INFORMATION
3123,77,handling,best,pos,handling,4,driving dynamics / handling,HANDLING / DYNAMICS
3124,77,car,really special,pos,user-experience,8,generic description & miscellaneous,GENERAL INFORMATION
3125,77,car,really special,pos,user-experience,8,generic description & miscellaneous,GENERAL INFORMATION
3126,77,car,recommend highly,pos,user-experience,8,generic description & miscellaneous,GENERAL INFORMATION
3127,77,car,recommend highly,pos,user-experience,8,generic description & miscellaneous,GENERAL INFORMATION
3128,78,car,pretty exciting,pos,user-experience,8,generic description & miscellaneous,GENERAL INFORMATION
3129,78,car,pretty exciting,pos,user-experience,8,generic description & miscellaneous,GENERAL INFORMATION
3130,78,power,a lot more,pos,performance,0,engine / power train,POWERTRAIN / PERFORMANCE
3131,78,ingredients,pretty mouth watering,pos,user-experience,8,generic description & miscellaneous,GENERAL INFORMATION
3132,78,car,a lot faster,pos,performance,0,generic description & miscellaneous,GENERAL INFORMATION
3133,78,car,a lot faster,pos,performance,0,generic description & miscellaneous,GENERAL INFORMATION
3134,78,car,very civilized,pos,handling,4,generic description & miscellaneous,GENERAL INFORMATION
3135,78,car,very civilized,pos,handling,4,generic description & miscellaneous,GENERAL INFORMATION
3136,78,car,quite soft,pos,handling,4,generic description & miscellaneous,GENERAL INFORMATION
3137,78,car,quite soft,pos,handling,4,generic description & miscellaneous,GENERAL INFORMATION
3138,78,car,deliberately deliberately civilized,pos,handling,4,generic description & miscellaneous,GENERAL INFORMATION
3139,78,car,deliberately deliberately civilized,pos,handling,4,generic description & miscellaneous,GENERAL INFORMATION
3140,78,car,pretty impressive,pos,performance,0,generic description & miscellaneous,GENERAL INFORMATION
3141,78,car,pretty impressive,pos,performance,0,generic description & miscellaneous,GENERAL INFORMATION
3142,78,car,a lot more civilized,pos,handling,4,generic description & miscellaneous,GENERAL INFORMATION
3143,78,car,a lot more civilized,pos,handling,4,generic description & miscellaneous,GENERAL INFORMATION
3144,79,car,electric,pos,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
3145,79,car,electric,pos,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
3146,79,car,desirable,pos,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
3147,79,car,desirable,pos,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
3148,79,-,-,-,unknown,-1,unknown,UNKNOWN
3149,79,car start,spooky,neg,user-experience,8,functionality & features,FUNCTIONAL / UTILITY FEATURES
3150,79,noise,none at all,pos,comfort,3,audio,EMOTIONAL / SENSORY / VISUAL
3151,79,feel,absolutely typically BMW,neu,handling,4,emotional & sensory experience,EMOTIONAL / SENSORY / VISUAL
3152,79,feel,absolutely typically BMW,neu,handling,4,emotional & sensory experience,EMOTIONAL / SENSORY / VISUAL
3153,79,car,proper,pos,quality-aesthetic,2,generic description & miscellaneous,GENERAL INFORMATION
3154,79,car,proper,pos,quality-aesthetic,2,generic description & miscellaneous,GENERAL INFORMATION
3155,79,car,really nice,pos,handling,4,generic description & miscellaneous,GENERAL INFORMATION
3156,79,car,really nice,pos,handling,4,generic description & miscellaneous,GENERAL INFORMATION
3157,79,car,extremely light,pos,performance,0,generic description & miscellaneous,GENERAL INFORMATION
3158,79,car,extremely light,pos,performance,0,generic description & miscellaneous,GENERAL INFORMATION
3159,79,construction material,stiff,pos,quality-aesthetic,2,exterior materials & finish,EXTERIOR / STYLING / DESIGN
3160,79,construction material,too stiff,pos,quality-aesthetic,2,exterior materials & finish,EXTERIOR / STYLING / DESIGN
3161,79,steering,heavier than expected,neg,handling,4,steering,HANDLING / DYNAMICS
3162,79,front tires,narrow,neg,exterior-features,9,wheels & tyres,HANDLING / DYNAMICS
3163,79,tire looks,bicycle tire,neu,exterior-features,9,design,EMOTIONAL / SENSORY / VISUAL
3164,79,steering,feel proper,pos,handling,4,steering,HANDLING / DYNAMICS
3165,79,steering,feel nice,pos,handling,4,steering,HANDLING / DYNAMICS
3166,79,steering,looks a bit weird,neg,quality-aesthetic,2,steering,HANDLING / DYNAMICS
3167,79,performance,looks spindly,neg,performance,0,performance,POWERTRAIN / PERFORMANCE
3168,79,car,properly brisk,pos,handling,4,generic description & miscellaneous,GENERAL INFORMATION
3169,79,car,properly brisk,pos,handling,4,generic description & miscellaneous,GENERAL INFORMATION
3170,79,brakes,feel a bit weird,neg,handling,4,brake,HANDLING / DYNAMICS
3171,79,brakes,feel unnatural,neg,handling,4,brake,HANDLING / DYNAMICS
3172,79,stop,really really well,pos,handling,4,brake,HANDLING / DYNAMICS
3173,79,doors,scissor,neu,exterior-features,9,doors,EXTERIOR / STYLING / DESIGN
3174,79,doors,not sure,neg,exterior-features,9,doors,EXTERIOR / STYLING / DESIGN
3175,79,back seats,uncomfortable for six foot two and above,neg,comfort,3,seats,INTERIOR / COMFORT / ERGONOMICS
3176,79,spaciousness,beautiful,pos,comfort,3,passenger space,INTERIOR / COMFORT / ERGONOMICS
3177,79,ergonomics,really nice,pos,comfort,3,comfort & ergonomics,INTERIOR / COMFORT / ERGONOMICS
3178,79,ergonomics,clear,pos,comfort,3,comfort & ergonomics,INTERIOR / COMFORT / ERGONOMICS
3179,79,dash,nice,pos,quality-aesthetic,2,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
3180,79,dash,fresh design,pos,quality-aesthetic,2,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
3181,79,screen,really nice,pos,user-experience,8,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
3182,79,screen,big,pos,user-experience,8,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
3183,79,-,-,-,unknown,-1,unknown,UNKNOWN
3184,79,traction control system,dynamic,neu,handling,4,traction / stability,HANDLING / DYNAMICS
3185,79,traction control system,respond really well,pos,handling,4,traction / stability,HANDLING / DYNAMICS
3186,79,back of the car,lot of weight,neu,handling,4,rear section,EXTERIOR / STYLING / DESIGN
3187,79,-,-,-,unknown,-1,unknown,UNKNOWN
3188,79,handling,good,pos,handling,4,driving dynamics / handling,HANDLING / DYNAMICS
3189,79,drive,good,pos,handling,4,drive,POWERTRAIN / PERFORMANCE
3190,79,-,-,-,unknown,-1,unknown,UNKNOWN
3191,79,noise,so little,pos,comfort,3,audio,EMOTIONAL / SENSORY / VISUAL
3192,79,car,not as compelling,neg,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
3193,79,car,not as compelling,neg,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
3194,79,car,not as interesting,neg,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
3195,79,car,not as interesting,neg,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
3196,79,car,not as intriguing,neg,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
3197,79,car,not as intriguing,neg,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
3198,79,performance,proper,pos,performance,0,performance,POWERTRAIN / PERFORMANCE
3199,79,drive,really nice,pos,handling,4,drive,POWERTRAIN / PERFORMANCE
3200,79,steering,good,pos,handling,4,steering,HANDLING / DYNAMICS
3201,79,handling,good,pos,handling,4,driving dynamics / handling,HANDLING / DYNAMICS
3202,79,ride,feels BMW,pos,handling,4,drive,POWERTRAIN / PERFORMANCE
3203,79,car,not too expensive,pos,cost,7,generic description & miscellaneous,GENERAL INFORMATION
3204,79,car,not too expensive,pos,cost,7,generic description & miscellaneous,GENERAL INFORMATION
3205,79,price,lot of money,neu,cost,7,value / cost,DISTANCE / MEASUREMENT /  COST
3206,80,body panels,new,pos,quality-aesthetic,2,body class,EXTERIOR / STYLING / DESIGN
3207,80,technology,new,pos,user-experience,8,technology,TECHNOLOGY / ELECTRONICS / SOFTWARE
3208,80,car,poshest,pos,quality-aesthetic,2,generic description & miscellaneous,GENERAL INFORMATION
3209,80,car,poshest,pos,quality-aesthetic,2,generic description & miscellaneous,GENERAL INFORMATION
3210,80,car,small,neu,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
3211,80,car,small,neu,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
3212,80,-,-,-,unknown,-1,unknown,UNKNOWN
3213,80,design,really smart,pos,quality-aesthetic,2,design,EMOTIONAL / SENSORY / VISUAL
3214,80,bumper,more aggressive,neu,quality-aesthetic,2,bumper,EXTERIOR / STYLING / DESIGN
3215,80,striping,why look yellow,neu,quality-aesthetic,2,design,EMOTIONAL / SENSORY / VISUAL
3216,80,look,nice,pos,quality-aesthetic,2,design,EMOTIONAL / SENSORY / VISUAL
3217,80,paint,pebbles washed smooth,neu,quality-aesthetic,2,exterior materials & finish,EXTERIOR / STYLING / DESIGN
3218,80,color,gray,neu,quality-aesthetic,2,design,EMOTIONAL / SENSORY / VISUAL
3219,80,body panels,flat,neu,quality-aesthetic,2,body class,EXTERIOR / STYLING / DESIGN
3220,80,headlamps,sleek,pos,quality-aesthetic,2,lighting / indicators,FUNCTIONAL / UTILITY FEATURES
3221,80,front grill,pen effect,neu,quality-aesthetic,2,grill,EXTERIOR / STYLING / DESIGN
3222,80,-,-,-,unknown,-1,unknown,UNKNOWN
3223,80,back,very nice look,pos,quality-aesthetic,2,rear section,EXTERIOR / STYLING / DESIGN
3224,80,looks,more modern,pos,quality-aesthetic,2,design,EMOTIONAL / SENSORY / VISUAL
3225,80,look,sleeker,pos,quality-aesthetic,2,design,EMOTIONAL / SENSORY / VISUAL
3226,80,tail lights,bigger,pos,quality-aesthetic,2,lighting / indicators,FUNCTIONAL / UTILITY FEATURES
3227,80,backend,very nice looking,pos,quality-aesthetic,2,rear section,EXTERIOR / STYLING / DESIGN
3228,80,exhaust pipes,fake,neg,quality-aesthetic,2,exhaust,POWERTRAIN / PERFORMANCE
3229,80,side,not too many creases,neu,quality-aesthetic,2,side section,EXTERIOR / STYLING / DESIGN
3230,80,side,quite flat,neu,quality-aesthetic,2,side section,EXTERIOR / STYLING / DESIGN
3231,80,-,-,-,unknown,-1,unknown,UNKNOWN
3232,80,boot opening,improved,neu,exterior-features,9,boot / cargo,FUNCTIONAL / UTILITY FEATURES
3233,80,get stuff in boot,much easier,pos,exterior-features,9,boot / cargo,FUNCTIONAL / UTILITY FEATURES
3234,80,size,alright,neu,exterior-features,9,dimensions & measurements,DISTANCE / MEASUREMENT /  COST
3235,80,boot,not the biggest,neg,exterior-features,9,boot / cargo,FUNCTIONAL / UTILITY FEATURES
3236,80,seats,fold flat,pos,exterior-features,9,seats,INTERIOR / COMFORT / ERGONOMICS
3237,80,boot,look brilliant,pos,exterior-features,9,boot / cargo,FUNCTIONAL / UTILITY FEATURES
3238,80,headroom,all right,neu,comfort,3,passenger space,INTERIOR / COMFORT / ERGONOMICS
3239,80,knee rooms,all right,neu,comfort,3,passenger space,INTERIOR / COMFORT / ERGONOMICS
3240,80,back seat,comfy,pos,comfort,3,seats,INTERIOR / COMFORT / ERGONOMICS
3241,80,back seat,pretty good,pos,comfort,3,seats,INTERIOR / COMFORT / ERGONOMICS
3242,80,-,-,-,unknown,-1,unknown,UNKNOWN
3243,80,windows,smallish,neg,exterior-features,9,windows / glass,EXTERIOR / STYLING / DESIGN
3244,80,car,slightly longer,pos,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
3245,80,car,slightly longer,pos,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
3246,80,car,wider,pos,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
3247,80,car,wider,pos,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
3248,80,inside,more roomy,pos,comfort,3,interior,INTERIOR / COMFORT / ERGONOMICS
3249,80,cabin,incredible,pos,interior-features,1,interior,INTERIOR / COMFORT / ERGONOMICS
3250,80,under the car,love,pos,interior-features,1,chassis / structural,STRUCTURAL
3251,80,vents,love,pos,exterior-features,9,aerodynamics / airflow,EXTERIOR / STYLING / DESIGN
3252,80,display panel,huge,pos,user-experience,8,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
3253,80,display panel,marvellous,pos,user-experience,8,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
3254,80,display panel,absolutely glorious,pos,user-experience,8,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
3255,80,driver display panel,wonderful,pos,user-experience,8,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
3256,80,features,very nice,pos,user-experience,8,functionality & features,FUNCTIONAL / UTILITY FEATURES
3257,80,seats,massage,pos,comfort,3,seats,INTERIOR / COMFORT / ERGONOMICS
3258,80,seats,very very impressed,pos,interior-features,1,seats,INTERIOR / COMFORT / ERGONOMICS
3259,80,-,-,-,unknown,-1,unknown,UNKNOWN
3260,80,car,all very good,pos,user-experience,8,generic description & miscellaneous,GENERAL INFORMATION
3261,80,car,all very good,pos,user-experience,8,generic description & miscellaneous,GENERAL INFORMATION
3262,80,materials,absolutely lovely,pos,quality-aesthetic,2,interior materials & trim / finish,INTERIOR / COMFORT / ERGONOMICS
3263,80,seats,lovely,pos,interior-features,1,seats,INTERIOR / COMFORT / ERGONOMICS
3264,80,back frame,gloss,neu,quality-aesthetic,2,build quality / construction,STRUCTURAL
3265,80,back frame,looks good,pos,quality-aesthetic,2,build quality / construction,STRUCTURAL
3266,80,back frame,gets scratches,neg,quality-aesthetic,2,build quality / construction,STRUCTURAL
3267,80,switches,feel wrong,neg,quality-aesthetic,2,physical controls,INTERIOR / COMFORT / ERGONOMICS
3268,80,switches,feel cheap,neg,quality-aesthetic,2,physical controls,INTERIOR / COMFORT / ERGONOMICS
3269,80,cabin,brilliant,pos,interior-features,1,interior,INTERIOR / COMFORT / ERGONOMICS
3270,80,price,not cheap,neg,cost,7,value / cost,DISTANCE / MEASUREMENT /  COST
3271,80,augmented reality satellite navigation system,groundbreaking,pos,user-experience,8,navigation / mapping,TECHNOLOGY / ELECTRONICS / SOFTWARE
3272,80,augmented reality satellite navigation system,absolutely brilliant,pos,user-experience,8,navigation / mapping,TECHNOLOGY / ELECTRONICS / SOFTWARE
3273,80,ambient lighting,amuse,pos,interior-features,1,lighting / indicators,FUNCTIONAL / UTILITY FEATURES
3274,80,driver assistant system,leading,pos,safety,5,driver assistance,SAFETY
3275,80,cruise control,safe,pos,safety,5,driver assistance,SAFETY
3276,80,cruise control,makes it easier,pos,user-experience,8,driver assistance,SAFETY
3277,80,car,small,neu,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
3278,80,car,small,neu,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
3279,80,tech,big,pos,user-experience,8,technology,TECHNOLOGY / ELECTRONICS / SOFTWARE
3280,80,tech,impressive,pos,user-experience,8,technology,TECHNOLOGY / ELECTRONICS / SOFTWARE
3281,80,drive,much much better,pos,handling,4,drive,POWERTRAIN / PERFORMANCE
3282,80,driving on bumps,admirable,pos,handling,4,drive,POWERTRAIN / PERFORMANCE
3283,80,suspension,more sophisticated,pos,handling,4,suspension,HANDLING / DYNAMICS
3284,80,bigger bumps,bit of jolt,neg,handling,4,road terrain,HANDLING / DYNAMICS
3285,80,noise,bit of,neg,performance,0,audio,EMOTIONAL / SENSORY / VISUAL
3286,80,grip,well enough,pos,handling,4,traction / stability,HANDLING / DYNAMICS
3287,80,grip,well enough,pos,handling,4,traction / stability,HANDLING / DYNAMICS
3288,80,road holding,pretty good,pos,handling,4,road terrain,HANDLING / DYNAMICS
3289,80,grip,struggling,neg,handling,4,traction / stability,HANDLING / DYNAMICS
3290,80,grip,struggling,neg,handling,4,traction / stability,HANDLING / DYNAMICS
3291,80,engine,not too bad,neu,performance,0,engine / power train,POWERTRAIN / PERFORMANCE
3292,80,engine,not too bad,neu,performance,0,engine / power train,POWERTRAIN / PERFORMANCE
3293,80,equipment level,lesser,neg,user-experience,8,equipment,FUNCTIONAL / UTILITY FEATURES
3294,80,travel,fairly peaceful,pos,comfort,3,distance / efficiency / mileage,DISTANCE / MEASUREMENT /  COST
3295,80,ambience,rudely interrupted by tech,neg,interior-features,1,emotional & sensory experience,EMOTIONAL / SENSORY / VISUAL
3296,80,-,-,-,unknown,-1,unknown,UNKNOWN
3297,80,-,-,-,unknown,-1,unknown,UNKNOWN
3298,80,-,-,-,unknown,-1,unknown,UNKNOWN
3299,80,-,-,-,unknown,-1,unknown,UNKNOWN
3300,80,car,feels genuine Mercedes,pos,user-experience,8,generic description & miscellaneous,GENERAL INFORMATION
3301,80,car,feels genuine Mercedes,pos,user-experience,8,generic description & miscellaneous,GENERAL INFORMATION
3302,80,inside,love,pos,interior-features,1,interior,INTERIOR / COMFORT / ERGONOMICS
3303,80,-,-,-,unknown,-1,unknown,UNKNOWN
3304,81,mode,hardcore,pos,general-information,6,driving dynamics / handling,HANDLING / DYNAMICS
3305,81,power,big,pos,performance,0,engine / power train,POWERTRAIN / PERFORMANCE
3306,81,car,track focused,neu,handling,4,generic description & miscellaneous,GENERAL INFORMATION
3307,81,car,track focused,neu,handling,4,generic description & miscellaneous,GENERAL INFORMATION
3308,81,springs,stiffer,neu,handling,4,suspension,HANDLING / DYNAMICS
3309,81,anti-roll bars,thick,neu,handling,4,traction / stability,HANDLING / DYNAMICS
3310,81,chassis,more focused,pos,handling,4,chassis / structural,STRUCTURAL
3311,81,tracks,wider,neu,handling,4,dimensions & measurements,DISTANCE / MEASUREMENT /  COST
3312,81,-,-,-,unknown,-1,unknown,UNKNOWN
3313,81,aerodynamics,active,pos,performance,0,driving dynamics / handling,HANDLING / DYNAMICS
3314,81,aerodynamics,clever,pos,performance,0,driving dynamics / handling,HANDLING / DYNAMICS
3315,81,interior,distinctive,pos,quality-aesthetic,2,interior,INTERIOR / COMFORT / ERGONOMICS
3316,81,interior,distinctive,pos,quality-aesthetic,2,interior,INTERIOR / COMFORT / ERGONOMICS
3317,81,interior,like,pos,quality-aesthetic,2,interior,INTERIOR / COMFORT / ERGONOMICS
3318,81,interior,like,pos,quality-aesthetic,2,interior,INTERIOR / COMFORT / ERGONOMICS
3319,81,seating,low,neu,comfort,3,seats,INTERIOR / COMFORT / ERGONOMICS
3320,81,seating,really low,neu,comfort,3,seats,INTERIOR / COMFORT / ERGONOMICS
3321,81,view forward,great,pos,safety,5,visibility & view,SAFETY
3322,81,bonnet,super long,neu,quality-aesthetic,2,bonnet,EXTERIOR / STYLING / DESIGN
3323,81,transmission tunnel,really high,neu,comfort,3,transmission,POWERTRAIN / PERFORMANCE
3324,81,transmission tunnel,nice,pos,comfort,3,transmission,POWERTRAIN / PERFORMANCE
3325,81,transmission tunnel,snug,pos,comfort,3,transmission,POWERTRAIN / PERFORMANCE
3326,81,back seats,bucket,neu,comfort,3,seats,INTERIOR / COMFORT / ERGONOMICS
3327,81,back seats,fixed,neu,comfort,3,seats,INTERIOR / COMFORT / ERGONOMICS
3328,81,backseats,really really comfortable,pos,comfort,3,seats,INTERIOR / COMFORT / ERGONOMICS
3329,81,backseats,more comfortable than standard chair,pos,comfort,3,seats,INTERIOR / COMFORT / ERGONOMICS
3330,81,backseats,really supportive,pos,comfort,3,seats,INTERIOR / COMFORT / ERGONOMICS
3331,81,driving environment,really really cool,pos,user-experience,8,interior,INTERIOR / COMFORT / ERGONOMICS
3332,81,-,-,-,unknown,-1,unknown,UNKNOWN
3333,81,carbon trim price,hell lot,neg,cost,7,value / cost,DISTANCE / MEASUREMENT /  COST
3334,81,traction control system,important,neu,handling,4,traction / stability,HANDLING / DYNAMICS
3335,81,cabin,really cool,pos,quality-aesthetic,2,interior,INTERIOR / COMFORT / ERGONOMICS
3336,81,cabin,looks cool,pos,quality-aesthetic,2,interior,INTERIOR / COMFORT / ERGONOMICS
3337,81,cabin,great,pos,quality-aesthetic,2,interior,INTERIOR / COMFORT / ERGONOMICS
3338,81,tech,clever,pos,user-experience,8,technology,TECHNOLOGY / ELECTRONICS / SOFTWARE
3339,81,car,hardcore,neu,performance,0,generic description & miscellaneous,GENERAL INFORMATION
3340,81,car,hardcore,neu,performance,0,generic description & miscellaneous,GENERAL INFORMATION
3341,81,model,track focused,neu,handling,4,model / generic car terms,GENERAL INFORMATION
3342,81,power,lots,neu,performance,0,engine / power train,POWERTRAIN / PERFORMANCE
3343,81,tires,aggressive,neu,handling,4,wheels & tyres,HANDLING / DYNAMICS
3344,81,smooth road drive,really really good,pos,handling,4,drive,POWERTRAIN / PERFORMANCE
3345,81,damp,really nice,pos,handling,4,suspension,HANDLING / DYNAMICS
3346,81,drive,really nice,pos,handling,4,drive,POWERTRAIN / PERFORMANCE
3347,81,engine,feels really well balanced,pos,performance,0,engine / power train,POWERTRAIN / PERFORMANCE
3348,81,engine,feels really well balanced,pos,performance,0,engine / power train,POWERTRAIN / PERFORMANCE
3349,81,suspension,bouncing all over the place,neg,handling,4,suspension,HANDLING / DYNAMICS
3350,81,bumps,really upset,neg,handling,4,road terrain,HANDLING / DYNAMICS
