id,segment_id,review,review_uncleaned,label_topic
254,7,"well , the good news is there's actually quite a lot more good stuff , bad stuff . this is actually a really , really good car . good rs5 audi . you've got this lovely engine . although i would rather have three pedals and a stick . i have to say the s tronics transmission is really good . really quick , really smooth , really fast .","Well , the good news is there's actually quite a lot more good stuff , bad stuff . This is actually a really , really good car . Good RS5 Audi . You've got this lovely engine . Although I would rather have three pedals and a stick . I have to say the S tronics transmission is really good . Really quick , really smooth , really fast .",0
254,8,"but i think the best thing about it may be the most surprising thing is any iram went rs5 audi is every time you pointed them anywhere . no corner , they just went over there somewhere . they just wanted to go straight on . they didn't want to turn in , just understood that balance in the car . now i'm on quite wet roads over here , so maybe it'll be different when it's dry . but this car has real balance . it turns in nicely . and if you turn the trick so you can actually balance the car trouble and if you really want to , you can go very sideways . indeed , i'm not used to rs . audi is behaving like that and i think it's fantastic . but if you won't do in the environment is correct , you can't .","But I think the best thing about it may be the most surprising thing is any Iram went RS5 Audi is every time you pointed them anywhere . No corner , they just went over there somewhere . They just wanted to go straight on . They didn't want to turn in , just understood that balance in the car . Now I'm on quite wet roads over here , so maybe it'll be different when it's dry . But this car has real balance . It turns in nicely . And if you turn the trick so you can actually balance the car trouble and if you really want to , you can go very sideways . Indeed , I'm not used to rs . Audi is behaving like that and I think it's fantastic . But if you won't do in the environment is correct , you can't .",4
254,9,"where does this new rs4 stand in ? the pantheon of good , bad and sometimes thoroughly in different audi is that we've seen from the rs brand over the last almost 20 years . well , i'd say it was definitely one of the better ones .","Where does this new RS4 stand in ? The pantheon of good , bad and sometimes thoroughly in different Audi is that we've seen from the RS brand over the last almost 20 years . Well , I'd say it was definitely one of the better ones .",6
254,11,"it's fast , it's well built , is good looking .","It's fast , it's well built , is good looking .",2
254,12,"but on top of that , it adds an element of driver satisfaction that is really pretty rare among cars like this .","But on top of that , it adds an element of driver satisfaction that is really pretty rare among cars like this .",4
254,13,"would i have it over ? its closest unable mercedes-benz 60 three amg possibly know the mercedes is more expensive , but so , too , doesn't have much greater sense of occasion .","Would I have it over ? Its closest unable Mercedes-Benz 60 three AMG possibly know the Mercedes is more expensive , but so , too , doesn't have much greater sense of occasion .",6
254,14,it's a more comfortable car to better drivers .,It's a more comfortable car to better drivers .,3
254,15,"kind . it's got that magnificent 6.2 liter v8 , innit ?","Kind . It's got that magnificent 6.2 liter V8 , innit ?",0
254,16,but among the rs6 will be made over the last 18 years . i'd say this isn't just one of the better ones . i'd say it was one of the best on that . audi can be truly proud,But among the RS6 will be made over the last 18 years . I'd say this isn't just one of the better ones . I'd say it was one of the best on that . Audi can be truly proud,6
255,1,"all you audi a6 , maybe substantially lighter than its predecessor . but has audi finally delivered a midsize executive saloon ? we prefer to drive over the rivals from jaggi mercedes-benz bmw . making the case today is the front wheel drive to do entertainment .","all you Audi A6 , maybe substantially lighter than its predecessor . But has Audi finally delivered a midsize executive saloon ? We prefer to drive over the rivals from Jaggi Mercedes-Benz BMW . Making the case today is the front wheel drive to do entertainment .",6
255,2,now the harsh reality is a front wheel drive chassis is always gonna struggle to ride the level of engagement you get from rear wheel drive .,Now the harsh reality is a front wheel drive chassis is always gonna struggle to ride the level of engagement you get from rear wheel drive .,0
255,3,"but in terms of writing , handling this new a6 does represent a big jump of an ability over the old model .","But in terms of writing , handling this new A6 does represent a big jump of an ability over the old model .",4
255,5,"practicality inside the new a6 is surprisingly spacious , getting close to trading on the toes of the standard wheelbase a8 . but that is a drawback .","Practicality inside the new A6 is surprisingly spacious , getting close to trading on the toes of the standard wheelbase A8 . But that is a drawback .",3
255,6,and that's that on right hand drive models like this that pedals are significantly offset value for money just over 30 grand .,And that's that on right hand drive models like this that pedals are significantly offset value for money just over 30 grand .,1
255,7,"for this essie model , you a6 fractionally more expensive m5 20 d , but it does match the bmw for consumption and co .","For this Essie model , you A6 fractionally more expensive M5 20 d , but it does match the BMW for consumption and CO .",7
255,8,"two making joint best in class , so we'd still recommend the bmw five series or mercedes e class over the a6 , the gap is now closer . that's ever been before . this latest version much improved over the prudence at a major disadvantage . now , is that offset driving position ? that 92nd verdict is four stars .","Two making joint best in class , so we'd still recommend the BMW five series or Mercedes E class over the A6 , The gap is now closer . That's ever been before . This latest version much improved over the prudence at a major disadvantage . Now , is that offset driving position ? That 92nd verdict is four stars .",6
256,2,"and the reason is because if this car we just got the similar 306 horsepower forces into two litre engine is going far , it's got the same sort of four will drive our train that can work anything up to 100% to the rear . she's very confused . it is anything like the way .","And the reason is because if this car we just got the similar 306 horsepower forces into two litre engine is going far , it's got the same sort of four will drive our train that can work anything up to 100% to the rear . She's very confused . It is anything like the way .",0
256,3,"first of all , what's it like inside ? well , as you would expect , it's an audi is beautifully appointed fit and finish his first right designed really intelligently . actually , they've got this new digital dial's satnav screen all in the middle of it will be on everything before long . it works tremendously well , and the rest of the finish these well , that's what audi does well is that they do interior quality .","First of all , what's it like inside ? Well , as you would expect , it's an Audi is beautifully appointed fit and finish his first right designed really intelligently . Actually , they've got this new digital dial's satnav screen all in the middle of it will be on everything before long . It works tremendously well , and the rest of the finish these well , that's what Audi does well is that they do interior quality .",8
256,4,"well , they do less well in the tt is rear seat combination , but he's a hatchback . so is one of the more practical who plays around , and so to how it drives .","Well , they do less well in the TT is rear seat combination , but he's a hatchback . So is one of the more practical who plays around , and so to how it drives .",1
256,5,"that's not necessarily traditionally something that audi is done brilliantly either . but on this tea first you've got a car that drives pretty much as well as inland . is it as good as a volkswagen golf r ? i think probably not . the steering is still a little bit like a little bit , a little bit remote . there's not much in the way of sort of feedback and feel through it , but it's much better than other teams . on the chassis is a similar sort of a similar sort of thing , really . it doesn't have solidity and the ground covering pounding this of a goal far , it feels , feels actually a little bit a little bit lighter , a little bit more , more agile , possibly slightly more loosely so , to the extent arguably slightly less rewarding for point . but it does do things very , very well turns in crisply for the first time . this is a tt that if you turn it in on its nose , standing on the brakes , rear will actually sort of let it give you a little bit of adjustability mid corner and i can't remember the last time i felt a tt that really did that with any great enthusiasm . i didn't really expect that . to be honest , i didn't expect to be backing down this mountain road . i'm thinking , you know , they're on too many front , biased four wheel drive cars that i would rather be doing down here in these for the first time . a8 problem sports .","That's not necessarily traditionally something that Audi is done brilliantly either . But on this tea first you've got a car that drives pretty much as well as inland . Is it as good as a Volkswagen Golf R ? I think probably not . The steering is still a little bit like a little bit , a little bit remote . There's not much in the way of sort of feedback and feel through it , but it's much better than other teams . On the chassis is a similar sort of a similar sort of thing , really . It doesn't have solidity and the ground covering pounding this of a goal far , it feels , feels actually a little bit a little bit lighter , a little bit more , more agile , possibly slightly more loosely so , to the extent arguably slightly less rewarding for point . But it does do things very , very well turns in crisply for the first time . This is a TT that if you turn it in on its nose , standing on the brakes , rear will actually sort of let it give you a little bit of adjustability mid corner and I can't remember the last time I felt a TT that really did that with any great enthusiasm . I didn't really expect that . To be honest , I didn't expect to be backing down this mountain road . I'm thinking , you know , they're on too many front , biased four wheel drive cars that I would rather be doing down here in these for the first time . A8 problem sports .",4
257,1,"here . auto car . we are big fans of audi ease r8 . we named it britain's best drivers come a few years ago , and ever since then we've wondered just what a more hard core , track focused variant would be like . there is . it's called gt-r , and it is based on the v 10 . very , it's got all the usual stuff . has got a polycarbonate rear window carbon fibre here coming over their carbon fiber bumpers , the overall weight saving his 100 kilograms power is up through two electronics by 30 horsepower . prices up of it , too . 145 grand . but all 33 coming to the uk , despite that are sold . so they see what it's like .","here . Auto car . We are big fans of Audi ease R8 . We named it Britain's best drivers come a few years ago , and ever since then we've wondered just what a more hard core , track focused variant would be like . There is . It's called GT-R , and it is based on the V 10 . Very , it's got all the usual stuff . Has got a polycarbonate rear window carbon fibre here coming over their carbon fiber bumpers , the overall weight saving his 100 kilograms power is up through two electronics by 30 horsepower . Prices up of it , too . 145 grand . But all 33 coming to the UK , despite that are sold . So they see what it's like .",6
257,2,"so what else is different ? it was an awful lot off carbon fiber in here , natty red seatbelt on new seats , which contribute quite a lot to the weight loss you would think fire up .","So what else is different ? It was an awful lot off carbon fiber in here , natty red seatbelt on new seats , which contribute quite a lot to the weight loss you would think fire up .",1
257,3,"it's not any louder than a standard feet , and he doesn't feel it so far , and we've only got the automated manual transmission rather than a full manual . so it's on espn and sport on where we go .","It's not any louder than a standard feet , and he doesn't feel it so far , and we've only got the automated manual transmission rather than a full manual . So it's on ESPN and sport on where we go .",8
257,5,"it feels pretty quick , faster under standard . all right , as you would expect when the noise gets going , it gets going . sorry , that status still ribs toe x6 x6 peak power the same 0.8000 has performed . there's extra 34 about . so this is a 152 great horsepower supercar now , because it weighs 1500 kilos . that makes it extremely fast .","It feels pretty quick , faster under standard . All right , as you would expect when the noise gets going , it gets going . Sorry , that status still ribs toe X6 X6 peak power the same 0.8000 has performed . There's extra 34 about . So this is a 152 great horsepower supercar now , because it weighs 1500 kilos . That makes it extremely fast .",0
257,6,all the power away . the extra power comes at the top end . the talks only up £8 foot and that's it . the same sort of 6000 revs before . so this car is all about the top end .,All the power away . The extra power comes at the top end . The talks only up £8 foot and that's it . The same sort of 6000 revs before . So this car is all about the top end .,0
257,7,"and although i'm not usually a massive fan of automated gearboxes , automated manuals , this'll one is pretty good . actually , when you're really on it , it bunks the ships through probably here fairly quickly .","And although I'm not usually a massive fan of automated gearboxes , automated manuals , this'll one is pretty good . Actually , when you're really on it , it bunks the ships through probably here fairly quickly .",4
257,9,"our race all right . certainly , certainly not . it's still no white is involving . the steering is light . responsive , inaccurate , but it's not as ingrained and encrusted with feel a za 9 11 also , it still moves around just a little bit more on its springs .","Our race all right . Certainly , certainly not . It's still no White is involving . The steering is light . Responsive , inaccurate , but it's not as ingrained and encrusted with feel a za 9 11 Also , it still moves around just a little bit more on its springs .",4
257,10,"what is x dreamily , spectacularly , is its ability to change direction .","What is X dreamily , spectacularly , is its ability to change direction .",4
257,11,"it's so agile , this car for a car that's still ways by a couple of 100 kilos than a gt three .","It's so agile , this car for a car that's still ways by a couple of 100 kilos than a GT three .",6
257,12,"you just try . ella breaks in , planted it on its nose on it just melts on them because it's got a rhea buys four wheel drive system . you could use the power to bring the background . still go a little bit extra from just pull it straight if things get a bit carried away .","You just try . Ella breaks in , planted it on its nose on it just melts on them because it's got a Rhea buys four wheel drive system . You could use the power to bring the background . Still go a little bit extra from Just pull it straight if things get a bit carried away .",4
257,13,"so adjustable from the engine supergirl so adjustable control . and although it's not like a gt three rs where you could just take the number plates off it and go racing , what it does do is involved and engaged .","So adjustable from the engine Supergirl so adjustable control . And although it's not like a GT three RS where you could just take the number plates off it and go racing , what it does do is involved and engaged .",0
257,14,"you know , i think the 33 people that bought these in the uk they have an absolute ball in them . i think they're gonna absolutely love him .","You know , I think the 33 people that bought these in the UK they have an absolute ball in them . I think they're gonna absolutely love him .",6
258,1,"this is the new audi q3 , and it's a little bit like a man bag in the way that it's trendy on dhe . usefully practical . one of this isn't so practical that i can fit my ipod , innit ? some striving to current anyway , decided q3 .","This is the new Audi Q3 , and it's a little bit like a man bag in the way that it's trendy on dhe . Usefully practical . One of this isn't so practical that I can fit my iPod , innit ? Some striving to current anyway , decided Q3 .",6
258,2,"it's a premium machine , so it isn't the cheapest thing starts from just over £30,000 . however , you could save an average of just under 1500 quid off one a3 karli , even though it's brand new . now , if you want to see how much money you concern a new car on the ballpark balanced there on the screen on that link below the video and you get a car while , alternatively , just google car wow deals and you can check out the best deals and offers on the latest new cars on my website .","It's a premium machine , so it isn't The cheapest thing starts from just over £30,000 . However , you could save an average of just under 1500 quid off one A3 Karli , even though it's brand new . Now , if you want to see how much money you concern a new car on the ballpark balanced there on the screen on that link below the video and you get a car while , alternatively , just Google Car wow deals and you can check out the best deals and offers on the latest new cars on my website .",7
258,3,"this new q3 has a lot more presence in the old on , which is just a kind of blob from the lights of their core graphics in the big , bold , aggressive grill , the deeper from bumpers off this s line version , and this is blue paint , which really stands out . it really highlights the car's strong creases and look at these rear haunches . very muscular is a smart looking car .","This new Q3 has a lot more presence in the old on , which is just a kind of blob from the lights of their core graphics in the big , bold , aggressive grill , the deeper from bumpers off this s line version , and this is blue paint , which really stands out . It really highlights the car's strong creases and look at these rear haunches . Very muscular is a smart looking car .",2
258,4,"i'm gonna take this off . thistles not trained yet . all it's very poor example of a man bag , but this is a great example of a small suv because , yes , it may be small , but it's actually got a decent size boot facts from the biggest boots for this size of car . yes , there's a little bit of a lift to lift things over , but you get this nice , posh , shiny scuff plates so you don't scratch that beautiful blue paint work when you drag your luggage out on book boot is a nice square shaped different storage areas down there , and down there you have tether points as well to tie things to which is great hooks to hang things off . and look at this lovely feature . good old audi . you can wedge the false floor applied to mess around down here . now you can't get it with a space saver spare wheel . this one actually has what looks like a somewhat for for that graded stereo system here in the boot . but that is detectable . if you need the space , this one doesn't have a spare well like i say , it's got the tire sealant group , which isn't great , but it's an extra storage areas round there . if you need that andi look , you can , of course , lower the boot for just a bit more capacity that you're probably best leaving it up like that if you wanted to lower the rear seats . problem is , when you come to loathe those receipts , you have to walk around to the back . which is a bit annoying is that leaves right down at the sea , bass said . cock around that . it's just bear with me . bear with me . imagine dealing with a bunch of restless children or shopping and having to do this nightmare . that's one oversight . audi wish it had leaves in the boot to lower those seatbacks . well , look , once you've load them . nice , flat , spacious , spacious floor . denny's decide things right to the front of the car . now i just put the seats back .","I'm gonna take this off . Thistles not trained yet . All It's very poor example of a man bag , but this is a great example of a small SUV because , yes , it may be small , but it's actually got a decent size boot Facts from the biggest boots for this size of car . Yes , there's a little bit of a lift to lift things over , but you get this nice , posh , shiny scuff plates so you don't scratch that beautiful blue paint work when you drag your luggage out on book Boot is a nice square shaped different storage areas down there , and down there you have tether points as well to tie things to which is great hooks to hang things off . And look at this lovely feature . Good old Audi . You can wedge the false floor applied to mess around down here . Now you can't get it with a space saver spare wheel . This one actually has what looks like a somewhat for for that graded stereo system here in the boot . But that is detectable . If you need the space , this one doesn't have a spare well like I say , it's got the tire sealant group , which isn't great , but it's an extra storage areas round there . If you need that Andi look , you can , of course , lower the boot for just a bit more capacity that you're probably best leaving it up like that if you wanted to lower the rear seats . Problem is , when you come to loathe those receipts , you have to walk around to the back . Which is a bit annoying is that leaves right down at the sea , Bass said . Cock around that . It's just bear with me . Bear with me . Imagine dealing with a bunch of restless children or shopping and having to do this nightmare . That's one oversight . Audi wish it had leaves in the boot to lower those seatbacks . Well , look , once you've load them . Nice , flat , spacious , spacious floor . Denny's decide things right to the front of the car . Now I just put the seats back .",9
258,5,"it was quite handed , but the secret exit can illustrate that the doors are relatively wide , and that doesn't help when you do stuff like messing around with a child seat trying to get in , so to release seatbacks . once we have to pull the lever actually locked down in place , which is quite good . but it's z4 gonna come over here to do it that seek , lock that down as well . now , here in the back of the door . it's quite all right . but that's because , of course , look yes , you know it . they do recline , and they recline quite a way to put this one down as well . yeah , it's nice . and even then i can show you just how much room there is back here . so plenty off henry . look , mourning the death of my hand . lots of knee room as well . i can actually take advantage of that nearly 412 by sliding the bench forward so you could , you know , sacrificing nearly wanted a bit more boots based on the actually need it . foot wells . the biggest well , so it's very , very comfy . you sit quiet at 90 degrees that is , sitting on a stool , which is good , so it makes it just a bit more comfy . on longer journeys on dde life , you need to carry three people in the back of one's . yes , there is this humping the floor , but it's not too . why that's quite narrow . so this'll in the foot room on dde , even in the middle local got this amount of headroom . yes , you can carry three adults in the back of this car for short distances , and it's absolutely fine . kids a3 . no problem . little kids will also like this look , so the window line isn't too high . you've got big glass there . there's another one here on dhe . if i put the window down , goes away so you can leave your arm at last . that's nice news .","It was quite handed , but the secret exit can illustrate that the doors are relatively wide , and that doesn't help when you do stuff like messing around with a child seat trying to get in , so to release seatbacks . Once we have to pull the lever actually locked down in place , which is quite good . But it's Z4 gonna come over here to do it that seek , lock that down as well . Now , here in the back of the door . It's quite all right . But that's because , of course , look yes , you know it . They do recline , and they recline quite a way to put this one down as well . Yeah , it's nice . And even then I can show you just how much room there is back here . So plenty off Henry . Look , mourning the death of my hand . Lots of knee room as well . I can actually take advantage of that nearly 412 by sliding the bench forward so you could , you know , sacrificing nearly wanted a bit more boots based on the actually need it . Foot wells . The biggest Well , so it's very , very comfy . You sit quiet at 90 degrees that is , sitting on a stool , which is good , so it makes it just a bit more comfy . On longer journeys on DDE life , you need to carry three people in the back of one's . Yes , there is this humping the floor , but it's not too . Why that's quite narrow . So this'll in the foot room on DDE , even in the middle local got this amount of headroom . Yes , you can carry three adults in the back of this car for short distances , and it's absolutely fine . Kids A3 . No problem . Little kids will also like this look , so the window line isn't too high . You've got big glass there . There's another one here on Dhe . If I put the window down , goes away so you can leave your arm at last . That's nice news .",3
258,6,"or so is the fact that you've got your coat hook there so it doesn't get in the way . sometimes that there look , there's even a 2nd 1 here , actually , other little useful features . so you got some nets in the seatback , which they bit flimsy , actually , but they're large , so you can put my ipad pro in there . this is just a normal sized ipad here you have on our missing , or that just feels expensive and solid , and i like the fact that the cup holders are covered , so when not in use , it's no annoying your arm . if you arrest on those cup holders , look everyone . let's make sure stories down here by the sea to say , and you can fit a bottle in there . no problem . it'll show you this as well . look , if i press this , you got three way folding seats so you can actually have two people either side . we still decent amount of room carry longer items such a skis off whether you want to carry furniture for my care . what i have you now look it up a two liter bottle fitting in the back door bins should 20.1 last thing . outlook . the eyes fixed covers are removable on their bit awkward to do , and you put it lose those . but that's my only complaint , really , actually quite easy for a child seat in the back of here . for more detail on this car's practicality , click on the pop out banner ship , then top rank on the screen or for the late below the video to watch my detail practicality video . so i'll show you just how easy it is to fit a child seat back here . how much stuff you can cram into this cause on what it's like with red dots in the back . let's move into the front .","Or so is the fact that you've got your coat hook there so it doesn't get in the way . Sometimes that there look , there's even a 2nd 1 here , actually , other little useful features . So you got some nets in the seatback , which they bit flimsy , actually , but they're large , so you can put my iPad pro in there . This is just a normal sized iPad here you have on our missing , or that just feels expensive and solid , and I like the fact that the cup holders are covered , so when not in use , it's no annoying your arm . If you arrest on those cup holders , look everyone . Let's make sure stories down here by the sea to say , and you can fit a bottle in there . No problem . It'll show you this as well . Look , if I press this , you got three way folding seats so you can actually have two people either side . We still decent amount of room carry longer items such a skis off whether you want to carry furniture for my care . What I have you Now look it up a two liter bottle fitting in the back door Bins should 20.1 last thing . Outlook . The eyes fixed covers are removable on their bit awkward to do , and you put it lose those . But that's my only complaint , really , actually quite easy for a child seat in the back of here . For more detail on this car's practicality , click on the pop out banner ship , then top rank on the screen or for the late below the video to watch my detail practicality video . So I'll show you just how easy it is to fit a child seat back here . How much stuff you can cram into this cause on what it's like with red dots in the back . Let's move into the front .",1
258,7,"i'll take my water bottle with me , because if you think the back door bins a big than the ones in the front , even larger audi isn't a good job in terms of practical audi .","I'll take my water bottle with me , because if you think the back door bins a big than the ones in the front , even larger Audi isn't a good job in terms of practical Audi .",3
258,8,"so here's a flask fits in easy , but there's room for that little ball on the flask , which is incredible in terms . the other storage . well , there's bits . unpleased with bits are not . so look . so you got some extra storeys down here . plenty of space in that secret couple just down by the steering wheel . glove box is a reasonable size yet that's fine on a little doll there , so you can actually put the air condition called into there . if you want to call some drinks now , teach me this at the way here from the almost . it's not the greatest space , not much room . then you have the cup holders . hehe on . the weirdest thing is that it looks like it should have a cover over it . for when you don't want the cup holders . it's just a bit messy and scrappy , you know , thought that i'd ever thought about doing that just for the aesthetics on dhe migrates problem with having cup holders there is that sometimes you got manual car , they get in the way of the dish . it if you've got a tall drink in there , very , very large lot of some of the storage bits and pieces here . another storage tray down there , which i suppose you can put your mobile phone into if you want to . but once again , he could do with having the slide over it to cover it up . it's handy having a mobile phone , because then you got your usb normal usb input there , or a brand new u . s . b . c there , which is just far more modern and speaking modern . its interior is very , very up to date .","So here's a flask fits in easy , but there's room for that little ball on the flask , which is incredible in terms . The other storage . Well , there's bits . Unpleased with bits are not . So look . So you got some extra storeys down here . Plenty of space in that secret couple just down by the steering wheel . Glove box is a reasonable size yet that's fine on a little doll there , so you can actually put the air condition called into there . If you want to call some drinks now , teach me this at the way here from the almost . It's not the greatest space , not much room . Then you have the cup holders . Hehe on . The weirdest thing is that it looks like it should have a cover over it . For when you don't want the cup holders . It's just a bit messy and scrappy , you know , thought that I'd ever thought about doing that just for the aesthetics on dhe migrates problem with having cup holders there is that sometimes you got manual car , they get in the way of the dish . It if you've got a tall drink in there , very , very large lot of some of the storage bits and pieces here . Another storage tray down there , which I suppose you can put your mobile phone into if you want to . But once again , he could do with having the slide over it to cover it up . It's handy having a mobile phone , because then you got your USB normal USB input there , or a brand new U . S . B . C there , which is just far more modern and speaking modern . Its interior is very , very up to date .",1
258,9,"it's a really nice design . i like the way that you got the slabs . the entertainment system looks great as well , the way it's integrated into the dash . he's got this huge screen .","It's a really nice design . I like the way that you got the slabs . The entertainment system looks great as well , the way it's integrated into the dash . He's got this huge screen .",2
258,10,"this car's got the digital drivers display as well , and that comes a standard truly could see can control most of the cost features through it , just using the steering wheel buttons so you can show you sat nav map there and you can change the view to make it nice . and big or smaller and control the radio very , very easy to use . then there's the main entertainment system , so to touch screen , it's very easy to just walk through the different menus . then the problem is , is that it's a little bit lower down . so you end up taking eyes off the road , probably for a bit longer than he should , or if the screen was up . there likes a nice and easy to use , and if you don't want to use the normal obvious system , you can quite easily connect the car . then use android auto or apple carplay , and he's mapping off your phone . and some of your friends are . perhaps the only problem with doing that is that you don't actually have the satnav running in this display here , which is a shame , because that's just easy to use as you're driving now , from what you tell him is causing retirement system . click on the pop out there only by the video , and then you can watch my detailed entertainment system video review and also want to show you a bit more about the interior design of this car .","This car's got the digital drivers display as well , and that comes a standard truly could see can control most of the cost features through it , just using the steering wheel buttons so you can show you sat nav map there and you can change the view to make it nice . and big or smaller and control the radio very , very easy to use . Then there's the main entertainment system , so to touch screen , it's very easy to just walk through the different menus . Then the problem is , is that it's a little bit lower down . So you end up taking eyes off the road , probably for a bit longer than he should , or if the screen was up . There likes a nice and easy to use , and if you don't want to use the normal obvious system , you can quite easily connect the car . Then use Android Auto or Apple carplay , and he's mapping off your phone . And some of your friends are . Perhaps the only problem with doing that is that you don't actually have the satnav running in this display here , which is a shame , because that's just easy to use as you're driving Now , from what you tell him is causing retirement system . Click on the pop out there only by the video , and then you can watch my detailed entertainment system video review and also want to show you a bit more about the interior design of this car .",8
258,11,"so let's talk about the quality because generally , it's really , really good . so you got super soft materials here on the dash . everything feels very , very solid . this sport is steering wheel you get with their slide model fills lovely , expensive , but there's a little bit odd . so look at this . the door tops . they're quite hard . it's nowhere near soft on the dash , and usually it expected to be . however , i do like this metal designed the way it works into the door handle and the way they built the door handles .","So let's talk about the quality because generally , it's really , really good . So you got super soft materials here on the dash . Everything feels very , very solid . This sport is steering wheel you get with their slide model fills lovely , expensive , but there's a little bit odd . So look at this . The door tops . They're quite hard . It's nowhere near soft on the dash , and usually it expected to be . However , I do like this metal designed the way it works into the door handle and the way they built the door handles .",2
258,12,"so normally you have to use a door handle light , which is a little bit of natural . this when you can slide the fingers through underneath lot . the name on the door . i'm not 70 z8 god , that beeping . just get on your nerves . but it does stop you from leaving your keys in the car , so i'll give it that .","So normally you have to use a door handle light , which is a little bit of natural . This when you can slide the fingers through underneath lot . The name on the door . I'm not 70 Z8 God , that beeping . Just get on your nerves . But it does stop you from leaving your keys in the car , so I'll give it that .",1
258,13,"however , back to the designs , there's some other things i don't like . frances , look , this big panel here's just got nothing on it . i mean , why is that other than that , the ergonomics of brilliant .","However , back to the designs , there's some other things I don't like . Frances , look , this big panel here's just got nothing on it . I mean , why is that other than that , the ergonomics of brilliant .",2
258,14,"so all the buttons you need to hear and there's a couple over here all very easy to get to and just in a sensible place , another freighter like is that they don't have a physical sync button to sync up the dual zone climate control , which is standard by the way and said , what you do is just press the auto , but hold it until it flashes like that and it means it sinks and then look into the temperatures together . and then if you just turn that one , it will go on . it says he got jewels own again . i want to see this as well . look , i love the touch sensitive lights on their led bulbs . not so horrible philemon balls for the nice , bright , clear light .","So all the buttons you need to hear and there's a couple over here all very easy to get to and just in a sensible place , another freighter like is that they don't have a physical sync button to sync up the dual zone climate control , which is standard by the way and said , What you do is just press the auto , but hold it until it flashes like that and it means it sinks and then look into the temperatures together . And then if you just turn that one , it will go on . It says he got jewels own again . I want to see this as well . Look , I love the touch sensitive lights on their led bulbs . Not so horrible Philemon balls for the nice , bright , clear light .",8
258,15,"everything i like about this car , if you want to , you can sit quite low in it . say it feels just like a slightly grownup hatchback . but the seventh hi adjustment in the sea that you can then transform it to quite a high driving position like you'd expect from an scv . and because there's plenty of head room , you're able to do that even if you're quite so . if there's so much adjustment in this seat , any problem we have with it is this is the optional electric seats that depending on how you tilt the button , it kind of all moves in different ways in spending ages , trying to , like , get the exact angle and how you want it . that's my only complaint because of seats are quite nice , as is the driving position itself . loads of interest . but as you can see in the steering world , so you're not gonna have any problems getting comfortable at all in this car .","Everything I like about this car , if you want to , you can sit quite low in it . Say it feels just like a slightly grownup hatchback . But the seventh hi adjustment in the sea that you can then transform it to quite a high driving position like you'd expect from an SCV . And because there's plenty of head room , you're able to do that even if you're quite so . If there's so much adjustment in this seat , any problem we have with it is this is the optional electric seats that depending on how you tilt the button , it kind of all moves in different ways in spending ages , trying to , like , get the exact angle and how you want it . That's my only complaint because of seats are quite nice , as is the driving position itself . Loads of interest . But as you can see in the steering world , so you're not gonna have any problems getting comfortable at all in this car .",3
258,16,"now , as standard , this line gets sporty seats , which are leather trimmed . yes , line also gets a aluminium pedals as well , which is nice and sport as well as bigger alloy willis .","Now , as standard , this line gets sporty seats , which are leather trimmed . Yes , Line also gets a aluminium pedals as well , which is nice and sport as well as bigger alloy Willis .",2
258,20,"there's far too many fake events on this car . presence here at the front look illustrated with the carli stick of truth . these go nowhere . there's more here in the back . look , go nowhere . worst thing , though , is this . look , the fake exhausts .","There's far too many fake events on this car . Presence here at the front look illustrated with the Carli stick of truth . These go nowhere . There's more here in the back . Look , go nowhere . Worst thing , though , is this . Look , the fake exhausts .",9
258,21,"audi is just getting so bad for these flake exhausts this college really cool with screen off because you just have this black shiny panel that is so long you haven't just been operating a touch screen because then this is covered in fingerprints . i mean , look at this .","Audi is just getting so bad for these flake exhausts This college really cool with screen off because you just have this black shiny panel that is so long you haven't just been operating a touch screen because then this is covered in fingerprints . I mean , look at this .",1
258,24,"yeah , already confusing r8 a sitting position in this car on the location . the ignition means that when you're driving along , your knee is constantly touching this far . but it's really annoying , so you might want to take that off . there's various on blanked out panels around the car's interior . i'm not sure what they a4 , but it con amazing . think there's some options that are fitted princes on the doors . you have these little inserts . very strange . and then there's another one down here , which is where you probably hoped to find some usb imports . your mobile devices ?","Yeah , already confusing R8 a sitting position in this car on the location . The ignition means that when you're driving along , your knee is constantly touching this far . But it's really annoying , so you might want to take that off . There's various on blanked out panels around the car's interior . I'm not sure what they A4 , but it con amazing . Think there's some options that are fitted princes on the doors . You have these little inserts . Very strange . And then there's another one down here , which is where you probably hoped to find some USB imports . Your mobile devices ?",1
258,25,don't worry . there's still plenty to like about this car . here's the car wow a5 core features .,Don't worry . There's still plenty to like about this car . Here's the car Wow A5 core features .,6
258,26,"if you get the optional interior ambient lighting , then you can change the color of different parts of the trim . such a lucky move , various different schemes as you like . but my favorite bit is that it also changed the color of this audi badge on here . that is just super cool . do you know that ?","If you get the optional interior ambient lighting , then you can change the color of different parts of the trim . Such a lucky move , various different schemes as you like . But my favorite bit is that it also changed the color of this Audi badge on here . That is just super cool . Do you know that ?",1
258,28,"hello ice affix anchor points on the front passenger seat , which means you can carry three child seats in this car .","Hello Ice affix anchor points on the front passenger seat , which means you can carry three child seats in this car .",1
258,30,better corn exiting traction you won a free space in the global group of this is actually a special storage pouch with manual just under different passenger seats .,Better corn exiting traction you won a free space in the global group of this is actually a special storage pouch with manual just under different passenger seats .,1
