id,segment_id,review,review_uncleaned,label_topic
36,12,"the biggest difference between the previous x5 on this new one isn't the exterior . it's the interior , which now has more luxury on technology than ever .","The biggest difference between the previous X5 on this new one isn't the exterior . It's the interior , which now has more luxury on technology than ever .",2
36,13,"though of course , this has bumped up the price a bit . the new bmw x5 start from Â£57,000 on this m5 50 day as he costs over 70 grand . so make sure you click on the pop out banner in the top right hand corner of the screen to get a car right so much you can save on a new car .","Though of course , this has bumped up the price a bit . The new BMW X5 start from ÃÂ£57,000 on this M5 50 day as he costs over 70 grand . So make sure you click on the pop out banner in the top right hand corner of the screen to get a car right so much you can save on a new car .",7
36,14,"the big question is , though , does this new x5 feel worth that money ? and i have to say , in a word , yes . quality is absolutely brilliant . the soft touch materials even down here here , andi , all the way down on the door , been . in fact , the softest dorman's i have ever felt feels great , really sturdy as well . and the desires and ice is quite simplistic . all year . controls are easily laid out there , like the fact the ventilation controls a metallic . he's still got some shortcut touch sensitive buttons here underneath . it's all very nice . not so keen on this . trim though the pants a little bit confusing . it's almost like one of those magic eye posters where if you stir it long enough , you'll probably see a dolphin , which isn't ideal when you're driving . no big fan of this crystal gear knob , either . it's all a bit naff if you ask me , come for the states .","The big question is , though , does this new X5 feel worth that money ? And I have to say , in a word , yes . Quality is absolutely brilliant . The soft touch materials even down here here , Andi , all the way down on the door , Been . In fact , the softest Dorman's I have ever felt feels great , really sturdy as well . And the desires and ice is quite simplistic . All year . Controls are easily laid out there , like the fact the ventilation controls a metallic . He's still got some shortcut touch sensitive buttons here underneath . It's all very nice . Not so keen on this . Trim though the pants a little bit confusing . It's almost like one of those magic eye posters where if you stir it long enough , you'll probably see a dolphin , which isn't ideal when you're driving . No big fan of this crystal gear knob , either . It's all a bit naff if you ask me , come for the States .",2
36,15,"i s8 lovely , and a lot of two tone leather in this car looks really , really good .","I S8 lovely , and a lot of two tone leather in this car looks really , really good .",3
36,16,"taking part of place , though , is the new infotainment system , so it's bmws . i drive seven , and it's better than ever . it's absolutely fabulous . it's dead . easy to control . you can swipe through the different menus down the side here , using the swivel will andi . then , if you want , you can use it as a touch screen and slide through this slates like that . you can also operate it with gesture commands a lot . so that's a volume . come on , come on that we can finally , as you can see , it's a little bit temperamental . there we go . turned it down there . end of just using the north . it's just easier card for the graphics on the screen that i mean , look at that map . it is lovely . look at that . it's just high definition on then some , because it looks like that image has been spray painted on . doesn't like graphics ? it's that sharp . also , the system includes a full digital drivers display . now i don't think it's quite good to someone that you can get in an audi q . a8 because you can't have full wide screen satnav it there . you just have it in between the two dials . also , the rev counter runs backwards , like in persia . don't want bmw doing that . it's a little bit odd , but it's totally okay , and it shows lots of different information , and you can cycle through things just yes , stereo on dsi things , that engine boost and how much talk it's producing and g force . and yeah , who needs all of that ? i do like this . they're looking is going to start the car . the dolls . come on , there's a picture of the car . i like the reversing camera so good so i can go into three d mode and then you get like a computer digital image of the car . it's a bit like a video game that i can use . the gesture controls like that once again . a bit hit and miss is quite hard control with the gesture commands , but you can look around the car's pretty needs . anything is lacking , really , is the fact that this still doesn't do andhra little toe . you can only get apple carplay with it . thanks for that bmw . half of all mobile phone users then weren't built to connect their phones fully .","Taking part of place , though , is the new infotainment system , so it's BMWs . I drive seven , and it's better than ever . It's absolutely fabulous . It's dead . Easy to control . You can swipe through the different menus down the side here , using the swivel Will Andi . Then , if you want , you can use it as a touch screen and slide through this slates like that . You can also operate it with gesture commands a lot . So that's a volume . Come on , come on that we can Finally , as you can see , it's a little bit temperamental . There we go . Turned it down there . End of just using the North . It's just easier card for the graphics on the screen that I mean , look at that map . It is lovely . Look at that . It's just high definition on then some , because it looks like that image has been spray painted on . Doesn't like graphics ? It's that sharp . Also , the system includes a full digital drivers display . Now I don't think it's quite good to someone that you can get in an Audi Q . A8 because you can't have full wide screen satnav it there . You just have it in between the two dials . Also , the Rev counter runs backwards , like in Persia . Don't want BMW doing that . It's a little bit odd , but it's totally okay , and it shows lots of different information , and you can cycle through things just yes , stereo on DSI things , that engine boost and how much talk it's producing and G force . And yeah , who needs all of that ? I do like this . They're looking is going to start the car . The dolls . Come on , there's a picture of the car . I like the reversing camera so good so I can go into three D mode and then you get like a computer digital image of the car . It's a bit like a video game that I can use . The gesture controls like that once again . A bit hit and miss is quite hard control with the gesture commands , but you can look around the car's pretty needs . Anything is lacking , really , is the fact that this still doesn't do Andhra Little Toe . You can only get Apple carplay with it . Thanks for that BMW . Half of all mobile phone users then weren't built to connect their phones fully .",8
36,17,"hopefully , the way the new x5 drives is enough to make up for this mold and winds , so the x 50 d has its own unique suspension set up . it's got coil springs with adaptive dampers . andi . they are set up a little bit firmer than the other . cars are getting comfort mode in the moment , and it does feel very , very comfortable . it's gonna hiding out . bums doesn't jump around too much . just went over there . i could hardly feel it . press this button put into sport , and then it adds weight to the steering improves the throttle response . it's different at the suspension . on it adds a bit of a fruit stand exhaust . you know what a8 in sport , the roy doesn't seem really much worse . it's very , very good . this one actually has the active anti roll bars proper with side , which would normally lean down to stop the car rolling so much in the corners . and it does . it feels really sporting agile you at the same time , really strong , sturdy on a bit of a beast . taxi drive . it's great . i think they've got it spot on . they have blended comfort with performance brilliantly . with this car , steering is a highlight . if you compare this thing like an audi cue aides , which has doing this a little bit kind of dead . this does feel like it's connected to the front wheels onto the road so you can tell what's going on . one thing i will complain about those that change modes . you have to ridge between the two front seats on feely , away to the buttons . they end up looking down . when you want to go in sport , when really you want to look at the road , not down here . i just don't know why the controls aren't on the steering wheel . lock there on the m cars just makes so much more sense now .","Hopefully , the way the new X5 drives is enough to make up for this mold and winds , so the X 50 d has its own unique suspension set up . It's got coil springs with adaptive dampers . Andi . They are set up a little bit firmer than the other . Cars are getting comfort mode in the moment , and it does feel very , very comfortable . It's gonna hiding out . Bums doesn't jump around too much . Just went over there . I could hardly feel it . Press this button put into sport , and then it adds weight to the steering improves the throttle response . It's different at the suspension . On it adds a bit of a fruit stand exhaust . You know what A8 in sport , the Roy doesn't seem really much worse . It's very , very good . This one actually has the active anti roll bars proper with side , which would normally lean down to stop the car rolling so much in the corners . And it does . It feels really sporting agile you at the same time , really strong , sturdy on a bit of a beast . Taxi drive . It's great . I think they've got it spot on . They have blended comfort with performance brilliantly . With this car , steering is a highlight . If you compare this thing like an Audi cue aides , which has doing this a little bit kind of dead . This does feel like it's connected to the front wheels onto the road so you can tell what's going on . One thing I will complain about those that change modes . You have to ridge between the two front seats on feely , away to the buttons . They end up looking down . When you want to go in sport , when really you want to look at the road , not down here . I just don't know why the controls aren't on the steering wheel . Lock there on the M cars just makes so much more sense now .",4
36,18,"one thing i need to show you is the performance from this 50 d engine . so it's a three litre straight six diesel , but he's got four turbochargers , and as a result it has 400 horsepower . so i'm gonna launch it now . really , we go build us a boost , let it go . oh , that's pretty quick for diesel s60 lot . it's very quick . north s60 is 5.2 seconds , but that isn't the whole story . what is is if i put into manual mode and i hold into a gear on about 50 now and i just floor it . the way this thing picks up , it's just relentless because it's got 760 new two meters of talk . makes a good noise as well .","One thing I need to show you is the performance from this 50 d engine . So it's a three litre straight six diesel , but he's got four turbochargers , and as a result it has 400 horsepower . So I'm gonna launch it now . Really , we go build us a boost , let it go . Oh , that's pretty quick for diesel S60 lot . It's very quick . North S60 is 5.2 seconds , but that isn't the whole story . What is is if I put into manual mode and I hold into a gear on about 50 now and I just floor it . The way this thing picks up , it's just relentless because it's got 760 new two meters of talk . Makes a good noise as well .",0
36,19,"kind of stands a bit like a v8 , not a straight six . but then that noise you're hearing is fake . it's plumbed into the speakers . the gearbox is really good as well , so it's the usual a8 speed , said f . but they changed it to make it even better . that's a bit like improving on perfection . i don't have that done it , but they've done it well done . bmw . and of course , you can change gears yourself using the paddles . it's really sharp when you do that . as with all modern cars , there's an array of driver assistance systems and you get the latest ones from bmw hair .","Kind of stands a bit like a V8 , not a straight six . But then that noise you're hearing is fake . It's plumbed into the speakers . The gearbox is really good as well , so it's the usual A8 speed , said F . But they changed it to make it even better . That's a bit like improving on perfection . I don't have that done it , but they've done it well done . BMW . And of course , you can change gears yourself using the paddles . It's really sharp when you do that . As with all modern cars , there's an array of driver assistance systems and you get the latest ones from BMW hair .",0
36,20,"so i'm gonna put the car into cruise control with steering assess laying , keeping assessed distance control to keep a safe distance from the car in front step came in lane , by the way , has these their lights that flash up on the steering wheel if you let go of it . and those are the warning signs there , as well as the warning up there on the dash , telling me to put my hands back on the wheel . but i'm not gonna do that . and this is what happens if i don't get flashing red lights there and then it's gonna auto brake the car . there we go . it's auto breaking it now , and it's audi jolting as it's doing it to just wake me up . let's stop me because there's nothing behind me . and now take over . there we go . so that's safe . it keeps you in lane and it doesn't disengage . it actually brings you to a steady and safe stop and not do something that the car behind my crushing to you this'll be particularly bad if you have passengers in the back seats .","So I'm gonna put the car into cruise control with steering assess laying , keeping assessed distance control to keep a safe distance from the car in front Step came in lane , by the way , has these their lights that flash up on the steering wheel if you let go of it . And those are the warning signs there , as well as the warning up there on the dash , telling me to put my hands back on the wheel . But I'm not gonna do that . And this is what happens if I don't get flashing red lights there and then it's gonna auto brake the car . There we go . It's auto breaking it now , and it's Audi jolting as it's doing it to just wake me up . Let's stop me because there's nothing behind me . And now take over . There we go . So that's safe . It keeps you in lane and it doesn't disengage . It actually brings you to a steady and safe stop and not do something that the car behind my crushing to you this'll be particularly bad if you have passengers in the back seats .",5
36,21,"speaking of which , what is the new x5 like in the rear ? so you can probably see for yourself that there is absolutely loads of room . the guy's driving is over six foot tall , yet look loads of space for my legs . oh , it'll be fine back in . look at my head , rivers . there's loads . looking up absolutely loads . it feels really spacious . you got big windows lead . you can lean off these seats . they are super comfy . in fact , there's lots of creature comforts back here . so you got digital .","Speaking of which , what is the new X5 like in the rear ? So you can probably see for yourself that there is absolutely loads of room . The guy's driving is over six foot tall , yet look loads of space for my legs . Oh , it'll be fine back in . Look at my head , rivers . There's loads . Looking up absolutely loads . It feels really spacious . You got big windows lead . You can lean off these seats . They are super comfy . In fact , there's lots of creature comforts back here . So you got digital .",3
36,22,"jules . own climate for passengers . you've also got us bc imports that's nice and modern for the latest smartphones got really tough , really strong pockets in the back of the seats . heavy old laptop , those and it could hold in place . no problem at all . then these these little sliding bits here , which you can fit some attachments to that . it's a hawk . hang things off , and then there's another one here for your coat hanger . i'm sure you can fit some of the stuff there as well . ipads .","Jules . Own climate for passengers . You've also got us BC imports That's nice and modern for the latest smartphones got really tough , really strong pockets in the back of the seats . Heavy old laptop , those and it could hold in place . No problem at all . Then these these little sliding bits here , which you can fit some attachments to that . It's a hawk . Hang things off , and then there's another one here for your coat hanger . I'm sure you can fit some of the stuff there as well . IPads .",1
36,23,"my disappointment is , i can't actually reply in this seat , but it's not too much of a problem because the seats are quite reclined anyway . so if you want to have a sleep , you could quite easy back here because it's super quiet and really , really very comfortable .","My disappointment is , I can't actually reply in this seat , but it's not too much of a problem because the seats are quite reclined anyway . So if you want to have a sleep , you could quite easy back here because it's super quiet and really , really very comfortable .",3
36,26,"also , it gets air suspension , so it's even more comfortable over bumps in the sport of 50 day plus , even raise the right height by 40 millimeters if you want to go off road . speaking of which , i think will just go off road here , so i'm gonna press the button to raise at the suspension . let's raise it up . and now i have a little girl driving over here .","Also , it gets air suspension , so it's even more comfortable over bumps in the sport of 50 day plus , even raise the right height by 40 millimeters if you want to go off road . Speaking of which , I think will just go off road here , So I'm gonna press the button to raise at the suspension . Let's raise it up . And now I have a little girl driving over here .",4
36,28,"well , also , you get this car with a special off ro pack on this car has its it has some special settings for the four wheel drive system on for the rear differential , so it improves the grip on your off roading . plus it includes some underbody clouding , so you don't damage the engine when you're off roading and some of the bits and pieces as well . actually i'm getting a little bit worried about driving over here , so i think i might just turn around and get out of here . it's not to you about if you want to go off roading . and really , most people who buy an x5 probably won't be doing any more extreme off roading than this . that's not a man with a gun . let's get out of here . i'm gonna put the suspension into low setting against . some might need the handling prowess to get away from him and his pick up . come on . yeah . huh ?","Well , also , you get this car with a special off ro pack on this car has its It has some special settings for the four wheel drive system on for the rear differential , so it improves the grip on your off roading . Plus it includes some underbody clouding , so you don't damage the engine when you're off roading and some of the bits and pieces as well . Actually I'm getting a little bit worried about driving over here , so I think I might just turn around and get out of here . It's not to you about If you want to go off roading . And really , most people who buy an X5 probably won't be doing any more extreme off roading than this . That's not a man with a gun . Let's get out of here . I'm gonna put the suspension into low setting against . Some might need the handling prowess to get away from him and his pick up . Come on . Yeah . Huh ?",4
36,30,"finally , i'm in the 40 i , so it's got a three litre straight six turbo charged petrol engine with 340 horsepower . could not 60 in just 5.5 seconds . and it's a nice engine . this it's responsive . doesn't the punch of the 50 day , but it's nice is revving it . let's coughing a bit lighter , more agile as well . probably a little less way to the nose . i've always liked bmw six linda petrol engines silky smooth , and this is no exception .","Finally , I'm in the 40 I , so it's got a three litre straight six turbo charged petrol engine with 340 horsepower . Could not 60 in just 5.5 seconds . And it's a nice engine . This it's responsive . Doesn't the punch of the 50 day , but it's nice is revving it . Let's coughing a bit lighter , more agile as well . Probably a little less way to the nose . I've always liked BMW six Linda petrol engines silky smooth , and this is no exception .",0
36,31,"so that was my final verdict on the new bmw x5 . well , i must say , i'm really impressed with it , you know , drives very well .","So that was my final verdict on the new BMW X5 . Well , I must say , I'm really impressed with it , you know , drives very well .",6
36,32,it's comfortable .,It's comfortable .,3
36,33,"it's quiet , it's luxurious . it's practical .","It's quiet , it's luxurious . It's practical .",2
36,34,it's packed full of technology . and what's not to like ?,It's packed full of technology . And what's not to like ?,1
36,35,"yeah , it's an excellent luxury suv . enjoy this video , please like it . comment on it and share it . also click on our logo to subscribe to this channel . if you click on the bottom right hand corner , you can actually watch more about content . may well click over to the right to go to add deals page to see how much money you can save on a new car , a car .","Yeah , it's an excellent luxury SUV . Enjoy this video , please like it . Comment on it and share it . Also click on our logo to subscribe to this channel . If you click on the bottom right hand corner , you can actually watch more about content . May well click over to the right to go to add deals Page to see how much money you can save on a new car , a car .",6
37,2,"since the three serious has launched in 1975 bmw has sold 50 million worldwide , so the seventh generation version has a lot riding on it . but have they got the design right ?","Since the three serious has launched in 1975 BMW has sold 50 million worldwide , so the seventh generation version has a lot riding on it . But have they got the design right ?",6
37,3,"i really like the look of the front end of this new three . suze . i think it's got loads of presents . as before , s4 cars have a more aggressive lower from bumper . there's some other models that you can get like a luxury , which doesn't look quite so good on a sport which is like halfway in between . so yet m6 port is where it is that really the lights as well . this one has integrated laser lights with the rangers in like , 500 meters , and they have , like the four circular design like you had on the e 46 a3 . siri's really nice . i do like the front and decreasing the bottom . look good down the sides , though i'm not quite so sure there's various lines increases going about the place . it looks a little bit slaby . look , the door handles there kind of is weird . big cutaways . this would look so called pop out handles that even gets in it like a range rover evoque down the back of the hoffmeister king , which is a bmw classic design trait that it's three d . now that looks pretty cool . i like the back . it looks good . this three d like design . you got two different tones of plastic there . it's very , very cold . and once again you have a different design for the rear end . for this m sport model has a diffuse ary effect down there . the lesser versions aren't quite so cool looking back , but is there any good front ? good , rare , not so great down the sides on ending , but what do you think about the design ? click on the pop out back in the top right hand corner , the screen to vote , which you think looks the best . this new three siris mercedes-benz the audi a4 or the tesla model three .","I really like the look of the front end of this new three . Suze . I think it's got loads of presents . As before , S4 cars have a more aggressive lower from bumper . There's some other models that you can get like a luxury , which doesn't look quite so good on a sport which is like halfway in between . So yet M6 port is where it is that really the lights as well . This one has integrated laser lights with the rangers in like , 500 meters , and they have , like the four circular design like you had on the E 46 A3 . Siri's really nice . I do like the front and decreasing the bottom . Look good down the sides , though I'm not quite so sure there's various lines increases going about the place . It looks a little bit Slaby . Look , the door handles there kind of is weird . Big cutaways . This would look so called pop out handles that even gets in it like a Range Rover Evoque down the back of the Hoffmeister King , which is a BMW classic design trait that it's three D . Now that looks pretty cool . I like the back . It looks good . This three D like design . You got two different tones of plastic there . It's very , very cold . And once again you have a different design for the rear end . For this M sport model has a diffuse ary effect down there . The lesser versions aren't quite so cool looking back , But is there any good front ? Good , rare , not so great down the sides on ending , but what do you think about the design ? Click on the pop out back in the top right hand corner , the screen to vote , which you think looks the best . This new three siris Mercedes-Benz the Audi A4 or the Tesla Model three .",2
37,4,"the new three series is 76 millimeters longer and 16 millimeters wider than before , but it's improved in other ways to the center of gravity . is 10 millimeters lower to improve cornering dinner one like gamma list ? guess it's supposed to illustrate loneliness .","The new three series is 76 millimeters longer and 16 millimeters wider than before , but it's improved in other ways to the center of gravity . Is 10 millimeters lower to improve cornering dinner one like gamma list ? Guess it's supposed to illustrate loneliness .",6
37,5,"no , i can't bend it . that's not surprising , because body rigidity is up by 50% 3 series is more aerodynamic than ever that this car has a drag coefficient of 30.23 c deem meeting to you through an engineer . basically , for normal people , it's just more aerodynamic than any other car in its class . listen , a3 siri's is up to 55 kilos lighter than the old car plus for the boot .","No , I can't bend it . That's not surprising , because body rigidity is up by 50% 3 series is more aerodynamic than ever that this car has a drag coefficient of 30.23 C deem meeting to you through an engineer . Basically , for normal people , it's just more aerodynamic than any other car in its class . Listen , A3 Siri's is up to 55 kilos lighter than the old car Plus for the boot .",6
37,7,"good enough , however , elsewhere inside , there has been some growth . this knee three serious has a slightly long well based on the old one . so as a result , there is more room here in the back seat . so my driver , jack , is he's about six foot one on . look , i still got plenty of knee room here . i'm just over five foot 10 and i got plenty of head room a3 become for you and spacious . yeah , i'm happy i'm happy . and then there's the fact that this car is noticeably quieter than the old three siri's . so they fitted it with an acoustic windscreen to keep that wind noise out . they've also put way more sound any materials throughout the car , so you don't get that tire noise either . so much more relaxing to traveling with you in the front or here in the back , right mate ? new bmw three series starts from just under Â£34,000 but if you click on the pop , i abandon the top right hand corner of the screen on the lake below the video , you can see how much you can save on one a car .","Good enough , However , elsewhere inside , there has been some growth . This knee three serious has a slightly long well based on the old one . So as a result , there is more room here in the back seat . So my driver , Jack , is he's about six foot one on . Look , I still got plenty of knee room here . I'm just over five foot 10 and I got plenty of head room A3 become for you and spacious . Yeah , I'm happy I'm happy . And then there's the fact that this car is noticeably quieter than the old three Siri's . So they fitted it with an acoustic windscreen to keep that wind noise out . They've also put way more sound any materials throughout the car , so you don't get that tire noise either . So much more relaxing to traveling with you in the front or here in the back , right mate ? New BMW three series starts from just under ÃÂ£34,000 but if you click on the pop , I abandon the top right hand corner of the screen on the lake below the video , you can see how much you can save on one a car .",7
37,8,"wow , this a3 serious has been to leave latest driving aids , so i've got the cruise control set , teoh kilometres and now it's got the auto steer on and it's tearing me round this bend quite confident late in certain countries , you know , let's take hands off the wheel so the car will warn you about that and tell you to put your hand on the world gets a little lights flashing on dhe . eventually he'll get cross like up on the system will disengage , and it's gonna bring me safely to stop in lane . in certain countries , such as china , the system won't disengage when you take your hands off the wheel too long , because it's perfectly legal to do that . if you have the system in the car . but in england allowed to , however , i figured out a way around it . you cannot trick the card to thinking you're holding the steering wheel if you just want your knee slightly underneath it , and then you can just drive along with hands off as if you're in china . if you think that this tech is clever , you're gonna love the new reversing assistant , which i'll demonstrate now as you're driving along a lower speed , the car is automatically remembering your steering import , so it against reason it like crowded carriage r8 tighter city street . it's knowing what i'm doing logging what i'm doing with the steering . so let's just say someone like that to people . bmw driver blocks your route and they've won the standoff , and you've got to go back when you put the car into reverse , you press a button . it will go into steering assistant mode and i just take my hands off the wheel and i control the throttle in the brakes . but the car will play my staring in reverse to get me out off the gap . or it won't work like that in a white and work . mmm .","Wow , this A3 serious has been to leave latest driving aids , so I've got the cruise control set , Teoh kilometres and now it's got the auto steer on and it's tearing me round this bend quite confident late in certain countries , you know , let's take hands off the wheel so the car will warn you about that and tell you to put your hand on the world gets a little lights flashing on Dhe . Eventually he'll get cross like up on the system will disengage , and it's gonna bring me safely to stop in lane . In certain countries , such as China , the system won't disengage when you take your hands off the wheel too long , because it's perfectly legal to do that . If you have the system in the car . But in England allowed to , however , I figured out a way around it . You cannot trick the card to thinking you're holding the steering wheel if you just want your knee slightly underneath it , and then you can just drive along with hands off as if you're in China . If you think that this tech is clever , you're gonna love the new reversing assistant , which I'll demonstrate now As you're driving along a lower speed , the car is automatically remembering your steering import , so it against reason it like crowded carriage R8 tighter City Street . It's knowing what I'm doing logging what I'm doing with the steering . So let's just say someone like that to people . BMW driver blocks your route and they've won the standoff , and you've got to go back when you put the car into reverse , you press a button . It will go into steering assistant mode and I just take my hands off the wheel and I control the throttle in the brakes . But the car will play my staring in reverse to get me out off the gap . Or it won't work like that in a white and work . Mmm .",8
37,15,"oh , look , i've got his car so he can people , let's carry on with the enactments are put into reverse goingto reversing assistant , please work otherwise it something to do with me because this car was working and it's working this time . look at this . so it's staring the wheel and it's basically retracing my inputs , but in reverse . so this is gonna be much easier than trying drive out yourself . so there we go . the system works . now i've got a point out . yeah , it didn't work on that car , but sometimes you get problems . these are early cars . it's just a weird one off glitch . but still look out that the tech is great and i'll show you a war . you might want it . you see the scratches here , look , that's her where they are now . i did those when i was actually reversing the car out myself when the system wasn't working . that's perfect example of why the reversing a8 is really , really good , because it stopped it in this kind of thing . i mean , if i see more of a panic , the damage could have been even worse . bmw will forgive me . thankfully , bmw staff did forgive me , and they even let me try it some more new tech on another car . if you get the three siri's with comfort access , you can have bmw used phone key . so it's basically key on your phone and it uses nfc technology , and we have to do is just hold the phone near the handle and look , it opens and you can get into the car simple .","Oh , look , I've got his car so he can people , let's carry on with the enactments are put into reverse goingto reversing assistant , please work otherwise it something to do with me because this car was working and it's working this time . Look at this . So it's staring the wheel and it's basically retracing my inputs , but in reverse . So this is gonna be much easier than trying drive out yourself . So there we go . The system works . Now I've got a point out . Yeah , it didn't work on that car , but sometimes you get problems . These are early cars . It's just a weird one off glitch . But still look out that the tech is great and I'll show you a war . You might want it . You see the scratches here , look , that's her where they are now . I did those when I was actually reversing the car out myself when the system wasn't working . That's perfect example of why the reversing A8 is really , really good , because it stopped it in this kind of thing . I mean , if I see more of a panic , the damage could have been even worse . BMW will forgive me . Thankfully , BMW staff did forgive me , and they even let me try it some more new tech on another car . If you get the three Siri's with comfort access , you can have BMW used phone key . So it's basically key on your phone and it uses NFC technology , and we have to do is just hold the phone near the handle and look , it opens and you can get into the car simple .",8
37,19,"i'll spare you guys the boring conversation . but basically , he said bmw is working to offer android auto on its car soon . and to be honest , you don't really need it as their latest . i drive into base is just so good and easy to operate as you can control it with the swiffer wheel with shortcut buttons with a track pad with the touch screen with gesture controls on . even with normal speech , the system is pretty much the same as you get in the latest mercedes-benz you activate . it is pretty much identical to so you go . hey , bmw . hello . what can i help you with ? no . have a bit of fun with this change the activation word . please say my new personal activation word . hey , mercedes , i'd say the personal activation 10 okay . so i'm not going to use the system to control various functions . so hey , mercedes-benz richer to 28 degrees , i set the temperature in the front seat passengers area on 28 degrees celsius . why did it from sick passenger ? but there we go . then you can also use it to activate the navigation system . so hey , mercedes , i'm hungry . which one of the destinations shall i select ? look , it's got a selection of restaurants . non of them , i think . don't take my fancy . one more thing . excuse me , love . one more thing to do is hey , mercedes , i'm tired . what you do is preset the car for an energizing like kind of music . it turns the air con lo to try and wake me up . get me more energized so don't fall asleep . if you've got a sudden reef , open the sunroof . this is really fun . it's actually changing the air conditioning , blasting it on enough to help wake me up . i've also got some green ambient lighting about the place the once again try and invigorate may . now let's say i don't want that . i'm in a bit of a kind of bad mood . then we'll do something different . so hey , mercedes , i'm stressed , all right . and now what it's done is changed its setting . so it's port , the temperature , but an ambient temperature . we've got some cooler , more relaxed music . we've got some yellowish on being lighting on . if the sunroof was open , it would shut it to kind of keep the noise out and help calm me down . listen to this soothing music is designed to calm you down , which is handy as the new digital drivers display did wind me up a bit . because the rev . counter runs backwards . like in a persia minded , this layout frees up space in the center of the screen for decent size satin obama on railly .","I'll spare you guys the boring conversation . But basically , he said BMW is working to offer Android auto on its car soon . And to be honest , you don't really need it as their latest . I drive into base is just so good and easy to operate as you can control it with the Swiffer wheel with shortcut buttons with a track pad with the touch screen with gesture controls on . Even with normal speech , the system is pretty much the same as you get in the latest Mercedes-Benz you activate . It is pretty much identical to So you go . Hey , BMW . Hello . What can I help you with ? No . Have a bit of fun with this Change the activation word . Please say my new personal activation word . Hey , Mercedes , I'd say the personal activation 10 okay . So I'm not going to use the system to control various functions . So hey , Mercedes-Benz richer to 28 degrees , I set the temperature in the front seat passengers area on 28 degrees Celsius . Why did it from sick passenger ? But there we go . Then you can also use it to activate the navigation system . So Hey , Mercedes , I'm hungry . Which one of the destinations shall I select ? Look , it's got a selection of restaurants . Non of them , I think . Don't take my fancy . One more thing . Excuse me , love . One more thing to do is Hey , Mercedes , I'm tired . What you do is preset the car for an energizing like kind of music . It turns the air con lo to try and wake me up . Get me more energized So don't fall asleep . If you've got a sudden reef , open the sunroof . This is really fun . It's actually changing the air conditioning , blasting it on enough to help wake me up . I've also got some green ambient lighting about the place the once again try and invigorate may . Now let's say I don't want that . I'm in a bit of a kind of bad mood . Then we'll do something different . So hey , Mercedes , I'm stressed , all right . And now what it's done is changed its setting . So it's port , the temperature , but an ambient temperature . We've got some cooler , more relaxed music . We've got some yellowish on being lighting on . If the sunroof was open , it would shut it to kind of keep the noise out and help calm me down . Listen to this soothing music is designed to calm you down , which is handy as the new digital drivers display did wind me up a bit . Because the Rev . Counter runs backwards . Like in a Persia minded , this layout frees up space in the center of the screen for decent size satin Obama on Railly .",8
37,20,"the rest of the cabin is very well thought out . first of all , the way the the dash and the center console is angled towards it away sit low . the positioning of the steering wheel . it just feels really sporting . great to sit in and then everything just well laid out a super logical . so all the buttons for , like , the i drive and you're driving most . they're all here on this warm partners , not things dotted about the place hysteria controls are there in the ventilation controls there . then you got your window switches . hey , others i was buying may all carry on , though , because i'm a professional on . then you've got your switches on your steering wheel there . you know , it's simple , plain andi z8 good work .","The rest of the cabin is very well thought out . First of all , the way the the dash and the center console is angled towards it away Sit low . The positioning of the steering wheel . It just feels really sporting . Great to sit in And then everything just well laid out a super logical . So all the buttons for , like , the I drive and you're driving most . They're all here on this warm partners , not things dotted about the place hysteria controls are there in the ventilation controls there . Then you got your window switches . Hey , others I was buying may all carry on , though , because I'm a professional on . Then you've got your switches on your steering wheel there . You know , it's simple , plain Andi Z8 Good work .",2
37,21,"bmw the new three . siri's appears to be more luxurious than its competition . but to ensure that everything is exactly as it seems , i'm gonna perform two very important tests .","BMW the new three . Siri's appears to be more luxurious than its competition . But to ensure that everything is exactly as it seems , I'm gonna perform two very important tests .",6
37,23,"that's probably comma for that dead mosquito . the second test involves the car . wow . stick of truth . so these vents here ? mmm . do they lead anywhere ? yes , they do . these down here in the side . they do too . they lead somewhere . it's good . now , the grill ? no , that doesn't lead anywhere . but that's because that grill stay shut . lets the engine needs cooling and then it opened . so , at the front ? yeah , it's it's a little right here at the back , though . we have the most important test . look at this . really exhaust pipes . weldon bmw . none of that . audi a mercedes fake exhaust pipe . nonsense . the women actually look . oh , dear , oh , dear . look .","That's probably comma for that dead mosquito . The second test involves the car . Wow . Stick of truth . So these vents here ? Mmm . Do they lead anywhere ? Yes , they do . These down here in the side . They do too . They lead somewhere . It's good . Now , the grill ? No , that doesn't lead anywhere . But that's because that grill stay shut . Lets the engine needs cooling and then it opened . So , at the front ? Yeah , it's It's a little right here at the back , though . We have the most important test . Look at this . Really Exhaust pipes . Weldon BMW . None of that . Audi A Mercedes fake exhaust pipe . Nonsense . The women actually look . Oh , dear , oh , dear . Look .",9
