id,aspect,opinion,sentiment,category,label_topic
113,car,identical to A class,neu,general-information,6
113,-,-,-,unknown,-1
113,-,-,-,unknown,-1
113,-,-,-,unknown,-1
113,-,-,-,unknown,-1
113,-,-,-,unknown,-1
113,gearbox,very good,pos,handling,4
113,upshift,fantastic,pos,handling,4
113,driving experience,slight problem,neg,user-experience,8
113,-,-,-,unknown,-1
113,-,-,-,unknown,-1
113,engine,bit of buzz,neg,performance,0
113,suspension,well resolved,pos,handling,4
113,steering,well resolved,pos,handling,4
113,steering,like,pos,handling,4
113,steering,no electric governs,neg,handling,4
113,steering,no variable ratio rack,neg,handling,4
113,steering,nice,pos,handling,4
113,steering,honest,pos,handling,4
113,steering feel,nice amount,pos,handling,4
113,-,-,-,unknown,-1
113,upshift,great,pos,performance,0
113,upshift,like,pos,performance,0
113,sound,not like A6,neu,performance,0
113,looks,great,pos,quality-aesthetic,2
113,cabin,lovely,pos,interior-features,1
113,cabin,roomier to be in,pos,comfort,3
113,-,-,-,unknown,-1
113,-,-,-,unknown,-1
113,car,really really lovely,pos,general-information,6
113,price,justified,pos,cost,7
113,car,good enough,pos,general-information,6
114,-,-,-,unknown,-1
114,car,makes most sense on medium speed Cruiser,neu,performance,0
114,car,very refined,pos,performance,0
114,car,plenty of low down torque,neu,performance,0
114,engine,quicker,pos,performance,0
114,steering,very accurate,pos,handling,4
114,engine,little practicality,neu,performance,0
114,rear headroom,little bit restricted,neg,comfort,3
114,rest of the car,very accommodating,pos,comfort,3
114,-,-,-,unknown,-1
114,-,-,-,unknown,-1
114,style,elegant,pos,quality-aesthetic,2
114,price,competitive,pos,cost,7
114,practicality,very practical,pos,interior-features,1
115,horsepower,love,pos,performance,0
115,car,so much fun,pos,handling,4
115,car,fantastic,pos,general-information,6
115,delivery,excellent,pos,performance,0
115,steering,perfectly weighted,pos,handling,4
115,car,combination of usability practicality,pos,general-information,6
115,boot,biggest in class,pos,exterior-features,9
115,rear space,loads of,pos,comfort,3
115,front cabin,really good,pos,interior-features,1
115,Quality,excellent,pos,quality-aesthetic,2
115,Driving position,really good,pos,comfort,3
115,value,pretty much value for money,pos,cost,7
115,car,very few complaints,pos,user-experience,8
115,price,nice,neu,cost,7
115,price,not cheap by any standards,neu,cost,7
115,running costs,enormous,neu,cost,7
115,price,difficult to justify,neg,cost,7
115,price,do not feel shortchanged,neu,cost,7
115,E 63,truly exceptional machine,pos,general-information,6
115,car,love,pos,general-information,6
115,price,bit pricey,neg,cost,7
116,-,-,-,unknown,-1
116,-,-,-,unknown,-1
116,engine,rumbles,neu,performance,0
116,handling,rubbish,neg,handling,4
116,engine,entertaining,pos,performance,0
116,car,agile,pos,handling,4
116,car,poised,pos,handling,4
116,car,quite stiff on the road,neu,handling,4
116,practicality,a bit of mixed bag,neu,interior-features,1
116,stereo,decent,neu,interior-features,1
116,-,-,-,unknown,-1
116,get in and out,pain,neg,comfort,3
116,doors,not very wide,neg,exterior-features,9
116,door down head,pretty tight,neg,comfort,3
116,priced,competitively,neu,cost,7
116,car,loud,neu,general-information,6
116,experience,raucous,neg,user-experience,8
116,engine,enormous,pos,performance,0
117,-,-,-,unknown,-1
117,engine,most powerful from Mercedes,pos,performance,0
117,-,-,-,unknown,-1
117,drive system,all wheel drive,neu,performance,0
117,drive system,handy,pos,handling,4
117,car,most powerful you can buy,pos,performance,0
117,car,going fast,pos,performance,0
117,-,-,-,unknown,-1
117,standing quarter,quick,pos,performance,0
117,standing quarter,not super fast,neg,performance,0
117,standing quarter,not bad,neu,performance,0
117,car,unique,pos,general-information,6
117,weight,200 kilos more than 63,neu,general-information,6
117,grill,bigger,pos,quality-aesthetic,2
117,grill,more aggressive than other models,neu,quality-aesthetic,2
117,grill,huge,neu,quality-aesthetic,2
117,headlights,very very sleek,pos,quality-aesthetic,2
117,car,reminds of a shark,neu,quality-aesthetic,2
117,car,tiger shark,neu,quality-aesthetic,2
117,brakes,huge,pos,exterior-features,9
117,brakes,standard,neu,exterior-features,9
117,stopping power,plenty,pos,performance,0
117,vent,fake,neg,quality-aesthetic,2
117,vent,unnecessary,neg,quality-aesthetic,2
117,car,stylish looking,pos,quality-aesthetic,2
117,car,all smooth,pos,quality-aesthetic,2
117,car,just like a washed over pebble,pos,quality-aesthetic,2
117,car,wider,pos,general-information,6
117,car,longer,neu,general-information,6
117,car,lower,neu,general-information,6
117,car,more aggressive,neu,exterior-features,9
117,back,hugging the ground,neu,quality-aesthetic,2
117,hunches,wider,pos,quality-aesthetic,2
117,hunches,look more muscular,pos,quality-aesthetic,2
117,roof line,sloping,neu,exterior-features,9
117,roof line,look like Cupid,neu,exterior-features,9
117,door,frameless,neu,exterior-features,9
117,car,very cool,pos,quality-aesthetic,2
117,tail lights,thin,neu,quality-aesthetic,2
117,exhausts pipes,not fake,pos,quality-aesthetic,2
117,exhaust,not fake,pos,exterior-features,9
117,performance exhaust,plenty of noise,neg,performance,0
117,rear diffuser,little,neu,exterior-features,9
117,airflow,smooth,neu,comfort,3
117,-,-,-,unknown,-1
117,-,-,-,unknown,-1
117,vents,look cool,pos,quality-aesthetic,2
117,centre console,absolutely massive,pos,user-experience,8
117,interior,pretty much same as any 63,neu,interior-features,1
117,gear selector,little,neu,interior-features,1
117,-,-,-,unknown,-1
117,cup holders,very important,neu,interior-features,1
117,interior,feel sporty,neu,interior-features,1
117,seats,sport,neu,interior-features,1
117,seats,wonderful,pos,interior-features,1
117,screens,huge,pos,user-experience,8
117,entertainment system,like,pos,user-experience,8
117,entertainment system,pretty easy to use,pos,user-experience,8
117,storage,all right,neu,interior-features,1
117,practicality,decent,neu,interior-features,1
117,glove boxes,right size,neu,interior-features,1
117,door bins,big,pos,interior-features,1
117,carrying larger items,good,pos,exterior-features,9
117,load lip,quite big,pos,exterior-features,9
117,rear seats,fold down electrically,neu,exterior-features,9
117,car,quite spacious,pos,comfort,3
117,roofline,sloping,neu,exterior-features,9
117,room,loads and loads,pos,comfort,3
117,back seats,contoured,neu,interior-features,1
117,back seats,feel sport,pos,interior-features,1
117,back,feel a bit dark black,neg,comfort,3
117,rear window,small,neg,safety,5
117,seatbelt,brightens things up a bit,neu,interior-features,1
117,view from back,blocked by sports centre in the front,neg,safety,5
117,carsick people,not that great,neg,comfort,3
117,car,can accelerate really hard,neu,performance,0
117,car,completely different,neu,user-experience,8
117,car,way more expensive,neu,cost,7
117,car,faster,pos,performance,0
117,back seats down,snags,neg,exterior-features,9
117,plastic,nasty,neg,quality-aesthetic,2
117,plastic,absolutely awful,neg,quality-aesthetic,2
117,plastic,outrageous,neg,quality-aesthetic,2
117,door opening,actually much lower than roofline,neg,exterior-features,9
117,get out,duck,neg,comfort,3
117,rev limit,annoying,neg,performance,0
117,-,-,-,unknown,-1
117,steering,aid low speed manoeuvrability,pos,handling,4
117,steering,improved high speed stability,pos,handling,4
117,rear spoiler,active,neu,exterior-features,9
117,differential,active rear,neu,handling,4
117,rear wheel,has the most grip,pos,handling,4
117,corner exiting traction,optimal,pos,handling,4
117,steering,sport,pos,handling,4
117,steering,special toggles,pos,handling,4
117,drive,feels proper,pos,handling,4
117,drift mode,not recommended for road use,neg,safety,5
117,drive,full fat badass,pos,performance,0
117,drive,comfy,pos,performance,0
117,pulling power,so much,pos,performance,0
117,find the right gear,instant,pos,handling,4
117,air suspension,never feels floaty,neg,handling,4
117,air suspension,always feels tied down,neg,handling,4
117,bumps,feel here and there,neu,handling,4
117,bumps,not too bad,neu,handling,4
117,steering,sharp,pos,handling,4
117,steering,precise,pos,handling,4
117,covering,love,pos,handling,4
117,car,feel sporty,pos,handling,4
117,sports plus suspension,little bit too stiff for the road,neg,handling,4
117,middle setting,fine for fast rate driving,pos,handling,4
117,mix and match settings,like,pos,handling,4
117,mix and match settings,so much fun,pos,handling,4
117,mix and match settings,raucous,pos,handling,4
117,mix and match settings,bad,neg,handling,4
117,mix and match settings,crazy,pos,handling,4
117,mix and match settings,so much fun,pos,handling,4
117,learn to drive,quite hard,neg,user-experience,8
117,car,really predictable,pos,handling,4
117,car,really well balanced,pos,handling,4
117,corner handling,drive system is great for holding you out of tight turns,pos,handling,4
117,grip,plenty,pos,handling,4
117,stability control,intermediate,neu,handling,4
117,brakes,big,pos,exterior-features,9
117,brakes,do good job,pos,performance,0
117,car,proper proper thing,pos,general-information,6
117,car,massive,neu,general-information,6
117,price,can afford,pos,cost,7
117,-,-,-,unknown,-1
118,car,posh,pos,quality-aesthetic,2
118,car,hot,pos,quality-aesthetic,2
118,car,everyday,pos,general-information,6
118,car,suitably proud of,pos,user-experience,8
118,-,-,-,unknown,-1
118,-,-,-,unknown,-1
118,-,-,-,unknown,-1
118,-,-,-,unknown,-1
118,-,-,-,unknown,-1
118,look,fake,neg,quality-aesthetic,2
118,exhausts,sports,neu,quality-aesthetic,2
118,exhaust,great,pos,performance,0
118,sound,better,pos,performance,0
118,rear windows,blacked out,neu,exterior-features,9
118,looks,super cool,pos,quality-aesthetic,2
118,roof spoiler,most noticeable,neu,exterior-features,9
118,roof spoiler,looks stealth,pos,exterior-features,9
118,roof spoiler,like,pos,exterior-features,9
118,steering,sport,pos,interior-features,1
118,steering,feel lovely,pos,interior-features,1
118,pedals,metallic,neu,quality-aesthetic,2
118,pedals,aluminium,neu,interior-features,1
118,class,business,pos,quality-aesthetic,2
118,interior,high quality,pos,quality-aesthetic,2
118,entertainment system,excellent,pos,user-experience,8
118,backseat,decent space,neu,comfort,3
118,boot,reasonable,neu,exterior-features,9
118,-,-,-,unknown,-1
118,gear change,good,pos,handling,4
118,gear change,not easy peasy,neg,handling,4
118,voice activation system,constantly interrupted when trying to deliver to camera,neg,user-experience,8
118,-,-,-,unknown,-1
118,-,-,-,unknown,-1
118,-,-,-,unknown,-1
118,-,-,-,unknown,-1
118,seats,sport,neu,general-information,6
118,seats,chunky,neg,comfort,3
118,rear passenger space,seats into it,neg,comfort,3
118,headrest,huge,pos,comfort,3
118,headrest,blocks the view,neg,safety,5
118,wheels,super cool,pos,exterior-features,9
118,steering rod,pretty cool,pos,interior-features,1
118,steering,blocks some of the information from the screen,neg,user-experience,8
118,-,-,-,unknown,-1
118,price,quite expensive,neg,cost,7
118,car,not all bad,neu,general-information,6
118,mechanical upgrades,plenty,pos,general-information,6
118,steering,upgraded,pos,interior-features,1
118,steering,solid bond into the body,neu,handling,4
118,suspension,more stiffly mounted,neu,handling,4
118,-,-,-,unknown,-1
118,drive system,predictive,neu,handling,4
118,drive motor,front wheel,neu,performance,0
118,bumps,not too bad,neu,handling,4
118,bumps,do feel,neg,handling,4
118,tire noise,more,neg,comfort,3
118,engine,not most responsive,neg,performance,0
118,manual gearbox,more responsive,pos,performance,0
118,gear change,quicker,pos,handling,4
118,exhaust,more noisy,neg,performance,0
118,sounds,like a washing machine,neu,performance,0
118,sound,engineered,neu,performance,0
118,machine,quite capable,pos,general-information,6
118,grip,quite well,pos,handling,4
118,steering,very direct,pos,handling,4
118,car,better for everyday use,pos,general-information,6
118,-,-,-,unknown,-1
118,looks,absolutely love,pos,quality-aesthetic,2
118,technology,packed full of Mercedes-Benz,pos,user-experience,8
118,hatch,most high tech,pos,user-experience,8
118,hatch,hot,pos,quality-aesthetic,2
118,car,poised,neu,general-information,6
118,price,quite,neg,cost,7
122,car,most stateman,pos,general-information,6
122,car,like limousines,pos,general-information,6
122,car,choice for transporting dignitaries around,pos,general-information,6
122,cost,a bit more than its rivals,neg,cost,7
122,cost,well worth,pos,cost,7
122,outside,beautifully effortless,pos,quality-aesthetic,2
122,outside,elegant,pos,quality-aesthetic,2
122,inside,absolutely blooming lovely,pos,quality-aesthetic,2
122,interior design,love,pos,quality-aesthetic,2
122,interior design,classy,pos,quality-aesthetic,2
122,interior design,simplistic,pos,quality-aesthetic,2
122,controls,very easy to use,pos,user-experience,8
122,quality,very good,pos,quality-aesthetic,2
122,buttons,a little bit cheap,neg,quality-aesthetic,2
122,car,lovely,pos,general-information,6
122,seating,pretty good,pos,comfort,3
122,central screen,huge,pos,user-experience,8
122,display,look great,pos,user-experience,8
122,system,not the easiest to use,neg,user-experience,8
122,system,I drive is better,pos,user-experience,8
122,space,more than adequate,pos,comfort,3
122,bins,big,pos,interior-features,1
122,bins,broad,pos,interior-features,1
122,rest of the car,impressive enough,pos,interior-features,1
122,standard kit,good,pos,general-information,6
122,rear executive seat package,blooming lovely,pos,comfort,3
122,pillows,wonderful,pos,comfort,3
122,seat shape,like flying first class,pos,comfort,3
122,seats,absolutely gorgeous,pos,quality-aesthetic,2
122,wheel base,long,neu,general-information,6
122,seat,can really stretch out,pos,comfort,3
122,normal wheel base version,easily spacious enough,pos,comfort,3
122,carrying three abreast,better than its rivals,pos,comfort,3
122,carrying three abreast,not ideal,neg,comfort,3
122,carrying three abreast,pretty good,pos,comfort,3
122,seat pockets,real exclusive,pos,interior-features,1
122,fridge,special,pos,interior-features,1
122,car,compromises space,neg,exterior-features,9
122,car,very very practical otherwise,pos,interior-features,1
122,load space,enough,pos,exterior-features,9
122,under floor storage,nice,pos,exterior-features,9
122,under floor storage,handy,pos,exterior-features,9
122,-,-,-,unknown,-1
122,car,impressive,pos,general-information,6
122,driving,really special experience,pos,user-experience,8
122,car,separates from outside world,pos,comfort,3
122,suspension,smooth,pos,handling,4
122,noise,really much,neg,comfort,3
122,-,-,-,unknown,-1
122,driving through central london,bearable,pos,handling,4
122,car,big,neu,general-information,6
122,car,heavy,neu,performance,0
122,corners,okay,neu,handling,4
122,engine,crazy fast,pos,performance,0
122,engine,easily quick enough,pos,performance,0
122,engine,relaxing,pos,handling,4
122,gearbox,works well,pos,handling,4
122,gearbox,nice,pos,handling,4
122,gearbox,smooth,pos,handling,4
122,progress,effortless,pos,handling,4
122,mpg,really not too bad,pos,performance,0
122,back window,so small,neg,safety,5
122,car,top of luxury class,pos,quality-aesthetic,2
122,leather,fake,neg,quality-aesthetic,2
122,-,-,-,unknown,-1
122,steel,bit off,neg,quality-aesthetic,2
122,touch pad swivel world system,aching wrist,neg,user-experience,8
122,car,sophisticated,pos,exterior-features,9
122,-,-,-,unknown,-1
122,-,-,-,unknown,-1
122,-,-,-,unknown,-1
122,doors,soft closed,pos,quality-aesthetic,2
122,magic body control,too smooth,pos,user-experience,8
122,-,-,-,unknown,-1
122,-,-,-,unknown,-1
122,car,very elegant,pos,quality-aesthetic,2
122,car,super luxurious to travel,pos,comfort,3
122,-,-,-,unknown,-1
122,-,-,-,unknown,-1
125,-,-,-,unknown,-1
125,look,fresh,pos,quality-aesthetic,2
125,new look,bigger,neu,quality-aesthetic,2
125,get in,a bit trickier,neg,comfort,3
125,inside,dark,neg,comfort,3
125,inside,dingy,neg,comfort,3
125,inside,a bit claustrophobic,neg,comfort,3
125,sloping roof,limit headroom,neg,comfort,3
125,over six foot people,gonna struggle,neg,comfort,3
125,knee room,pretty decent,pos,comfort,3
125,cervix fittings,exposed,pos,interior-features,1
125,child seat base,easy to fix,pos,comfort,3
125,floor,humping,neg,comfort,3
125,floor,not that big,neg,comfort,3
125,three in the back,just about bearable,neu,comfort,3
125,back,a bit better than some rivals,pos,comfort,3
125,two in the back,just not as good as some rivals,neg,comfort,3
125,boot opening,quite narrow,neg,exterior-features,9
125,wider items,a bit of pain to load,neg,exterior-features,9
125,fold seats down,almost flat,pos,exterior-features,9
125,bay,low,pos,exterior-features,9
125,bay,flat,pos,exterior-features,9
125,price,not bad,pos,cost,7
125,car,desirable,pos,general-information,6
125,inside,pretty posh,pos,quality-aesthetic,2
125,design,nice,pos,quality-aesthetic,2
125,design,sporty,pos,quality-aesthetic,2
125,plastics,some cheap,neg,quality-aesthetic,2
125,practicality,okay,neu,interior-features,1
125,practicality,decent,neu,interior-features,1
125,storage,decent,neu,interior-features,1
125,door bins,large,pos,interior-features,1
125,glove box,reasonable,neu,interior-features,1
125,equipment,generally okay,neu,user-experience,8
125,screen,smaller,neg,user-experience,8
125,command online system,novice,neg,user-experience,8
125,suspension,firm,neu,handling,4
125,feel,pretty sporty,pos,handling,4
125,drive,not fun as Audi,neg,handling,4
125,corner handling,a little bit earlier than you might imagine on the steering,neg,handling,4
125,road,bounce down,neg,handling,4
125,front wheels,no idea what they are doing,neg,handling,4
125,handling,better but not as good as rivals,neg,handling,4
125,manual gearboxes,really good to use,pos,handling,4
125,petrol engine,only okay,neu,performance,0
125,diesel engine,better,pos,performance,0
125,engines,bit slow,neu,performance,0
125,0.1 litre,much more powerful,neu,performance,0
125,engine,noisy one,neg,performance,0
125,mpg,not quite expected,neg,performance,0
125,visibility,not good as expected,neg,safety,5
125,blind spot,big,neg,safety,5
125,rear window,small,neg,safety,5
125,pillar,sweeping,neg,safety,5
125,-,-,-,unknown,-1
125,pedals,bit too much of the right,neg,comfort,3
125,pedals,twisted behind the wheel,neg,comfort,3
125,back seat control,very little room for your hand to operate,neg,user-experience,8
125,door trim,looks like designed by two different companies,neg,quality-aesthetic,2
125,three action,not all bad,neu,interior-features,1
125,-,-,-,unknown,-1
125,-,-,-,unknown,-1
125,all wheel drive,superior road holding grip,pos,handling,4
125,field,quality,pos,handling,4
125,-,-,-,unknown,-1
125,-,-,-,unknown,-1
125,-,-,-,unknown,-1
125,rivals,better to drive,neg,handling,4
125,rivals,more practical,neg,interior-features,1
125,car,desirable,pos,general-information,6
125,car,stylish,pos,quality-aesthetic,2
125,equipment,lots of,pos,user-experience,8
125,-,-,-,unknown,-1
155,-,-,-,unknown,-1
155,-,-,-,unknown,-1
155,paddle shifters,automatic,neu,interior-features,1
155,drive modes,pretty cool,pos,handling,4
155,paddle shifters,crazy,pos,handling,4
155,paddle shifters,quick,pos,handling,4
155,paddle shifters,absolutely love,pos,handling,4
155,paddle shifters,no issues with delayed reaction,pos,handling,4
155,car,quick is an understatement,pos,performance,0
155,car,fast,pos,performance,0
155,car,pretty darn quick,pos,performance,0
155,X drive,out power to the ground,pos,performance,0
155,X drive,absolutely love,pos,performance,0
155,rear wheel drive,a bit of spinning,neg,performance,0
155,braking feel,zero issues,pos,handling,4
155,brake pedal,no delay,pos,handling,4
155,new platforms,pretty exciting,pos,general-information,6
155,car,longer,neu,general-information,6
155,car,wider,neu,general-information,6
155,three series,grown in size,neu,general-information,6
155,three series,still on smaller side,neu,general-information,6
155,wheel base,longer,neu,general-information,6
155,wheel base,wider,neu,general-information,6
155,handling,improve,pos,handling,4
155,ride quality,absolutely zero issues,pos,handling,4
155,ride,super smooth,pos,handling,4
155,steering,nice,pos,interior-features,1
155,steering,not as heavy,pos,handling,4
155,steering,not as thick grip,neu,interior-features,1
155,noise,insanely quiet,pos,comfort,3
155,noise,definitely no issues,pos,comfort,3
155,car,quieter,pos,comfort,3
155,visibility,never had any issues,pos,safety,5
155,back view,perfectly fine out,pos,safety,5
155,heads up display,helping you keep your eyes on road,pos,safety,5
155,exterior,slightly revised,neu,exterior-features,9
155,headlight design,different,neu,quality-aesthetic,2
155,laser light headlights,gives max output of light allowed,pos,exterior-features,9
155,laser light headlights,very best illumination,pos,exterior-features,9
155,front grill,revised,neu,quality-aesthetic,2
155,bumper,revised,neu,quality-aesthetic,2
155,finish,black,neu,quality-aesthetic,2
155,window surrounds,chrome,neu,quality-aesthetic,2
155,window surrounds,black,neu,quality-aesthetic,2
155,-,-,-,unknown,-1
155,tail lights design,revised,neu,quality-aesthetic,2
155,tail lights,looks good,pos,quality-aesthetic,2
155,tail lights,looks similar to a Lexus GS,neu,quality-aesthetic,2
155,-,-,-,unknown,-1
155,boot space,a good bit more,pos,exterior-features,9
155,fold down receipts,good bit of extra space,pos,exterior-features,9
155,legroom,little bit tight for six foot,neg,comfort,3
155,legroom,comfortable,pos,comfort,3
155,rear passengers,stay comfortable,neu,comfort,3
155,rear seats,heated,pos,comfort,3
155,front seats,adjustable,pos,comfort,3
155,front seats,memory settings,pos,comfort,3
155,front seats,heated,pos,comfort,3
155,front seats,ventilated,pos,comfort,3
155,seats,standard finish,neu,quality-aesthetic,2
155,steering wheel,tilt,neu,interior-features,1
155,steering wheel,telescopic,neu,interior-features,1
155,steering,leather wrapped,neu,interior-features,1
155,steering,heated,neu,comfort,3
155,steering,nice,pos,interior-features,1
155,-,-,-,unknown,-1
155,digital gauge,a very high end,pos,user-experience,8
155,digital gauge,a very techie,pos,user-experience,8
155,digital gauge,absolutely love,pos,user-experience,8
155,universal garage door opener,absolutely love,pos,user-experience,8
155,headliner,standard,neu,quality-aesthetic,2
155,roof,power moonroof,pos,exterior-features,9
155,moonroof,standard,neu,exterior-features,9
155,moonroof,very high end finish,pos,quality-aesthetic,2
155,leather,two tone,pos,quality-aesthetic,2
155,leather,love,pos,quality-aesthetic,2
155,leather,saddle brown,pos,quality-aesthetic,2
155,-,-,-,unknown,-1
155,sound system,hi fi,pos,user-experience,8
155,-,-,-,unknown,-1
155,sound system,very nice,pos,user-experience,8
155,rear view camera,leading to safety,pos,safety,5
155,-,-,-,unknown,-1
155,-,-,-,unknown,-1
155,gesture control,favourite,pos,user-experience,8
155,gesture control,fun,pos,user-experience,8
155,-,-,-,unknown,-1
155,-,-,-,unknown,-1
155,-,-,-,unknown,-1
155,-,-,-,unknown,-1
155,-,-,-,unknown,-1
155,-,-,-,unknown,-1
157,X1,BMW entry level SUV,neu,general-information,6
157,car,smallest SUV,neu,general-information,6
157,price,a lot of money,neg,cost,7
157,car,very nice,pos,general-information,6
157,price,lot of money,neg,cost,7
157,color,awesome blue,pos,quality-aesthetic,2
157,trim (outside),blacked out window,pos,quality-aesthetic,2
157,trim (outside),looked sharp,pos,quality-aesthetic,2
157,exterior,love,pos,exterior-features,9
157,car,sort of classically handsome,pos,quality-aesthetic,2
157,design,wonderful job,pos,quality-aesthetic,2
157,design,simple,pos,quality-aesthetic,2
157,design,will age really well,pos,quality-aesthetic,2
157,exterior design,on point,pos,quality-aesthetic,2
157,exterior design,fantastic,pos,quality-aesthetic,2
157,interior,fantastic stitching,pos,quality-aesthetic,2
157,interior,blue stitching on everything,pos,quality-aesthetic,2
157,stitching,phenomenal,pos,quality-aesthetic,2
157,stitching,love,pos,quality-aesthetic,2
157,stitching,big big fan,pos,quality-aesthetic,2
157,stitching,excited,pos,quality-aesthetic,2
157,stitching,favourite thing about inside,pos,quality-aesthetic,2
157,trim (inside),wood,neu,quality-aesthetic,2
157,trim (inside),looks really great,pos,quality-aesthetic,2
157,trim (inside),really refined game,pos,quality-aesthetic,2
157,trim (inside),adds level of sophistication,pos,quality-aesthetic,2
157,controls,piano black trim,neu,quality-aesthetic,2
157,piano black trim,fingerprints show up,neg,quality-aesthetic,2
157,piano black trim,impossible to keep clean,neg,quality-aesthetic,2
157,piano black trim,disappointing,neg,quality-aesthetic,2
157,steering,covered in leather,pos,quality-aesthetic,2
157,steering,feels pretty good to touch,pos,interior-features,1
157,steering,black stitching,neu,quality-aesthetic,2
157,black stitching,disappointing,neg,quality-aesthetic,2
157,seats,tri color logo,neu,quality-aesthetic,2
157,tri color logo,super super cool,pos,quality-aesthetic,2
157,seats,pretty comfortable,pos,comfort,3
157,inside,actually really spacious,pos,comfort,3
157,sunroof,really great,pos,exterior-features,9
157,sunroof,pretty cool,pos,exterior-features,9
157,backseat,super comfortable,pos,comfort,3
157,space,pretty good,pos,comfort,3
157,overall,pretty good,pos,comfort,3
157,interior,not as in love with as exterior,neg,interior-features,1
157,outside,really awesome,pos,exterior-features,9
157,interior,perfectly functional,pos,interior-features,1
157,materials,super super nice,pos,quality-aesthetic,2
157,design,a bit dated,neg,quality-aesthetic,2
157,interior overall,a solid job,pos,interior-features,1
157,ambient lighting,cool job,pos,quality-aesthetic,2
157,lighting,very great,pos,quality-aesthetic,2
157,lighting,very sleek,pos,quality-aesthetic,2
157,lighting,really cool,pos,quality-aesthetic,2
157,traditional amber lighting,love,pos,quality-aesthetic,2
157,amber lighting,much more amber,pos,quality-aesthetic,2
157,amber lighting,really cool,pos,quality-aesthetic,2
157,cup holder,ergonomically unpleasant,neg,comfort,3
157,cup holder,far away,neg,comfort,3
157,cup holders,so deep,pos,interior-features,1
157,-,-,-,unknown,-1
157,city driving,excellent engine,pos,performance,0
157,torque,get so much,pos,performance,0
157,engine,effortless,pos,performance,0
157,engine,so easy,pos,performance,0
157,driving in town,really positive,pos,handling,4
157,engine,plenty of grunt,pos,performance,0
157,speeding,get up to speed quickly,pos,performance,0
157,engine,little unpowered at speed,neg,performance,0
157,at speed,engine struggled a bit,neg,performance,0
157,low speed,lot of grunts,pos,performance,0
157,driver involvement,pretty disappointing,neg,handling,4
157,seating,a lot higher,pos,comfort,3
157,turns,so much body roll,pos,handling,4
157,steering,not communicating any real feedback to me,neg,handling,4
157,steering,disappointing,neg,handling,4
157,steering,electric,neu,handling,4
157,-,-,-,unknown,-1
157,-,-,-,unknown,-1
157,car,great,pos,general-information,6
157,driver involvement,falls flat,neg,handling,4
157,driver involvement,little disappointing,neg,handling,4
157,car,cool,pos,general-information,6
157,experience,pleasantly surprised majorly,pos,user-experience,8
159,-,-,-,unknown,-1
159,-,-,-,unknown,-1
159,steering response,well,pos,handling,4
159,steering sensitivity,well,pos,handling,4
159,paddle shifters,love,pos,comfort,3
159,paddle shifters,lightning quick,pos,performance,0
159,paddle shifters,fastest,pos,performance,0
159,paddle shifters,insanely quick,pos,performance,0
159,engine,plenty of power,pos,performance,0
159,-,-,-,unknown,-1
159,brakes,absolutely no issues,pos,performance,0
159,ride,smooth,pos,handling,4
159,road conditions,automatically adjusts height,pos,handling,4
159,ride,more comfortable,pos,comfort,3
159,ground clearance,better,pos,handling,4
159,handling,better,pos,handling,4
159,height,can manually adjust,pos,general-information,6
159,ride,smoother,pos,handling,4
159,suspension,a very high end setup,pos,handling,4
159,suspension,so very nice,pos,handling,4
159,control,really quite a bit,pos,handling,4
159,cabin,very quiet,pos,comfort,3
159,noise,definitely no issues,pos,comfort,3
159,steering,not the heaviest,pos,handling,4
159,steering,good,pos,handling,4
159,visibility,not the very best,neg,safety,5
159,headrest,impede visibility,neg,safety,5
159,heads up display,better visibility,pos,safety,5
159,heads up display,definitely nice,pos,user-experience,8
159,-,-,-,unknown,-1
159,front grill,larger,pos,quality-aesthetic,2
159,beams,automatic high,neu,exterior-features,9
159,trim,satin aluminium,pos,quality-aesthetic,2
159,roof rains,satin aluminium,neu,exterior-features,9
159,window surround,satin aluminium,neu,exterior-features,9
159,tires,run flat all season,pos,exterior-features,9
159,design,interesting,pos,quality-aesthetic,2
159,towing capacity,more than enough to tow a small boat,pos,exterior-features,9
159,towing capacity,a good bit,pos,exterior-features,9
159,liftgate,pretty nice,pos,exterior-features,9
159,cargo area,power operated,pos,exterior-features,9
159,cargo area,best,pos,exterior-features,9
159,third row seats,folding,pos,exterior-features,9
159,second row seats,folding,pos,exterior-features,9
159,power folding,definitely convenient,pos,exterior-features,9
159,power folding,definitely pretty nice,pos,exterior-features,9
159,space,like,pos,exterior-features,9
159,space,beloved,pos,exterior-features,9
159,third row leg room,manage to fit,pos,comfort,3
159,third row leg room,not comfortable,neg,comfort,3
159,third row,individual moonroof,pos,exterior-features,9
159,-,-,-,unknown,-1
159,-,-,-,unknown,-1
159,second row legroom,more than enough,pos,comfort,3
159,second row roof,panoramic moon roof,pos,exterior-features,9
159,second row,lot of amenity,pos,interior-features,1
159,rear window shades,rear,neu,interior-features,1
159,rear seats,heated,pos,comfort,3
159,front seats,power adjustable,neu,comfort,3
159,seats,lumbar support,pos,comfort,3
159,seats,memory settings,pos,comfort,3
159,upholstery,sense of tech finish,pos,quality-aesthetic,2
159,front seats,heated,pos,comfort,3
159,luxury seating package,kind of interesting,pos,comfort,3
159,luxury seating package,front ventilated,pos,comfort,3
159,luxury seating package,massaging function,pos,comfort,3
159,massaging function,very best,pos,comfort,3
159,massaging function,driver and passenger,pos,comfort,3
159,steering,power tilt,pos,interior-features,1
