,Unnamed: 0,id,segment_id,label_topic,aspect_lemmatized,opinion_lemmatized,sentiment
3280,,86.0,10.0,4.0,element,hot redish,neu
3281,,86.0,10.0,4.0,steering,quite responsive,pos
3282,,86.0,10.0,4.0,steering,light,pos
3283,,86.0,10.0,4.0,steering,direct,neu
3284,1395.0,86.0,11.0,4.0,-,-,-
3285,1396.0,86.0,12.0,4.0,wagon load,little bit,neg
3286,1397.0,86.0,13.0,0.0,-,-,-
3287,1398.0,86.0,14.0,0.0,-,-,-
3288,1399.0,86.0,15.0,4.0,-,-,-
3289,1400.0,86.0,16.0,6.0,-,-,-
3290,1401.0,86.0,17.0,4.0,-,-,-
3291,1402.0,86.0,18.0,6.0,car,smaller,neu
3292,,86.0,18.0,6.0,car,lighter,neu
3293,1403.0,86.0,19.0,0.0,engine,naturally aspirated,neu
3294,,86.0,19.0,0.0,response,really something else,pos
3295,,86.0,19.0,0.0,steering,heavier,neu
3296,1404.0,86.0,20.0,4.0,steering system,really glorious,pos
3297,,86.0,20.0,4.0,drive,enjoy,pos
3298,1405.0,86.0,21.0,4.0,drive,good,pos
3299,1406.0,86.0,22.0,4.0,car,pleasingly usable,pos
3300,1407.0,86.0,23.0,2.0,-,-,-
3301,1408.0,86.0,24.0,0.0,sound,absolutely incredible,pos
3302,1409.0,86.0,25.0,2.0,-,-,-
3303,1410.0,86.0,26.0,2.0,-,-,-
3304,1411.0,86.0,27.0,2.0,car,love,pos
3305,1412.0,86.0,28.0,2.0,-,-,-
3306,1413.0,86.0,29.0,4.0,driving,sheer,neu
3307,1414.0,86.0,30.0,4.0,car,good,pos
3308,1415.0,87.0,1.0,6.0,-,-,-
3309,1416.0,87.0,2.0,0.0,-,-,-
3310,1417.0,87.0,3.0,0.0,mile hour,quite lot,neu
3311,1418.0,87.0,4.0,0.0,engine,sophisticated,pos
3312,1419.0,87.0,5.0,0.0,weight,quite lot,neu
3313,1420.0,87.0,6.0,2.0,latest generation,like,pos
3314,,87.0,6.0,2.0,interior,like,pos
3315,,87.0,6.0,2.0,dash,particularly great,pos
3316,,87.0,6.0,2.0,screen,massive,pos
3317,,87.0,6.0,2.0,screen,big,pos
3318,,87.0,6.0,2.0,screen,little bit dart board,neu
3319,,87.0,6.0,2.0,digital space,largely pretty clear,pos
3320,,87.0,6.0,2.0,weight,pleasing,pos
3321,,87.0,6.0,2.0,screen,really accurate,pos
3322,1421.0,87.0,7.0,3.0,car,enjoyable,pos
3323,,87.0,7.0,3.0,seating,relax,pos
3324,1422.0,87.0,8.0,4.0,car,enjoy,pos
3325,,87.0,8.0,4.0,control,firm,pos
3326,,87.0,8.0,4.0,car,big,pos
3327,1423.0,87.0,9.0,4.0,-,-,-
3328,1424.0,87.0,10.0,0.0,car,bit fast,pos
3329,1425.0,87.0,11.0,4.0,balance,really good,pos
3330,1426.0,87.0,12.0,4.0,car,astonishingly agile,pos
3331,,87.0,12.0,4.0,car,really quick,pos
3332,,87.0,12.0,4.0,brake,sensational,pos
3333,,87.0,12.0,4.0,car,good,pos
3334,,87.0,12.0,4.0,car,really really good fun,pos
3335,,87.0,12.0,4.0,drift mode,good,pos
3336,,87.0,12.0,4.0,torque,much,pos
3337,,87.0,12.0,4.0,car,good,pos
3338,,87.0,12.0,4.0,smoke,much,pos
3339,1427.0,87.0,13.0,0.0,engine,big,pos
3340,,87.0,13.0,0.0,engine,massively powerful,pos
3341,,87.0,13.0,0.0,engine,ringing ear,pos
3342,1428.0,87.0,14.0,4.0,-,-,-
3343,1429.0,87.0,15.0,0.0,-,-,-
3344,1430.0,87.0,16.0,6.0,-,-,-
3345,1431.0,88.0,1.0,6.0,car,jacked two inch,neu
3346,,88.0,1.0,6.0,car,desirable,pos
3347,1432.0,88.0,2.0,7.0,-,-,-
3348,1433.0,88.0,3.0,2.0,SUV,tall,neu
3349,,88.0,3.0,2.0,look,like,pos
3350,,88.0,3.0,2.0,backend,stylish,pos
3351,1434.0,88.0,4.0,9.0,boot capacity,40% greater,pos
3352,,88.0,4.0,9.0,boot,room,pos
3353,,88.0,4.0,9.0,load lift,annoying,neg
3354,,88.0,4.0,9.0,floor storage,handy,pos
3355,,88.0,4.0,9.0,load area,nice,pos
3356,,88.0,4.0,9.0,load area,flat,pos
3357,,88.0,4.0,9.0,load area,usable,pos
3358,,88.0,4.0,9.0,tailgate,automated,neu
3359,1435.0,88.0,5.0,3.0,room,lot better,pos
3360,,88.0,5.0,3.0,headroom,pretty decent,pos
3361,,88.0,5.0,3.0,window,quite small,neg
3362,,88.0,5.0,3.0,backseat,feel claustrophobic,neg
3363,,88.0,5.0,3.0,child,like,neg
3364,,88.0,5.0,3.0,backseat,dark,neg
3365,,88.0,5.0,3.0,backseat,dingy,neg
3366,,88.0,5.0,3.0,body,pretty narrow,neg
3367,,88.0,5.0,3.0,carry three passenger back,good,neg
3368,,88.0,5.0,3.0,foot wall,pretty small,neg
3369,1436.0,88.0,6.0,1.0,feature,nice,pos
3370,,88.0,6.0,1.0,cup holder,like,pos
3371,,88.0,6.0,1.0,cup holder,cool,pos
3372,,88.0,6.0,1.0,space,pretty decent,pos
3373,,88.0,6.0,1.0,front door bin,hold way bigger,pos
3374,,88.0,6.0,1.0,glove box,reasonable size,neu
3375,1437.0,88.0,7.0,8.0,entertainment system,okay use,neu
3376,,88.0,7.0,8.0,entertainment system,slick BMW X1,neg
3377,,88.0,7.0,8.0,satnav,midlevel,neu
3378,,88.0,7.0,8.0,satnav,look little bit cheap,neg
3379,1438.0,88.0,8.0,2.0,interior design,pretty sporty,pos
3380,,88.0,8.0,2.0,interior,like look,pos
3381,,88.0,8.0,2.0,interior,feel cheap place,neg
3382,,88.0,8.0,2.0,material,cheap,neg
3383,1439.0,88.0,9.0,4.0,drive,better,pos
3384,,88.0,9.0,4.0,suspension,jacked,pos
3385,,88.0,9.0,4.0,car,comfortable,pos
3386,,88.0,9.0,4.0,steering,feel good,neg
3387,1440.0,88.0,10.0,3.0,tire noise,lot,neg
3388,1441.0,88.0,11.0,5.0,pillar,swooping,neg
3389,,88.0,11.0,5.0,pillar,blind spot,neg
3390,,88.0,11.0,5.0,rear window,small,neg
3391,,88.0,11.0,5.0,rear pillar,huge,pos
3392,1442.0,88.0,12.0,0.0,1.6 litre petrol engine,little bit slow,neg
3393,,88.0,12.0,0.0,2.5 litre petrol engine,pretty quick,pos
3394,,88.0,12.0,0.0,automatic gearbox,standard,neu
3395,1443.0,88.0,13.0,0.0,entry level diesel engine,pretty good,pos
3396,1444.0,88.0,14.0,7.0,-,-,-
3397,1445.0,88.0,15.0,4.0,-,-,-
3398,1446.0,88.0,16.0,6.0,car,micture good bad,neu
3399,1447.0,88.0,17.0,2.0,-,-,-
3400,1448.0,88.0,18.0,9.0,-,-,-
3401,1449.0,88.0,19.0,9.0,bonnet opening,little bit workout,neg
3402,,88.0,19.0,9.0,false floor,like,pos
3403,,88.0,19.0,9.0,supportive gas truck,,neg
3404,1450.0,88.0,20.0,0.0,engine choice,wide,pos
3405,1451.0,88.0,21.0,2.0,dash,get door,neg
3406,1452.0,88.0,22.0,6.0,-,-,-
3407,1453.0,88.0,23.0,1.0,seat belt,snag,pos
3408,1454.0,88.0,24.0,5.0,adult occupant protection crash test .,highest score,pos
3409,1455.0,88.0,25.0,1.0,downhill,easy,pos
3410,,88.0,25.0,1.0,downhill speed regulation,perfect,pos
3411,1456.0,88.0,26.0,7.0,-,-,-
3412,1457.0,88.0,27.0,6.0,-,-,-
3413,1458.0,88.0,28.0,2.0,car,good looking,pos
3414,,88.0,28.0,2.0,place,little bit compromised,neg
3415,1459.0,88.0,29.0,6.0,-,-,-
3416,1460.0,89.0,1.0,6.0,car,fastest real world,pos
3417,1461.0,89.0,2.0,0.0,engine,world's powerful,pos
3418,1462.0,89.0,3.0,7.0,-,-,-
3419,1463.0,89.0,4.0,0.0,-,-,-
3420,1464.0,89.0,5.0,4.0,-,-,-
3421,1465.0,89.0,6.0,6.0,-,-,-
3422,1466.0,89.0,7.0,4.0,corner handling,quite nice,neu
3423,1467.0,89.0,8.0,4.0,traction,proper,pos
3424,,89.0,8.0,4.0,steering,love,pos
3425,,89.0,8.0,4.0,steering,pure,pos
3426,,89.0,8.0,4.0,steering,precise,pos
3427,,89.0,8.0,4.0,corner handling,really nice,pos
3428,,89.0,8.0,4.0,front end,nailed,pos
3429,1468.0,89.0,9.0,4.0,gearbox,work fast enough,neg
3430,1469.0,89.0,10.0,0.0,car,quick,pos
3431,1470.0,89.0,11.0,4.0,drive,really really well sorted,pos
3432,1471.0,89.0,12.0,4.0,brake,impressive,pos
3433,,89.0,12.0,4.0,handling balance,amazing,pos
3434,1472.0,89.0,13.0,0.0,engine,strong,pos
3435,1473.0,89.0,14.0,6.0,-,-,-
3436,1474.0,89.0,15.0,4.0,track drive,pretty good,pos
3437,,89.0,15.0,4.0,motor,best thing,pos
3438,1475.0,89.0,16.0,0.0,motor,really strong,pos
3439,1476.0,89.0,17.0,4.0,motor,love,pos
3440,,89.0,17.0,4.0,steering,love,pos
3441,1477.0,89.0,18.0,4.0,car,mostly loved,pos
3442,,89.0,18.0,4.0,car,impressive,pos
3443,,89.0,18.0,4.0,steering,impressive,pos
3444,,89.0,18.0,4.0,car,feel faster,pos
3445,1478.0,89.0,19.0,6.0,-,-,-
3446,1479.0,89.0,20.0,6.0,-,-,-
3447,1480.0,90.0,1.0,6.0,car,serious legacy,pos
3448,1481.0,90.0,2.0,0.0,engine,big,pos
3449,,90.0,2.0,0.0,driving,effortless,pos
3450,1482.0,90.0,3.0,6.0,500E,best bunch,pos
3451,1483.0,90.0,4.0,7.0,-,-,-
3452,1484.0,90.0,5.0,6.0,engine,star attraction,pos
3453,1485.0,90.0,6.0,2.0,road,feel brilliant,pos
3454,1486.0,90.0,7.0,4.0,steering,absolutely brimming feedback,pos
3455,,90.0,7.0,4.0,automatic transmission,dull witted,neg
3456,,90.0,7.0,4.0,engine,properly fast,pos
3457,1487.0,90.0,8.0,1.0,steering,meaty,neu
3458,,90.0,8.0,1.0,car,refined,pos
3459,,90.0,8.0,1.0,car,absolutely stuffed tech,pos
3460,1488.0,90.0,9.0,5.0,-,-,-
3461,1489.0,90.0,10.0,0.0,-,-,-
3462,1490.0,90.0,11.0,6.0,car,brilliant,pos
3463,1491.0,90.0,12.0,7.0,-,-,-
3464,1492.0,91.0,1.0,6.0,-,-,-
3465,1493.0,91.0,2.0,6.0,-,-,-
3466,1494.0,91.0,3.0,0.0,-,-,-
3467,1495.0,91.0,4.0,2.0,cabin,gratifyingly well finished,pos
3468,,91.0,4.0,2.0,interior,little le interesting,neg
3469,,91.0,4.0,2.0,interior,beautifully put together,pos
3470,1496.0,91.0,5.0,3.0,car,comfortable,pos
3471,,91.0,5.0,3.0,chair,big,pos
3472,,91.0,5.0,3.0,chair,lovely,pos
3473,,91.0,5.0,3.0,room,ample,pos
3474,,91.0,5.0,3.0,ride,impeccably,pos
3475,1497.0,91.0,6.0,9.0,car,heavy,neu
3476,,91.0,6.0,9.0,suspension,setup comfort,neu
3477,1498.0,91.0,7.0,3.0,car,comfortable,pos
3478,1499.0,91.0,8.0,0.0,car,quick enough,neg
3479,,91.0,8.0,0.0,car,fast,neg
3480,,91.0,8.0,0.0,car,fine,pos
3481,,91.0,8.0,0.0,car,absolutely fine,pos
3482,,91.0,8.0,0.0,towing,unlikely man enough job,neg
3483,1500.0,91.0,9.0,0.0,car,dynamic benchmark,neg
3484,1501.0,91.0,10.0,6.0,car,easy warm,pos
3485,,91.0,10.0,6.0,car,relaxed,pos
3486,,91.0,10.0,6.0,car,refined,pos
3487,,91.0,10.0,6.0,car,comfortable skin,pos
3488,1502.0,92.0,1.0,9.0,car,perfect British summer,pos
3489,,92.0,1.0,9.0,folding metal roof,nice,pos
3490,1503.0,92.0,2.0,7.0,price,lot money,neg
3491,,92.0,2.0,7.0,car,quite old,pos
3492,1504.0,92.0,3.0,3.0,seat,go back long way,pos
3493,,92.0,3.0,3.0,steering adjustment,lot,pos
3494,,92.0,3.0,3.0,headroom,decent,pos
3495,,92.0,3.0,3.0,car,fine large people,pos
3496,1505.0,92.0,4.0,2.0,car,old Mercedes,neu
3497,,92.0,4.0,2.0,car,bad,neu
3498,,92.0,4.0,2.0,material,pretty nice,pos
3499,,92.0,4.0,2.0,material,feel solid,pos
3500,,92.0,4.0,2.0,thing,nice,neg
3501,,92.0,4.0,2.0,thing,feel cheap,neg
3502,,92.0,4.0,2.0,thing,nasty,neg
3503,,92.0,4.0,2.0,console layer,old fashioned,neg
3504,1506.0,92.0,5.0,1.0,-,-,-
3505,1507.0,92.0,6.0,8.0,satellite navigation,particularly nice use,neg
3506,,92.0,6.0,8.0,command online system,great use,neg
3507,,92.0,6.0,8.0,command online system,little bit confusing,neg
3508,1508.0,92.0,7.0,7.0,seat,lovely,pos
3509,,92.0,7.0,7.0,seat,nappa leather,pos
3510,1509.0,92.0,8.0,3.0,standard seat,fake leather,neg
3511,1510.0,92.0,9.0,1.0,car,right,neu
3512,,92.0,9.0,1.0,space,right,neu
3513,,92.0,9.0,1.0,storage,right,neu
3514,,92.0,9.0,1.0,glove box,decent size,neu
3515,,92.0,9.0,1.0,door pocket,extendable,neu
3516,1511.0,92.0,10.0,9.0,boot capacity,pretty good,pos
3517,,92.0,10.0,9.0,storage,need,pos
3518,,92.0,10.0,9.0,boot,pleanty space,pos
3519,,92.0,10.0,9.0,boot,preety large,pos
3520,1512.0,92.0,11.0,9.0,car,quite elegant,pos
3521,1513.0,92.0,12.0,7.0,car,expensive fix,neg
3522,1514.0,92.0,13.0,9.0,-,-,-
3523,1515.0,92.0,14.0,4.0,drive,quite easy,pos
3524,,92.0,14.0,4.0,maneuver traffic,easier,pos
3525,,92.0,14.0,4.0,suspension,crashing bump,neg
3526,,92.0,14.0,4.0,bump,jump,neg
3527,,92.0,14.0,4.0,rough surface,fidget,neg
3528,,92.0,14.0,4.0,manual gearbox,lot noise,pos
3529,,92.0,14.0,4.0,automatic gearbox,make drive easy,pos
3530,1516.0,92.0,15.0,0.0,setup,classic sport,neu
3531,1517.0,92.0,16.0,4.0,drive,fun front wheel drive,neg
3532,,92.0,16.0,4.0,car,sportiest sport car,neg
3533,,92.0,16.0,4.0,car,sport car,pos
3534,,92.0,16.0,4.0,handling,dynamic package,neu
3535,,92.0,16.0,4.0,suspension,adjustable,neu
3536,,92.0,16.0,4.0,steering,sharper,pos
3537,1518.0,92.0,17.0,7.0,-,-,-
3538,1519.0,92.0,18.0,0.0,sport plus exhaust,raucous,neu
3539,1520.0,92.0,19.0,4.0,corner handling,flatter,neu
3540,1521.0,92.0,20.0,9.0,roof,annoying,neg
3541,1522.0,92.0,21.0,0.0,roof,annoying,neg
3542,1523.0,92.0,22.0,3.0,roof,really quiet,pos
3543,,92.0,22.0,3.0,roof,relaxing,pos
3544,1524.0,92.0,23.0,2.0,metal roof,feel coop,pos
3545,1525.0,92.0,24.0,0.0,engine,feel really quick,pos
3546,,92.0,24.0,0.0,engine,work nicely,pos
3547,1526.0,92.0,25.0,6.0,-,-,-
3548,1527.0,92.0,26.0,9.0,-,-,-
3549,1528.0,92.0,27.0,7.0,carbon fibre trim,look little bit tacky,neg
3550,1529.0,92.0,28.0,2.0,entertainment screen,borthers,neg
3551,,92.0,28.0,2.0,entertainment screen,line centrally,neg
3552,1530.0,92.0,29.0,1.0,passenger,slightly unnerved,neg
3553,,92.0,29.0,1.0,advisor,tiny,neg
3554,,92.0,29.0,1.0,advisor,good job,neg
3555,1531.0,92.0,30.0,1.0,-,-,-
3556,1532.0,92.0,31.0,6.0,-,-,-
3557,1533.0,92.0,32.0,1.0,Magin Sky roof,give blind,pos
3558,,92.0,32.0,1.0,steering,electric,pos
3559,,92.0,32.0,1.0,car,premium brand,pos
3560,1534.0,92.0,33.0,1.0,speaker,10 stereo upgraded,pos
3561,1535.0,92.0,34.0,7.0,-,-,-
3562,1536.0,92.0,35.0,2.0,badge,rather large,neu
3563,1537.0,92.0,36.0,1.0,roof,enjoy,pos
3564,,92.0,36.0,1.0,air scarf,blow warmer,pos
3565,1538.0,92.0,37.0,6.0,-,-,-
3566,1539.0,92.0,38.0,7.0,car,bad,neu
3567,,92.0,38.0,7.0,car,sport car,neu
3568,1540.0,92.0,39.0,6.0,-,-,-
3569,1541.0,93.0,1.0,6.0,car,favourite,pos
3570,,93.0,1.0,6.0,car,sport car,neu
3571,1542.0,93.0,2.0,0.0,power,10%more,neu
3572,,93.0,2.0,0.0,torque,30%more,neu
3573,,93.0,2.0,0.0,weight,half ton GT-R,neu
3574,,93.0,2.0,0.0,steering,four wheel,neu
3575,,93.0,2.0,0.0,drive,four wheel,neu
3576,,93.0,2.0,0.0,anti friction turbo bearing,fairly major scientific discovery,pos
3577,1543.0,93.0,3.0,6.0,-,-,-
3578,1544.0,93.0,4.0,4.0,body,reinforced,neu
3579,1545.0,93.0,5.0,2.0,body,white,neu
3580,1546.0,93.0,6.0,4.0,front end,stiffer,neu
3581,,93.0,6.0,4.0,steering,feedback,pos
3582,,93.0,6.0,4.0,car,rigid,neu
3583,,93.0,6.0,4.0,drive,easy,pos
3584,,93.0,6.0,4.0,ride,civil,pos
3585,,93.0,6.0,4.0,ride,comfortable,pos
3586,,93.0,6.0,4.0,get,easy,pos
3587,1547.0,93.0,7.0,0.0,sound,really good,pos
3588,,93.0,7.0,0.0,car,little special,neu
3589,,93.0,7.0,0.0,car,like saloon,neu
3590,1548.0,93.0,8.0,4.0,car,job,neu
3591,1549.0,93.0,9.0,6.0,technology,got every GT-R technology,pos
3592,,93.0,9.0,6.0,handling,pretty special,pos
3593,1550.0,93.0,10.0,4.0,traffic control system,really clever,pos
3594,,93.0,10.0,4.0,drive,dry feeling,neu
3595,,93.0,10.0,4.0,drive,stable four wheel drive feeling,neu
3596,,93.0,10.0,4.0,traffic control system,pointy,pos
3597,,93.0,10.0,4.0,traffic control system,pretty clever,pos
3598,,93.0,10.0,4.0,car,special,pos
3599,,93.0,10.0,4.0,first impression,pretty good,pos
3600,1551.0,93.0,11.0,0.0,traffic control system,pretty good,pos
3601,1552.0,93.0,12.0,4.0,stop,well,pos
3602,1553.0,93.0,13.0,6.0,-,-,-
3603,1554.0,94.0,1.0,6.0,car,faster,pos
3604,1555.0,94.0,2.0,7.0,-,-,-
3605,1556.0,94.0,3.0,0.0,car,quite powerful,pos
3606,,94.0,3.0,0.0,engine,smaller,neg
3607,,94.0,3.0,0.0,engine,compact,neg
3608,1557.0,94.0,4.0,2.0,car,longer,neu
3609,,94.0,4.0,2.0,event,big,neu
3610,1558.0,94.0,5.0,9.0,-,-,-
3611,1559.0,94.0,6.0,2.0,ceramic brake,expensive,neu
3612,,94.0,6.0,2.0,inside,fairly standard,neu
3613,,94.0,6.0,2.0,inside,classy,pos
3614,1560.0,94.0,7.0,1.0,-,-,-
3615,1561.0,94.0,8.0,4.0,-,-,-
3616,1562.0,94.0,9.0,4.0,ocomfort mode ride,uncomfortable,neu
3617,,94.0,9.0,4.0,ocomfort mode ride,bit firmer,pos
3618,1564.0,94.0,11.0,4.0,gearbox,responsive enough,pos
3619,,94.0,11.0,4.0,corner,love,pos
3620,,94.0,11.0,4.0,sport steering,weight,neu
3621,,94.0,11.0,4.0,gear shift,handy,pos
3622,1565.0,94.0,12.0,0.0,noise,good,pos
3623,1566.0,94.0,13.0,4.0,-,-,-
3624,1567.0,94.0,14.0,0.0,car,nice,pos
3625,,94.0,14.0,0.0,car,louder,neg
3626,1568.0,94.0,15.0,3.0,-,-,-
3627,1569.0,94.0,16.0,4.0,body control,tight,pos
3628,,94.0,16.0,4.0,car,mordern,pos
3629,,94.0,16.0,4.0,car,muscle sport,neu
3630,,94.0,16.0,4.0,drive,safe,pos
3631,,94.0,16.0,4.0,drive,fun,pos
3632,,94.0,16.0,4.0,drive,spiritedly,pos
3633,,94.0,16.0,4.0,focus,nice,pos
3634,,94.0,16.0,4.0,car,good,pos
3635,1570.0,94.0,17.0,6.0,-,-,-
3636,1571.0,94.0,18.0,4.0,-,-,-
3637,1572.0,94.0,19.0,4.0,balance,really pleasing,pos
3638,1573.0,94.0,20.0,0.0,front engine,benign,neu
3639,,94.0,20.0,0.0,drive,rear,neu
3640,,94.0,20.0,0.0,balance,rear drive,neu
3641,,94.0,20.0,0.0,wheel base,long,neu
3642,1574.0,94.0,21.0,4.0,-,-,-
3643,1575.0,94.0,22.0,4.0,corner braking,really nice,pos
3644,1576.0,94.0,23.0,0.0,-,-,-
3645,1577.0,94.0,24.0,4.0,-,-,-
3646,1578.0,94.0,25.0,4.0,car,like,pos
3647,,94.0,25.0,4.0,A3,belting,pos
3648,1579.0,94.0,26.0,6.0,-,-,-
3649,1580.0,95.0,1.0,3.0,driving position,higher,pos
3650,1581.0,95.0,2.0,3.0,-,-,-
3651,1582.0,95.0,3.0,6.0,A4 driving position,40 millimeter extra,pos
3652,,95.0,3.0,6.0,A4 boot,slightly bigger,pos
3653,1583.0,95.0,4.0,9.0,-,-,-
3654,1584.0,95.0,5.0,4.0,centre gravity,higher,pos
3655,1585.0,95.0,6.0,6.0,car,heavy,neg
3656,,95.0,6.0,6.0,car,go well,neg
3657,1586.0,95.0,7.0,2.0,-,-,-
3658,1587.0,95.0,8.0,6.0,-,-,-
3659,1588.0,95.0,9.0,0.0,bonnet,high,neg
3660,,95.0,9.0,0.0,bonnet,ugly,neg
3661,,95.0,9.0,0.0,engine,properly fast,pos
3662,1589.0,95.0,10.0,4.0,gearbox,weak point,neg
3663,,95.0,10.0,4.0,gearbox,work pretty well,pos
3664,,95.0,10.0,4.0,drive,quite hard,neg
3665,,95.0,10.0,4.0,understeer,bit,neg
3666,,95.0,10.0,4.0,gearbox,snap,neg
3667,,95.0,10.0,4.0,car,hang,neg
3668,,95.0,10.0,4.0,handling,quite hard,neg
3669,1590.0,95.0,11.0,0.0,brake,feel stuck,neg
3670,1591.0,95.0,12.0,4.0,handle,really,pos
3671,1592.0,95.0,13.0,0.0,exhaust,sport,neu
3672,,95.0,13.0,0.0,exhaust,great,pos
3673,1593.0,95.0,14.0,6.0,-,-,-
3674,1594.0,95.0,15.0,6.0,-,-,-
3675,1595.0,95.0,16.0,4.0,road,bad,neu
3676,,95.0,16.0,4.0,offroad,another talent,pos
3677,,95.0,16.0,4.0,road,another capability,pos
3678,1596.0,95.0,17.0,9.0,driving position ground clearance,little bit,pos
3679,1597.0,95.0,18.0,3.0,rough terrain,much problem,pos
3680,1598.0,95.0,19.0,4.0,-,-,-
3681,1599.0,95.0,20.0,4.0,road,bad,pos
3682,,95.0,20.0,4.0,roading,quite impressed,pos
3683,1600.0,95.0,21.0,9.0,-,-,-
3684,1601.0,95.0,22.0,4.0,boot,bigger,pos
3685,,95.0,22.0,4.0,driving position,slightly higher,pos
3686,1602.0,95.0,23.0,6.0,-,-,-
3687,1603.0,96.0,1.0,6.0,coupe,lovely,pos
3688,1604.0,96.0,2.0,7.0,price,two grand,neu
3689,1605.0,96.0,3.0,6.0,boot capacity,80 litre le,neg
3690,1606.0,96.0,4.0,9.0,boot opening,quite good BMW four,neg
3691,,96.0,4.0,9.0,boot shape,quite good BMW four,neg
3692,,96.0,4.0,9.0,boot size,quite good BMW four,neg
3693,,96.0,4.0,9.0,shopping bag hooker,nice,pos
3694,,96.0,4.0,9.0,boot feature,nice,pos
3695,,96.0,4.0,9.0,fold seat,nice,pos
3696,1607.0,96.0,5.0,3.0,door open,nice,pos
3697,,96.0,5.0,3.0,door open,wide,pos
3698,,96.0,5.0,3.0,practicality,compromised,neg
3699,1608.0,96.0,6.0,2.0,inside,actually lovely,pos
3700,,96.0,6.0,2.0,seat,countoured,pos
3701,,96.0,6.0,2.0,cabin,nice nice,pos
3702,1609.0,96.0,7.0,3.0,backseat headroom,absolutely none,neg
3703,,96.0,7.0,3.0,backseat,really really cramped,neg
3704,1610.0,96.0,8.0,9.0,-,-,-
3705,1611.0,96.0,9.0,3.0,car,wonderful,pos
3706,1612.0,96.0,10.0,2.0,interior,lovely,pos
3707,1613.0,96.0,11.0,3.0,seat,painless,pos
3708,,96.0,11.0,3.0,seat,sporty,pos
3709,,96.0,11.0,3.0,seating,lower,neu
3710,1614.0,96.0,12.0,2.0,seat,real leather,pos
3711,,96.0,12.0,2.0,dash,artificial letter,neu
3712,1615.0,96.0,13.0,7.0,upgrade,well worth,pos
3713,1616.0,96.0,14.0,2.0,-,-,-
3714,1617.0,96.0,15.0,8.0,command online system,better standard German satnav,pos
3715,1618.0,96.0,16.0,7.0,upgrade premium plus package,definitely worth,pos
3716,,96.0,16.0,7.0,premium plus package,expensive,neg
3717,,96.0,16.0,7.0,premium plus package price,lot money,neg
3718,1619.0,96.0,17.0,3.0,entertaintment system,good use I Drive,neg
3719,1620.0,96.0,18.0,1.0,storage,pretty good,pos
3720,,96.0,18.0,1.0,storage,lot,pos
3721,,96.0,18.0,1.0,glove box,big,pos
3722,,96.0,18.0,1.0,door bin,big enough,pos
3723,,96.0,18.0,1.0,car,pretty,pos
3724,,96.0,18.0,1.0,car,practical,pos
3725,1621.0,96.0,19.0,4.0,handling,sharpest BMW four,neg
3726,1622.0,96.0,20.0,5.0,visibility,slightly better,pos
3727,,96.0,20.0,5.0,back,steep,neu
3728,,96.0,20.0,5.0,back,good,pos
3729,1623.0,96.0,21.0,4.0,drive feel,prefer,pos
3730,1624.0,96.0,22.0,3.0,sound proofing,excellent,pos
3731,,96.0,22.0,3.0,car,really comfortable,pos
3732,1625.0,96.0,23.0,4.0,suspension,sport version,neu
3733,,96.0,23.0,4.0,handling,perfect blend comfort,pos
3734,,96.0,23.0,4.0,suspension,stiffer,neu
3735,,96.0,23.0,4.0,ride,bit firmer,neu
3736,1626.0,96.0,24.0,7.0,air suspension,lovely,pos
3737,1627.0,96.0,25.0,4.0,comfort mode,car glide,neu
3738,,96.0,25.0,4.0,comfort mode,relaxing,pos
3739,,96.0,25.0,4.0,dynamic mode,sharpens everything,neu
3740,,96.0,25.0,4.0,car,easily fun enough,neu
3741,1628.0,96.0,26.0,0.0,diesel engine,right choice,pos
3742,,96.0,26.0,0.0,noise,little bit acceleration,neu
3743,,96.0,26.0,0.0,economy,cannot fault,pos
3744,1629.0,96.0,27.0,4.0,upgrade,sporting,pos
3745,,96.0,27.0,4.0,car,sporty,pos
3746,,96.0,27.0,4.0,automatic gearbox,lovely,pos
3747,,96.0,27.0,4.0,automatic gearbox,super sleek,pos
3748,,96.0,27.0,4.0,automatic gearbox,response perfectly,pos
3749,1630.0,96.0,28.0,6.0,-,-,-
3750,1631.0,96.0,29.0,9.0,-,-,-
3751,1632.0,96.0,30.0,2.0,windsscreen signature,little bit tacky,neg
3752,,96.0,30.0,2.0,car,cool,pos
3753,1633.0,96.0,31.0,9.0,door,longest,pos
3754,,96.0,31.0,9.0,get,tricky tight parking space,neg
3755,1634.0,96.0,32.0,2.0,car,beautiful,pos
3756,1635.0,96.0,33.0,1.0,-,-,-
3757,1636.0,96.0,34.0,6.0,emrgency service button,really nice,pos
3758,1637.0,96.0,35.0,5.0,-,-,-
3759,1638.0,96.0,36.0,9.0,-,-,-
3760,1639.0,96.0,37.0,3.0,-,-,-
3761,1640.0,96.0,38.0,9.0,reversing camera,hide,pos
3762,1641.0,96.0,39.0,6.0,-,-,-
3763,1642.0,96.0,40.0,8.0,entertaintment system,little bit confusing,neg
3764,,96.0,40.0,8.0,back seat,really cramped,neg
3765,1643.0,96.0,41.0,2.0,car,great looking,pos
3766,,96.0,41.0,2.0,drive,absolute pleasure,pos
3767,,96.0,41.0,2.0,inside,great looking,pos
3768,,96.0,41.0,2.0,,great looking,pos
3769,1644.0,96.0,42.0,7.0,-,-,-
3770,1645.0,96.0,43.0,6.0,-,-,-
