,Unnamed: 0,id,segment_id,aspect,opinion,sentiment
1995,,64,9,middle seat,quite narrow,neg
1996,,64,9,middle seat,not quite high,neu
1997,,64,9,middle seat headroom,lots,pos
1998,,64,9,back seats,best car,pos
1999,,64,9,car,favourite,pos
2000,824,64,10,boot,biggest in its class,pos
2001,,64,10,everything,great,pos
2002,,64,10,boot shape,can't fit much stuff,neg
2003,,64,10,trim,flimsy,neg
2004,,64,10,floor,FALSE,neg
2005,825,64,11,-,-,-
2006,826,64,12,-,-,-
2007,827,64,13,-,-,-
2008,828,64,14,-,-,-
2009,829,64,15,autonoumous driving,effective,pos
2010,,64,15,steering,occasional,neu
2011,830,64,16,-,-,-
2012,831,64,17,ambient lighting,more than used,neu
2013,,64,17,Nintendo entertainment system,original,pos
2014,832,64,18,reversing camera,high definition,pos
2015,833,64,19,-,-,-
2016,834,64,20,leather,fake,neg
2017,835,64,21,exhaust,actually fake,neg
2018,836,64,22,-,-,-
2019,837,64,23,-,-,-
2020,838,64,24,plastic head,cheap,neg
2021,,64,24,plastic head,awful,neg
2022,839,64,25,drive,relaxing,pos
2023,,64,25,corner handling,comfortable,pos
2024,,64,25,corner handling,feels very well,pos
2025,,64,25,corner handling,very great,pos
2026,,64,25,suspension,nice,pos
2027,,64,25,suspension,civil,neu
2028,,64,25,noise,really quiet,pos
2029,,64,25,air suspension,optional,neu
2030,840,64,26,-,-,-
2031,841,64,27,body shape,best,pos
2032,,64,27,body shape,aerodynamic,pos
2033,842,64,28,wind,absolutely none,neu
2034,843,64,29,3 50 d price,hard to justify,pos
2035,,64,29,new engine,smoother,pos
2036,,64,29,new engine,quieter,pos
2037,844,64,30,-,-,-
2038,845,64,31,drive,dead easy,pos
2039,,64,31,car,bit higher,pos
2040,,64,31,view,good,pos
2041,846,64,32,-,-,-
2042,847,64,33,car,more expensive,neg
2043,,64,33,car,lacks fun,neg
2044,,64,33,car,super luxurious,pos
2045,,64,33,drive,really relaxing,pos
2046,848,64,34,-,-,-
2047,849,65,1,BMW seven series,technological powerhouse,pos
2048,850,65,2,-,-,-
2049,851,65,3,-,-,-
2050,852,65,4,ambient lighting,green,neu
2051,,65,4,purple ambient lighting,fancy,pos
2052,,65,4,reading light,nice,pos
2053,853,65,5,seats,massage,pos
2054,,65,5,seats,upgraded,pos
2055,854,65,6,-,-,-
2056,855,65,7,wheel base,long,neu
2057,,65,7,knee room,loads,pos
2058,,65,7,headroom,loads,pos
2059,,65,7,car,super luxurious,pos
2060,,65,7,car,very comfy,pos
2061,,65,7,carrying three,doable,neu
2062,,65,7,carrying three headroom,cramped,neg
2063,856,65,8,size,absolutely massice,neu
2064,,65,8,saloon,not as practical,neg
2065,,65,8,openings,nice,pos
2066,,65,8,loading things,easy,pos
2067,,65,8,space,very flat,pos
2068,,65,8,space,goes a long way back,pos
2069,,65,8,space,widen square,pos
2070,,65,8,boot,more practical,pos
2071,857,65,9,seven series,old,neg
2072,,65,9,seven series,big,neg
2073,858,65,10,spaces,good all round,pos
2074,859,65,11,car,nice,pos
2075,,65,11,car,like,pos
2076,,65,11,car,very very upmarket,pos
2077,,65,11,design,pretty,pos
2078,,65,11,design,not quite simplistic,neg
2079,,65,11,quality,better,pos
2080,860,65,12,seats,heated,pos
2081,,65,12,screen for air conditioning,little,pos
2082,,65,12,screen for air conditioning,love,pos
2083,861,65,13,tech,loads,pos
2084,862,65,14,drive system,new,pos
2085,,65,14,entertainment system,impressive,pos
2086,863,65,15,-,-,-
2087,864,65,16,drive,feels more like Mercedes,neu
2088,,65,16,comfort plus mode,nice,pos
2089,,65,16,comfort plus mode,soft,pos
2090,,65,16,comfort plus mode,relaxing,pos
2091,,65,16,comfort plus mode,floaty effect,pos
2092,,65,16,fidget,a bit more,neg
2093,,65,16,drive,jolts on bigger bumps,neg
2094,,65,16,corner handling,nice,pos
2095,,65,16,corner handling,flat,pos
2096,,65,16,cruise control system,great,pos
2097,865,65,17,cruising,super relaxing,pos
2098,,65,17,cruising,very quiet,pos
2099,866,65,18,miles per gallon,impressive,pos
2100,867,65,19,automatic gearbox,impressive,pos
2101,,65,19,automatic gearbox,responsive,pos
2102,,65,19,automatic gearbox,smooth,pos
2103,,65,19,automatic gearbox,brilliant,pos
2104,868,65,20,pillar,really thick,neg
2105,,65,20,visibility at the front,good,pos
2106,869,65,21,-,-,-
2107,870,65,22,gear selector,protruding,neu
2108,871,65,23,gear selector,stupid,neg
2109,,65,23,gear selector,gesture phallic,neg
2110,,65,23,control,bit of gimmick,neg
2111,872,65,24,-,-,-
2112,873,65,25,-,-,-
2113,874,65,26,-,-,-
2114,875,65,27,remote driving,perfect for tight spaces,pos
2115,876,65,28,virtual 360 degree cameras,grand charisma,pos
2116,877,65,29,laser beam headlights,so bright,pos
2117,878,65,30,air conditioning,ionized,neu
2118,879,65,31,-,-,-
2119,880,65,32,BMW seven series,hideously expensive,neg
2120,,65,32,inside,absolutely lovely,pos
2121,,65,32,travel,supremely comfy,pos
2122,881,65,33,-,-,-
2123,882,66,1,-,-,-
2124,883,66,2,-,-,-
2125,884,66,3,opening bonnet,love,pos
2126,885,66,4,-,-,-
2127,886,66,5,steering wheel,like,pos
2128,887,66,6,brake discs,very interesting,pos
2129,,66,6,wheel look change,easy,pos
2130,888,66,7,trip computer,fancy,pos
2131,,66,7,digital display,special,pos
2132,889,66,8,-,-,-
2133,890,66,9,-,-,-
2134,891,66,10,-,-,-
2135,892,66,11,water jets,little,neu
2136,,66,11,water jets,cute,pos
2137,,66,11,dump control,electronic,neu
2138,893,66,12,car,so period,neu
2139,894,66,13,seats,lovey,pos
2140,,66,13,seats,comfortable,pos
2141,,66,13,central armrest,like,pos
2142,,66,13,central armrest,locks in place,pos
2143,,66,13,central armrest,well made,pos
2144,,66,13,detail,incredible,pos
2145,895,66,14,ashtray,loads,neu
2146,896,66,15,gearbox,manual,neu
2147,,66,15,slip differential,limited with 25% lockup,neu
2148,,66,15,sports exhaust,standard,neu
2149,897,66,16,color,Daytona Violet,neu
2150,898,66,17,front seats,absolutely lovely,pos
2151,,66,17,front seats,fully electric,pos
2152,,66,17,underline support,extend,pos
2153,,66,17,underline support,memory function,neu
2154,,66,17,front seat,recline,pos
2155,,66,17,front seat,move up down electrically,neu
2156,899,66,18,leather,more,pos
2157,,66,18,leather,extended,pos
2158,900,66,19,-,-,-
2159,901,66,20,stiched button,wonderful,pos
2160,902,66,21,engine,glorious,pos
2161,,66,21,engine,thing of beuaty,pos
2162,903,66,22,-,-,-
2163,904,66,23,engine,ver very crisp,pos
2164,905,66,24,body control,alright,neu
2165,,66,24,grip,very very well,pos
2166,,66,24,feel,floaty,pos
2167,906,66,25,-,-,-
2168,907,66,26,-,-,-
2169,908,66,27,car,amazing,pos
2170,,66,27,accelerating,lovely,pos
2171,909,66,28,car,like,pos
2172,910,66,29,-,-,-
2173,911,67,1,-,-,-
2174,912,67,2,-,-,-
2175,913,67,3,edition,range topping,pos
2176,914,67,4,bodywork,beefed up,pos
2177,,67,4,cabin features,sporty,pos
2178,,67,4,cabin features,frippery,pos
2179,,67,4,rear wheels,extra inch,neu
2180,,67,4,detailing,gloss black,neu
2181,,67,4,stripe,huge,neu
2182,,67,4,stripe,running car length,neu
2183,915,67,5,automatic gearbox,slick,pos
2184,,67,5,traction,really good,pos
2185,,67,5,slip differential,limited,neu
2186,,67,5,car,built for comfort rather than speed,neu
2187,916,67,6,-,-,-
2188,917,67,7,-,-,-
2189,918,67,8,launch control system,quick to engage,pos
2190,919,67,9,launch time,not bad,neu
2191,,67,9,pulling power,more,pos
2192,,67,9,sound,old airplane,neg
2193,920,67,10,-,-,-
2194,921,67,11,electronic stability off,good,pos
2195,922,67,12,-,-,-
2196,923,67,13,car,wild as wolf,pos
2197,,67,13,car,controllable as sheep dog,pos
2198,,67,13,sports mode,brilliant,pos
2199,,67,13,steering,let down,neg
2200,,67,13,steering,not feel the road,neg
2201,,67,13,comfort mode,reasonably comfy,pos
2202,,67,13,comfort mode,quieter,pos
2203,924,67,14,-,-,-
2204,925,67,15,cabin,high class,pos
2205,,67,15,cabin,top notch,pos
2206,,67,15,cruiser,comfy,pos
2207,926,67,16,entertainment system,let down,neg
2208,,67,16,entertainment system,not good as BMW,neg
2209,,67,16,rear passengers,not good as BMW,neg
2210,927,67,17,-,-,-
2211,928,67,18,ride,not cheap,pos
2212,929,67,19,car,expensive,pos
2213,930,67,20,-,-,-
2214,931,67,21,-,-,-
2215,932,68,1,car,purely electric,pos
2216,,68,1,car,high end electric,pos
2217,,68,1,put together,very nicely,pos
2218,,68,1,visibility,fantastic,pos
2219,,68,1,put together,very nicely,pos
2220,,68,1,car,solid,pos
2221,933,68,2,mirrors,really good,pos
2222,,68,2,rear view,excellent,pos
2223,,68,2,controls,very intuitive,pos
2224,934,68,3,stuff,really good,pos
2225,935,68,4,electric motor,quite powerful,pos
2226,936,68,5,interior,very comfortable,pos
2227,937,68,6,car,brilliant,pos
2228,,68,6,charge,really slow one,neg
2229,938,68,7,-,-,-
2230,939,68,8,car,above average,pos
2231,940,68,9,car,very nice,pos
2232,,68,9,car,proper,pos
2233,,68,9,car,posh,pos
2234,941,68,10,simplicity,love,pos
2235,,68,10,fittings,Germanic silver and black,neu
2236,942,68,11,sports mode,interesting,pos
2237,,68,11,sports mode,lot more responsive,pos
2238,943,68,12,charges,rapid,pos
2239,944,68,13,deals,unbelievable,pos
2240,,68,13,price,very very cheaply,pos
2241,945,68,14,car,great,pos
2242,,68,14,rapid charging,not got,neg
2243,946,68,15,regionalism,impressive,pos
2244,,68,15,steering wheel paddles,love,pos
2245,,68,15,steering wheel paddles,brilliant,pos
2246,,68,15,control over region,magical,pos
2247,,68,15,control over region,brilliant,pos
2248,,68,15,speed control,fantastic,pos
2249,947,68,16,-,-,-
2250,948,68,17,going downhill,lovely,pos
2251,949,68,18,no rapid charging,frustrating,neg
2252,,68,18,car,brilliant,pos
2253,,68,18,usefulness,restricted,neg
2254,950,68,19,-,-,-
2255,951,68,20,-,-,-
2256,952,68,21,drive,really really comfortable,pos
2257,,68,21,counter drive,really easy,pos
2258,,68,21,turning circle,fantastic,pos
2259,,68,21,drive,delight,pos
2260,953,68,22,warning sound,quite mournful,neg
2261,,68,22,noise,sad,neg
2262,954,68,23,car,peculiar,neg
2263,,68,23,car,mysterious,neg
2264,,68,23,rapid charging,not have,neg
2265,955,68,24,key start,quite spooky,neu
2266,,68,24,key start,peculiar,neu
2267,956,68,25,car,mixed feelings,neu
2268,,68,25,vehicle,highly finnessed,pos
2269,,68,25,finishing,really nice,pos
2270,,68,25,drive,really nice,pos
2271,,68,25,range,very good,pos
2272,,68,25,range,decent,neu
2273,,68,25,charging,ordinary,neg
2274,,68,25,car,brilliant,pos
2275,,68,25,car,very very good,pos
2276,,68,25,car,like,pos
2277,957,69,1,-,-,-
2278,958,69,2,engine,hand built,pos
2279,959,69,3,-,-,-
2280,960,69,4,-,-,-
2281,961,69,5,car,fast,pos
2282,962,69,6,-,-,-
2283,963,69,7,grill,vertical slats,neu
2284,,69,7,bumper,deeper,pos
2285,,69,7,wheel designs,new,pos
2286,,69,7,design,slightly different than C3,neu
2287,964,69,8,full multi beam led headlights,nice touch,pos
2288,965,69,9,wheel arch,slightly wider,pos
2289,,69,9,car,low to the ground,neu
2290,,69,9,wing mirrors,carbon,neu
2291,,69,9,rear,upgrade,pos
2292,,69,9,exhaust pipes,redesigned,neu
2293,,69,9,rear diffuser,more noticeable,neu
2294,,69,9,steering wheel,more grippy,pos
2295,,69,9,steering wheel,nicer holding,pos
2296,,69,9,steering wheel,feels pretty nice to hold,pos
2297,966,69,10,central screen,new,pos
2298,,69,10,central screen,largest,pos
2299,,69,10,digital drivers display,new,pos
2300,,69,10,digital drivers display,standard,pos
2301,967,69,11,information display,lots,pos
2302,,69,11,view changes,different,pos
2303,,69,11,information display,vey nice,pos
2304,968,69,12,adjustable side bolsters,like,pos
2305,,69,12,seats,sports,pos
2306,,69,12,adjustable side bolsters,keep you in place while cornering,pos
2307,969,69,13,quality,good,pos
2308,,69,13,interior,classy as Audi RS4,pos
2309,,69,13,interior,more mordern than BMW,pos
2310,970,69,14,-,-,-
2311,971,69,15,-,-,-
2312,972,69,16,-,-,-
2313,973,69,17,color,blue,neu
2314,974,69,18,car,very expensive,neg
2315,975,69,19,car,dated,neg
2316,,69,19,entertainment system,not very latest,neg
2317,976,69,20,Headroom backseat,little bit tied,neg
2318,977,69,21,left hand drive steering wheel,perfectly placed,pos
2319,,69,21,right hand drive steering wheel,slightly offset,neg
2320,,69,21,right hand drive steering wheel,feel twisted,neg
2321,978,69,22,-,-,-
2322,979,69,23,slip differential,limited,pos
2323,980,69,24,adaptive suspension,standard,pos
2324,981,69,25,-,-,-
2325,982,69,26,-,-,-
2326,983,69,27,engine mounts,dynamic,pos
2327,984,69,28,steering wheel mounted controls,really cool,pos
2328,985,69,29,-,-,-
2329,986,69,30,seats,massive hunchback,neg
2330,987,69,31,car,heavy,neu
2331,988,69,32,brakes,thankful,pos
2332,,69,32,brakes,carbon ceramics,neu
2333,,69,32,brakes,very technical,pos
2334,989,69,33,car,fun,pos
2335,,69,33,corner handling,quite good,pos
2336,990,69,34,-,-,-
2337,991,69,35,-,-,-
2338,992,69,36,-,-,-
2339,993,69,37,automatic mode,still feels bit firm,neu
2340,,69,37,gear shift,pretty quick,pos
2341,,69,37,automatic mode,feels more relaxing,pos
2342,,69,37,car,beast,pos
2343,,69,37,engine,rumble,neu
2344,,69,37,car,never fully relaxes,pos
2345,,69,37,steering control,sporty,neu
2346,,69,37,sport seats,firm,neu
2347,,69,37,suspension,firm,neu
2348,994,69,38,car,lightest,pos
2349,,69,38,car,most agile,pos
2350,995,69,39,car,a lion,pos
2351,,69,39,car,most powerful,pos
2352,,69,39,roar,loudest,neu
2353,,69,39,engine,standout feature,pos
2354,996,69,40,-,-,-
2355,997,70,1,-,-,-
2356,998,70,2,-,-,-
2357,999,70,3,car,hybrid,neu
2358,,70,3,mpg,higher,neu
2359,1000,70,4,car,interesting,pos
2360,1001,70,5,-,-,-
2361,1002,70,6,engineered,beautifully,pos
2362,,70,6,engineering prowess,absolutely pinnacle,pos
2363,,70,6,steering,exquisite,pos
2364,1003,70,7,-,-,-
2365,1004,70,8,car,incredibly quiet,pos
2366,1005,70,9,-,-,-
2367,1006,70,10,engine,quite fast,pos
2368,1007,70,11,-,-,-
2369,1008,70,12,control over driving,like,pos
2370,1009,70,13,-,-,-
2371,1010,70,14,-,-,-
2372,1011,70,15,-,-,-
2373,1012,70,16,drive,lovely,pos
2374,1013,70,17,touch screen,really good,pos
2375,1014,70,18,drive,feel in control of car,pos
2376,1015,70,19,-,-,-
2377,1016,70,20,drive,really like,pos
2378,1017,70,21,technology,amazing,pos
2379,,70,21,sound,very grandiose,pos
2380,,70,21,pedal,haptic feedback,neu
2381,1018,70,22,fuel economy,maximum,pos
2382,,70,22,haptic feedback,kick in the foot,neu
2383,1019,70,23,Mercedes,really awesomely decked out,pos
2384,,70,23,Mercedes,high tech,pos
2385,,70,23,car,really really clever,pos
2386,1020,70,24,auto driving,quite alarming,neu
2387,1021,70,25,miles per gallon,completely unrealistic,pos
2388,,70,25,potential performance,better than average Mercedes-Benz,pos
2389,1022,70,26,-,-,-
2390,1023,70,27,-,-,-
2391,1024,70,28,-,-,-
2392,1025,70,29,-,-,-
2393,1026,70,30,-,-,-
2394,1027,70,31,drive,enormous fun,pos
2395,,70,31,drive,really pleasure,pos
2396,1028,70,32,drive,short,neu
2397,1029,70,33,mpg,not very realistic,neg
2398,1030,70,34,drive,enjoy,pos
2399,,70,34,car,amazing,pos
2400,1031,70,35,-,-,-
2401,1032,70,36,-,-,-
2402,1033,71,1,car,combustion engine,neu
2403,1034,71,2,inside,lots of fabric,neu
2404,,71,2,patterns,crazy,neu
2405,,71,2,Mercedes badge,lovely,pos
2406,1035,71,3,-,-,-
2407,1036,71,4,sound,little bit of whistle,neu
2408,1037,71,5,-,-,-
2409,1038,71,6,engine,quick,pos
2410,1039,71,7,engine,quick,pos
2411,1040,71,8,front end,interesting,pos
2412,1041,71,9,-,-,-
2413,1042,71,10,-,-,-
2414,1043,71,11,car,old fashioned,neu
2415,1044,71,12,acceleration,high,neu
2416,,71,12,handling,even,neu
2417,,71,12,handling,quite good,pos
2418,1045,71,13,car,big,pos
2419,1046,71,14,sporting,pretty easy,neu
2420,1047,71,15,performance,good,neu
2421,1048,71,16,look,familiar,neu
2422,,71,16,design,not crazy,neu
2423,1049,71,17,car,big,neu
2424,,71,17,tires,quite tall,neu
2425,1050,71,18,C pillar,strange,neg
2426,,71,18,C pillar,oval,neu
2427,,71,18,C pillar,poor hole,neg
2428,,71,18,built,composite aluminium steel,neu
2429,1051,71,19,-,-,-
2430,1052,71,20,-,-,-
2431,1053,71,21,front drive shafts,flat,neu
2432,1054,71,22,-,-,-
2433,1055,71,23,-,-,-
2434,1056,71,24,car,completely silent,neu
2435,1057,71,25,front motor setup,amazing,pos
2436,,71,25,front motor,looks like tubular steel cradle,neu
2437,1058,71,26,-,-,-
2438,1059,71,27,-,-,-
2439,1060,71,28,heat pump,great,pos
2440,,71,28,heat pump,necessary,pos
2441,1061,71,29,-,-,-
2442,1062,71,30,-,-,-
2443,1063,71,31,electric car,quiet,pos
2444,1064,71,32,-,-,-
2445,1065,71,33,G wagon,lot of surplus space underneath,neu
2446,1066,71,34,build quality,something else,pos
2447,1067,71,35,-,-,-
2448,1068,71,36,-,-,-
2449,1069,71,37,car,smooth,pos
2450,,71,37,car,composed,pos
2451,,71,37,car,quieter,pos
2452,,71,37,acceleration,more,pos
2453,,71,37,acceleration,good,pos
2454,1070,71,38,-,-,-
2455,1071,71,39,-,-,-
2456,1072,72,1,-,-,-
2457,1073,72,2,car,too sensible,neu
2458,,72,2,car,boring,neu
2459,,72,2,roofline,sweeping,neu
2460,,72,2,car,impractical,neg
2461,,72,2,rear doors,none,neg
2462,1074,72,3,-,-,-
2463,1075,72,4,car,not practical,pos
2464,,72,4,car,stylish,pos
2465,,72,4,windows,frameless,neu
2466,1076,72,5,riddles,pretty large,pos
2467,,72,5,room,good enough,neu
2468,,72,5,Footroom,fine,neu
2469,,72,5,head,touching roofline,neg
2470,,72,5,rear windows,quite small,neg
2471,,72,5,back,cramped,neg
2472,,72,5,middle seat,not like,neg
2473,,72,5,middle seat,quite narrow,neg
2474,,72,5,middle seat,not great vision,neg
2475,1077,72,6,arm rest,not conveniently pulled down,neg
2476,,72,6,storage,bizzare,neg
2477,1078,72,7,storage area,looks cheap,neg
2478,,72,7,storage area,horrible,neg
2479,1079,72,8,USB on 12V socket,not particularly nice,neg
2480,,72,8,trim,pretty well,pos
2481,1080,72,9,boot capacity,slightly smaller than Audi A7,neg
2482,,72,9,boot,still quite large,pos
2483,,72,9,boot,saloon,neu
2484,,72,9,rear seats,not fold down,neg
2485,1081,72,10,hanging,poor looking,neg
2486,,72,10,shopping basket,classical,neu
2487,,72,10,shopping basket,collapsible,neu
2488,,72,10,space,neat looking,pos
2489,1082,72,11,-,-,-
2490,1083,72,12,storage spaces,quite a lot,pos
2491,,72,12,space,quite deep,pos
2492,,72,12,charging points,various,pos
2493,,72,12,space,more,neu
2494,,72,12,cup holders,lucky to have,pos
2495,,72,12,glove box,reasonable size,pos
2496,,72,12,equipement,very good,pos
2497,,72,12,doorbins,can hold two large bottles,neu
2498,1084,72,13,interior,leather,neu
2499,1085,72,14,-,-,-
2500,1086,72,15,digital screens,huge,pos
2501,,72,15,system,lot better,pos
2502,,72,15,system,pretty blooming good,pos
2503,,72,15,navigation,easy,pos
2504,,72,15,navigation,simple,pos
2505,,72,15,infotainment system,pretty easy to use,pos
2506,,72,15,infotainment system,very good,pos
2507,1087,72,16,satellite navigation system,integrated,neu
2508,1088,72,17,internet connectivity package,awesome,pos
2509,,72,17,seats,electrically operated,pos
2510,,72,17,seats,memory,pos
2511,,72,17,steering,electrically operated,pos
2512,1089,72,18,-,-,-
2513,1090,72,19,inside,swooping,neu
2514,,72,19,material,look nice,pos
2515,,72,19,material,feel beautiful,pos
2516,,72,19,car,sleek,pos
2517,,72,19,car,beautiful,pos
2518,1091,72,20,-,-,-
2519,1092,72,21,-,-,-
2520,1093,72,22,-,-,-
2521,1094,72,23,-,-,-
2522,1095,72,24,car,cool looking,pos
2523,,72,24,driving,forever,neg
2524,1096,72,25,exhaust,hate,neg
2525,,72,25,exhaust,fake,neg
2526,,72,25,exhaust,completely unnecessary,neg
2527,1097,72,26,driving position,slightly offset,neg
2528,,72,26,driving position,feel twisted the wheel,neg
2529,1098,72,27,engine,very smooth,pos
2530,,72,27,engine,idle,neg
2531,,72,27,sounds,a bit like a van,neu
2532,1099,72,28,-,-,-
2533,1100,72,29,-,-,-
2534,1101,72,30,seats,heated,pos
2535,,72,30,energizing comfort control,tailor to customer mood,pos
2536,1102,72,31,well being,enhanced,pos
2537,1103,72,32,headlights,bright,pos
2538,,72,32,headlights,really quite impressive,pos
2539,,72,32,reversing camera,neatly hidden,pos
2540,1104,72,33,ambient lighting,linked to climate control,pos
2541,1105,72,34,-,-,-
2542,1106,72,35,engine,noisy when idle,neg
2543,,72,35,engine,really really quiet while driving,pos
2544,,72,35,engine,quietest,pos
2545,,72,35,engine,smoothest,pos
2546,1107,72,36,engine,most powerful,pos
2547,,72,36,engine,really really quick,pos
2548,,72,36,economy,good,pos
2549,1108,72,37,engine,pretty lovely,pos
2550,,72,37,automatic gearbox,really smooth,pos
2551,,72,37,automatic gearbox,responsive,pos
2552,,72,37,air suspension,comfy,pos
2553,,72,37,air suspension,floats over bumps,pos
2554,1109,72,38,car,really quiet,pos
2555,,72,38,car,not as quiet as Audi A7,neg
2556,,72,38,tire noise,bit more,neg
2557,,72,38,wind whistle,some,neu
2558,,72,38,shape,very sleek,pos
2559,,72,38,shape,aerodynamic,pos
2560,1110,72,39,visibilty,not impaired,pos
2561,,72,39,view,decent,pos
2562,1111,72,40,grip,plenty,pos
2563,,72,40,car,big,pos
2564,,72,40,car,look sporty,pos
2565,,72,40,drive,not most sporty,neg
2566,,72,40,drive,relaxed cruiser,neu
2567,,72,40,steering,precise,pos
2568,1112,72,41,-,-,-
2569,1113,73,1,M3,light,pos
2570,,73,1,M3,fast,pos
2571,,73,1,M3,greener,pos
2572,1114,73,2,weight,80 kilogram less,pos
2573,,73,2,fuel efficiency,burn 25% le fuel,pos
2574,,73,2,emission,30% cleaner ,pos
2575,1115,73,3,technologies,new,pos
2576,1116,73,4,power,tiny bit more,pos
2577,,73,4,torque,more,pos
2578,,73,4,sophistication,more,pos
2579,,73,4,weight,less,neu
2580,,73,4,economy,better,pos
2581,1117,73,5,M3,better,pos
2582,,73,5,steering,lovely,pos
2583,,73,5,breaks,great feeling,pos
2584,,73,5,power,huge,pos
2585,,73,5,weight,less,pos
2586,1118,73,6,paddle shift gearbox,so good,pos
2587,,73,6,manual gearbox,standard,neu
2588,1119,73,7,-,-,-
2589,1120,73,8,cabin,pretty nice place,pos
2590,,73,8,cabin,lovely,pos
2591,,73,8,steering wheel,thick,neu
2592,,73,8,steering wheel,chunky,neu
2593,,73,8,seats,great,pos
2594,,73,8,cabin,really nice,pos
2595,,73,8,dashboard,driver centric,pos
2596,,73,8,dashboard,clear,pos
2597,1121,73,9,-,-,-
2598,1122,73,10,-,-,-
2599,1123,73,11,active M differential,Absolutely to your heart's content,pos
2600,1124,73,12,M3,love,pos
2601,1125,73,13,engine sound,little bit flat,neg
2602,,73,13,engine sound,not boring,neg
2603,1126,73,14,steering,love,pos
2604,,73,14,brakes,love,pos
2605,,73,14,chasis,love,pos
2606,,73,14,ride,really good,pos
2607,1127,73,15,prices,nice,pos
2608,,73,15,prices,deeply appealing,pos
2609,,73,15,over specifications,deeply appealing,pos
2610,1128,73,16,car,more ecologically sound,neu
2611,,73,16,engine,amazingly efficient,pos
2612,,73,16,engine,not have rip,neg
2613,,73,16,car,fine,neu
2614,1129,74,1,-,-,-
2615,1130,74,2,car,crazed bulldog,neg
2616,1131,74,3,engine,absolutely monster on move,neg
2617,,74,3,throttle response,great,pos
2618,,74,3,power delivery,great,pos
2619,,74,3,torque,amzing,pos
2620,,74,3,engine,feels natural,pos
2621,1132,74,4,handling,love,pos
2622,,74,4,grip,not much,neu
2623,,74,4,handling,not as incisive,neg
2624,,74,4,handling,not as sure,neg
2625,1133,74,5,paint,Valencia orange,neu
2626,1134,74,6,front seat,memory functions gone,neg
2627,1135,74,7,-,-,-
2628,1136,74,8,-,-,-
2629,1137,74,9,-,-,-
2630,1138,74,10,-,-,-
2631,1139,74,11,car,love,pos
2632,,74,11,car,great,pos
2633,,74,11,car,very special,pos
2634,,74,11,car,great income,pos
2635,1140,74,12,-,-,-
2636,1141,75,1,car,old school,neu
2637,,75,1,car,not old fashioned,neu
2638,1142,75,2,car,good,pos
2639,,75,2,car,relatively compact,neu
2640,,75,2,size,right,neu
2641,1143,75,3,engine,right,neu
2642,1144,75,4,weight balance,right,neu
2643,1145,75,5,car,good fun,pos
2644,1146,75,6,-,-,-
2645,1147,75,7,-,-,-
2646,1148,75,8,-,-,-
2647,1149,75,9,-,-,-
2648,1150,75,10,-,-,-
2649,1151,75,11,-,-,-
2650,1152,75,12,car,feels louder,neu
2651,1153,75,13,sounds,really nice,pos
2652,1154,75,14,soundproofing,a bit less,neg
2653,1155,75,15,power,a bit more,pos
2654,1156,75,16,-,-,-
2655,1157,75,17,steering,more precise,pos
2656,,75,17,direction change,better,pos
2657,,75,17,car,more hardcore than M2,pos
2658,1158,75,18,direction change,really nice,pos
2659,,75,18,differential,really really nice,pos
2660,,75,18,keys,good,pos
2661,1159,75,19,torque,decent amount,neu
2662,1160,75,20,car,nice,pos
2663,,75,20,balance,nice,pos
2664,,75,20,car,agile,pos
2665,,75,20,car,responsive,pos
2666,,75,20,steering precision,extra,pos
2667,,75,20,turn in,extra,neu
2668,1161,75,21,-,-,-
2669,1162,75,22,balance,redressed expertly,pos
2670,,75,22,balance,tidy,neu
2671,,75,22,speed,nice,pos
2672,,75,22,slide,more easy,pos
2673,1163,75,23,brakes,annoying,neg
2674,,75,23,power,enough,neu
2675,1164,75,24,car,really nice,pos
2676,,75,24,car,like a lot,pos
2677,,75,24,car,really really cool,pos
2678,,75,24,track driving,not ovetrly harsh sprung,pos
2679,,75,24,drive,really great,pos
2680,,75,24,drive,really really good fun,pos
2681,,75,24,drive,like a lot,pos
2682,1165,75,25,-,-,-
2683,1166,75,26,engine,new,neu
2684,,75,26,brakes,bigger,neu
2685,,75,26,exhaust,new,neu
2686,1167,75,27,flaps,electrically controlled,neu
2687,,75,27,noise,a bit more,neg
2688,,75,27,engine brace,wishbone shaped,neu
2689,,75,27,response,improve,neu
2690,1168,75,28,wheels,new,neu
2691,,75,28,doors,different,neu
2692,1169,75,29,general goodness,iintact,pos
2693,1170,75,30,steering response,extra,neu
2694,,75,30,steering,really precise,pos
2695,,75,30,steering,really really precise,pos
2696,,75,30,steering,really really absolutely tiptop,pos
2697,,75,30,rear following front,accurate,pos
2698,1171,75,31,car,feels lighter,pos
2699,,75,31,engine,smooth,pos
2700,,75,31,stability control,not too disruptive,neg
2701,1172,75,32,drive,really good,pos
2702,1173,75,33,competition pack,good,pos
2703,1174,75,34,stiffness,extra,neu
2704,,75,34,steering,much more precise,pos
2705,,75,34,car,nice,neu
2706,1175,75,35,car,straightforward,neu
2707,,75,35,car,front engined,neu
2708,,75,35,car,rear drive sport,neu
2709,1176,75,36,Gearbox,good,pos
2710,1177,75,37,handling,not as good,neg
2711,1178,75,38,-,-,-
2712,1179,75,39,engine,better,pos
2713,1180,75,40,handling,good,pos
2714,,75,40,response,good,pos
2715,1181,75,41,car,best mid range sports,pos
