,Unnamed: 0,id,segment_id,aspect_lemmatized,opinion_lemmatized,sentiment
3202,,84,20,petrol engine,really really lovely,pos
3203,,84,20,V8,bonkers,pos
3204,,84,20,gearbox,really smooth,pos
3205,,84,20,gearbox,slick,pos
3206,1353,84,21,suspension,stiffens,neu
3207,,84,21,car,big,neu
3208,,84,21,corner handling,really well,pos
3209,,84,21,steering,nice,pos
3210,,84,21,steering,light going slow,pos
3211,,84,21,steering,heavy,neu
3212,1354,84,22,control system,active,pos
3213,,84,22,control system,clever,pos
3214,1355,84,23,car,relaxing,pos
3215,1356,84,24,system,change lane,pos
3216,1357,84,25,-,-,-
3217,1358,84,26,right hand drive steering,bit offset,neg
3218,,84,26,right hand drive steering,feel twisted,neg
3219,,84,26,privacy glass,standard,neg
3220,,84,26,privacy glass,get,neg
3221,1359,84,27,-,-,-
3222,1360,84,28,exhaust,fake,neg
3223,1361,84,29,display,operated touch,neg
3224,,84,29,display,ridiculous,neg
3225,1362,84,30,work table,absolutely love,pos
3226,,84,30,work table,airplane style,pos
3227,,84,30,work table,glorious,pos
3228,,84,30,work table,expensive,pos
3229,,84,30,work table,laptop bounce,neg
3230,1363,84,31,-,-,-
3231,1364,84,32,Headlights,bright,pos
3232,1365,84,33,-,-,-
3233,1366,84,34,magic body control camera,read road ahead,pos
3234,,84,34,camera special effect,best,pos
3235,1367,84,35,-,-,-
3236,1368,84,36,engine response,instant,pos
3237,1369,84,37,car,really good,pos
3238,,84,37,car,luxury,pos
3239,1370,85,1,-,-,-
3240,1371,85,2,-,-,-
3241,1372,85,3,engine,real star,pos
3242,,85,3,engine,flipping fast,pos
3243,,85,3,torque,much,pos
3244,1373,85,4,acceleration,epic,pos
3245,1374,85,5,-,-,-
3246,1375,85,6,system,pretty good,pos
3247,,85,6,system,active,neg
3248,1376,85,7,steering,quite good,pos
3249,,85,7,steering,lot precision,pos
3250,,85,7,feedback,massive,neu
3251,,85,7,handling,little bit pointing,neu
3252,,85,7,corner handling,bile,neg
3253,1377,85,8,corner handling,hard,neg
3254,,85,8,adjustability,le,neg
3255,1378,85,9,suspension,quite firm,neu
3256,,85,9,suspension,little bit fidgety,neg
3257,,85,9,suspension,comfortable,neg
3258,1379,85,10,car,really quiet,pos
3259,1380,85,11,-,-,-
3260,1381,85,12,interior,really nice,pos
3261,1382,85,13,engine,fantastic,pos
3262,,85,13,auto mode,hit miss,neg
3263,,85,13,manual mode drive,hard,neu
3264,,85,13,manual mode,much better,pos
3265,,85,13,normal driving,pretty good,pos
3266,1383,85,14,-,-,-
3267,1384,85,15,sound,none,pos
3268,1385,86,1,-,-,-
3269,1386,86,2,car,pretty nice,pos
3270,,86,2,car,lot cheaper,pos
3271,,86,2,car,bit usable,pos
3272,1387,86,3,-,-,-
3273,1388,86,4,weight distribution,slide rear,neu
3274,1389,86,5,-,-,-
3275,1390,86,6,-,-,-
3276,1391,86,7,architecture,old,neu
3277,1392,86,8,car,bit smaller,neg
3278,1393,86,9,-,-,-
3279,1394,86,10,glove box,good enough,neu
3280,,86,10,element,hot redish,neu
3281,,86,10,steering,quite responsive,pos
3282,,86,10,steering,light,pos
3283,,86,10,steering,direct,neu
3284,1395,86,11,-,-,-
3285,1396,86,12,wagon load,little bit,neg
3286,1397,86,13,-,-,-
3287,1398,86,14,-,-,-
3288,1399,86,15,-,-,-
3289,1400,86,16,-,-,-
3290,1401,86,17,-,-,-
3291,1402,86,18,car,smaller,neu
3292,,86,18,car,lighter,neu
3293,1403,86,19,engine,naturally aspirated,neu
3294,,86,19,response,really something else,pos
3295,,86,19,steering,heavier,neu
3296,1404,86,20,steering system,really glorious,pos
3297,,86,20,drive,enjoy,pos
3298,1405,86,21,drive,good,pos
3299,1406,86,22,car,pleasingly usable,pos
3300,1407,86,23,-,-,-
3301,1408,86,24,sound,absolutely incredible,pos
3302,1409,86,25,-,-,-
3303,1410,86,26,-,-,-
3304,1411,86,27,car,love,pos
3305,1412,86,28,-,-,-
3306,1413,86,29,driving,sheer,neu
3307,1414,86,30,car,good,pos
3308,1415,87,1,-,-,-
3309,1416,87,2,-,-,-
3310,1417,87,3,mile hour,quite lot,neu
3311,1418,87,4,engine,sophisticated,pos
3312,1419,87,5,weight,quite lot,neu
3313,1420,87,6,latest generation,like,pos
3314,,87,6,interior,like,pos
3315,,87,6,dash,particularly great,pos
3316,,87,6,screen,massive,pos
3317,,87,6,screen,big,pos
3318,,87,6,screen,little bit dart board,neu
3319,,87,6,digital space,largely pretty clear,pos
3320,,87,6,weight,pleasing,pos
3321,,87,6,screen,really accurate,pos
3322,1421,87,7,car,enjoyable,pos
3323,,87,7,seating,relax,pos
3324,1422,87,8,car,enjoy,pos
3325,,87,8,control,firm,pos
3326,,87,8,car,big,pos
3327,1423,87,9,-,-,-
3328,1424,87,10,car,bit fast,pos
3329,1425,87,11,balance,really good,pos
3330,1426,87,12,car,astonishingly agile,pos
3331,,87,12,car,really quick,pos
3332,,87,12,brake,sensational,pos
3333,,87,12,car,good,pos
3334,,87,12,car,really really good fun,pos
3335,,87,12,drift mode,good,pos
3336,,87,12,torque,much,pos
3337,,87,12,car,good,pos
3338,,87,12,smoke,much,pos
3339,1427,87,13,engine,big,pos
3340,,87,13,engine,massively powerful,pos
3341,,87,13,engine,ringing ear,pos
3342,1428,87,14,-,-,-
3343,1429,87,15,-,-,-
3344,1430,87,16,-,-,-
3345,1431,88,1,car,jacked two inch,neu
3346,,88,1,car,desirable,pos
3347,1432,88,2,-,-,-
3348,1433,88,3,SUV,tall,neu
3349,,88,3,look,like,pos
3350,,88,3,backend,stylish,pos
3351,1434,88,4,boot capacity,40% greater,pos
3352,,88,4,boot,room,pos
3353,,88,4,load lift,annoying,neg
3354,,88,4,floor storage,handy,pos
3355,,88,4,load area,nice,pos
3356,,88,4,load area,flat,pos
3357,,88,4,load area,usable,pos
3358,,88,4,tailgate,automated,neu
3359,1435,88,5,room,lot better,pos
3360,,88,5,headroom,pretty decent,pos
3361,,88,5,window,quite small,neg
3362,,88,5,backseat,feel claustrophobic,neg
3363,,88,5,child,like,neg
3364,,88,5,backseat,dark,neg
3365,,88,5,backseat,dingy,neg
3366,,88,5,body,pretty narrow,neg
3367,,88,5,carry three passenger back,good,neg
3368,,88,5,foot wall,pretty small,neg
3369,1436,88,6,feature,nice,pos
3370,,88,6,cup holder,like,pos
3371,,88,6,cup holder,cool,pos
3372,,88,6,space,pretty decent,pos
3373,,88,6,front door bin,hold way bigger,pos
3374,,88,6,glove box,reasonable size,neu
3375,1437,88,7,entertainment system,okay use,neu
3376,,88,7,entertainment system,slick BMW X1,neg
3377,,88,7,satnav,midlevel,neu
3378,,88,7,satnav,look little bit cheap,neg
3379,1438,88,8,interior design,pretty sporty,pos
3380,,88,8,interior,like look,pos
3381,,88,8,interior,feel cheap place,neg
3382,,88,8,material,cheap,neg
3383,1439,88,9,drive,better,pos
3384,,88,9,suspension,jacked,pos
3385,,88,9,car,comfortable,pos
3386,,88,9,steering,feel good,neg
3387,1440,88,10,tire noise,lot,neg
3388,1441,88,11,pillar,swooping,neg
3389,,88,11,pillar,blind spot,neg
3390,,88,11,rear window,small,neg
3391,,88,11,rear pillar,huge,pos
3392,1442,88,12,1.6 litre petrol engine,little bit slow,neg
3393,,88,12,2.5 litre petrol engine,pretty quick,pos
3394,,88,12,automatic gearbox,standard,neu
3395,1443,88,13,entry level diesel engine,pretty good,pos
3396,1444,88,14,-,-,-
3397,1445,88,15,-,-,-
3398,1446,88,16,car,micture good bad,neu
3399,1447,88,17,-,-,-
3400,1448,88,18,-,-,-
3401,1449,88,19,bonnet opening,little bit workout,neg
3402,,88,19,false floor,like,pos
3403,,88,19,supportive gas truck,,neg
3404,1450,88,20,engine choice,wide,pos
3405,1451,88,21,dash,get door,neg
3406,1452,88,22,-,-,-
3407,1453,88,23,seat belt,snag,pos
3408,1454,88,24,adult occupant protection crash test .,highest score,pos
3409,1455,88,25,downhill,easy,pos
3410,,88,25,downhill speed regulation,perfect,pos
3411,1456,88,26,-,-,-
3412,1457,88,27,-,-,-
3413,1458,88,28,car,good looking,pos
3414,,88,28,place,little bit compromised,neg
3415,1459,88,29,-,-,-
3416,1460,89,1,car,fastest real world,pos
3417,1461,89,2,engine,world's powerful,pos
3418,1462,89,3,-,-,-
3419,1463,89,4,-,-,-
3420,1464,89,5,-,-,-
3421,1465,89,6,-,-,-
3422,1466,89,7,corner handling,quite nice,neu
3423,1467,89,8,traction,proper,pos
3424,,89,8,steering,love,pos
3425,,89,8,steering,pure,pos
3426,,89,8,steering,precise,pos
3427,,89,8,corner handling,really nice,pos
3428,,89,8,front end,nailed,pos
3429,1468,89,9,gearbox,work fast enough,neg
3430,1469,89,10,car,quick,pos
3431,1470,89,11,drive,really really well sorted,pos
3432,1471,89,12,brake,impressive,pos
3433,,89,12,handling balance,amazing,pos
3434,1472,89,13,engine,strong,pos
3435,1473,89,14,-,-,-
3436,1474,89,15,track drive,pretty good,pos
3437,,89,15,motor,best thing,pos
3438,1475,89,16,motor,really strong,pos
3439,1476,89,17,motor,love,pos
3440,,89,17,steering,love,pos
3441,1477,89,18,car,mostly loved,pos
3442,,89,18,car,impressive,pos
3443,,89,18,steering,impressive,pos
3444,,89,18,car,feel faster,pos
3445,1478,89,19,-,-,-
3446,1479,89,20,-,-,-
3447,1480,90,1,car,serious legacy,pos
3448,1481,90,2,engine,big,pos
3449,,90,2,driving,effortless,pos
3450,1482,90,3,500E,best bunch,pos
3451,1483,90,4,-,-,-
3452,1484,90,5,engine,star attraction,pos
3453,1485,90,6,road,feel brilliant,pos
3454,1486,90,7,steering,absolutely brimming feedback,pos
3455,,90,7,automatic transmission,dull witted,neg
3456,,90,7,engine,properly fast,pos
3457,1487,90,8,steering,meaty,neu
3458,,90,8,car,refined,pos
3459,,90,8,car,absolutely stuffed tech,pos
3460,1488,90,9,-,-,-
3461,1489,90,10,-,-,-
3462,1490,90,11,car,brilliant,pos
3463,1491,90,12,-,-,-
3464,1492,91,1,-,-,-
3465,1493,91,2,-,-,-
3466,1494,91,3,-,-,-
3467,1495,91,4,cabin,gratifyingly well finished,pos
3468,,91,4,interior,little le interesting,neg
3469,,91,4,interior,beautifully put together,pos
3470,1496,91,5,car,comfortable,pos
3471,,91,5,chair,big,pos
3472,,91,5,chair,lovely,pos
3473,,91,5,room,ample,pos
3474,,91,5,ride,impeccably,pos
3475,1497,91,6,car,heavy,neu
3476,,91,6,suspension,setup comfort,neu
3477,1498,91,7,car,comfortable,pos
3478,1499,91,8,car,quick enough,neg
3479,,91,8,car,fast,neg
3480,,91,8,car,fine,pos
3481,,91,8,car,absolutely fine,pos
3482,,91,8,towing,unlikely man enough job,neg
3483,1500,91,9,car,dynamic benchmark,neg
3484,1501,91,10,car,easy warm,pos
3485,,91,10,car,relaxed,pos
3486,,91,10,car,refined,pos
3487,,91,10,car,comfortable skin,pos
3488,1502,92,1,car,perfect British summer,pos
3489,,92,1,folding metal roof,nice,pos
3490,1503,92,2,price,lot money,neg
3491,,92,2,car,quite old,pos
3492,1504,92,3,seat,go back long way,pos
3493,,92,3,steering adjustment,lot,pos
3494,,92,3,headroom,decent,pos
3495,,92,3,car,fine large people,pos
3496,1505,92,4,car,old Mercedes,neu
3497,,92,4,car,bad,neu
3498,,92,4,material,pretty nice,pos
3499,,92,4,material,feel solid,pos
3500,,92,4,thing,nice,neg
3501,,92,4,thing,feel cheap,neg
3502,,92,4,thing,nasty,neg
3503,,92,4,console layer,old fashioned,neg
3504,1506,92,5,-,-,-
3505,1507,92,6,satellite navigation,particularly nice use,neg
3506,,92,6,command online system,great use,neg
3507,,92,6,command online system,little bit confusing,neg
3508,1508,92,7,seat,lovely,pos
3509,,92,7,seat,nappa leather,pos
3510,1509,92,8,standard seat,fake leather,neg
3511,1510,92,9,car,right,neu
3512,,92,9,space,right,neu
3513,,92,9,storage,right,neu
3514,,92,9,glove box,decent size,neu
3515,,92,9,door pocket,extendable,neu
3516,1511,92,10,boot capacity,pretty good,pos
3517,,92,10,storage,need,pos
3518,,92,10,boot,pleanty space,pos
3519,,92,10,boot,preety large,pos
3520,1512,92,11,car,quite elegant,pos
3521,1513,92,12,car,expensive fix,neg
3522,1514,92,13,-,-,-
3523,1515,92,14,drive,quite easy,pos
3524,,92,14,maneuver traffic,easier,pos
3525,,92,14,suspension,crashing bump,neg
3526,,92,14,bump,jump,neg
3527,,92,14,rough surface,fidget,neg
3528,,92,14,manual gearbox,lot noise,pos
3529,,92,14,automatic gearbox,make drive easy,pos
3530,1516,92,15,setup,classic sport,neu
3531,1517,92,16,drive,fun front wheel drive,neg
3532,,92,16,car,sportiest sport car,neg
3533,,92,16,car,sport car,pos
3534,,92,16,handling,dynamic package,neu
3535,,92,16,suspension,adjustable,neu
3536,,92,16,steering,sharper,pos
3537,1518,92,17,-,-,-
3538,1519,92,18,sport plus exhaust,raucous,neu
3539,1520,92,19,corner handling,flatter,neu
3540,1521,92,20,roof,annoying,neg
3541,1522,92,21,roof,annoying,neg
3542,1523,92,22,roof,really quiet,pos
3543,,92,22,roof,relaxing,pos
3544,1524,92,23,metal roof,feel coop,pos
3545,1525,92,24,engine,feel really quick,pos
3546,,92,24,engine,work nicely,pos
3547,1526,92,25,-,-,-
3548,1527,92,26,-,-,-
3549,1528,92,27,carbon fibre trim,look little bit tacky,neg
3550,1529,92,28,entertainment screen,borthers,neg
3551,,92,28,entertainment screen,line centrally,neg
3552,1530,92,29,passenger,slightly unnerved,neg
3553,,92,29,advisor,tiny,neg
3554,,92,29,advisor,good job,neg
3555,1531,92,30,-,-,-
3556,1532,92,31,-,-,-
3557,1533,92,32,Magin Sky roof,give blind,pos
3558,,92,32,steering,electric,pos
3559,,92,32,car,premium brand,pos
3560,1534,92,33,speaker,10 stereo upgraded,pos
3561,1535,92,34,-,-,-
3562,1536,92,35,badge,rather large,neu
3563,1537,92,36,roof,enjoy,pos
3564,,92,36,air scarf,blow warmer,pos
3565,1538,92,37,-,-,-
3566,1539,92,38,car,bad,neu
3567,,92,38,car,sport car,neu
3568,1540,92,39,-,-,-
3569,1541,93,1,car,favourite,pos
3570,,93,1,car,sport car,neu
3571,1542,93,2,power,10%more,neu
3572,,93,2,torque,30%more,neu
3573,,93,2,weight,half ton GT-R,neu
3574,,93,2,steering,four wheel,neu
3575,,93,2,drive,four wheel,neu
3576,,93,2,anti friction turbo bearing,fairly major scientific discovery,pos
3577,1543,93,3,-,-,-
3578,1544,93,4,body,reinforced,neu
3579,1545,93,5,body,white,neu
3580,1546,93,6,front end,stiffer,neu
3581,,93,6,steering,feedback,pos
3582,,93,6,car,rigid,neu
3583,,93,6,drive,easy,pos
3584,,93,6,ride,civil,pos
3585,,93,6,ride,comfortable,pos
3586,,93,6,get,easy,pos
3587,1547,93,7,sound,really good,pos
3588,,93,7,car,little special,neu
3589,,93,7,car,like saloon,neu
3590,1548,93,8,car,job,neu
3591,1549,93,9,technology,got every GT-R technology,pos
3592,,93,9,handling,pretty special,pos
3593,1550,93,10,traffic control system,really clever,pos
3594,,93,10,drive,dry feeling,neu
3595,,93,10,drive,stable four wheel drive feeling,neu
3596,,93,10,traffic control system,pointy,pos
3597,,93,10,traffic control system,pretty clever,pos
3598,,93,10,car,special,pos
3599,,93,10,first impression,pretty good,pos
3600,1551,93,11,traffic control system,pretty good,pos
3601,1552,93,12,stop,well,pos
3602,1553,93,13,-,-,-
3603,1554,94,1,car,faster,pos
3604,1555,94,2,-,-,-
3605,1556,94,3,car,quite powerful,pos
3606,,94,3,engine,smaller,neg
3607,,94,3,engine,compact,neg
3608,1557,94,4,car,longer,neu
3609,,94,4,event,big,neu
3610,1558,94,5,-,-,-
3611,1559,94,6,ceramic brake,expensive,neu
3612,,94,6,inside,fairly standard,neu
3613,,94,6,inside,classy,pos
3614,1560,94,7,-,-,-
3615,1561,94,8,-,-,-
3616,1562,94,9,ocomfort mode ride,uncomfortable,neu
3617,,94,9,ocomfort mode ride,bit firmer,pos
3618,1564,94,11,gearbox,responsive enough,pos
3619,,94,11,corner,love,pos
3620,,94,11,sport steering,weight,neu
3621,,94,11,gear shift,handy,pos
3622,1565,94,12,noise,good,pos
3623,1566,94,13,-,-,-
3624,1567,94,14,car,nice,pos
3625,,94,14,car,louder,neg
3626,1568,94,15,-,-,-
3627,1569,94,16,body control,tight,pos
3628,,94,16,car,mordern,pos
3629,,94,16,car,muscle sport,neu
3630,,94,16,drive,safe,pos
3631,,94,16,drive,fun,pos
3632,,94,16,drive,spiritedly,pos
3633,,94,16,focus,nice,pos
3634,,94,16,car,good,pos
3635,1570,94,17,-,-,-
3636,1571,94,18,-,-,-
3637,1572,94,19,balance,really pleasing,pos
3638,1573,94,20,front engine,benign,neu
3639,,94,20,drive,rear,neu
3640,,94,20,balance,rear drive,neu
3641,,94,20,wheel base,long,neu
3642,1574,94,21,-,-,-
3643,1575,94,22,corner braking,really nice,pos
3644,1576,94,23,-,-,-
3645,1577,94,24,-,-,-
3646,1578,94,25,car,like,pos
3647,,94,25,A3,belting,pos
3648,1579,94,26,-,-,-
3649,1580,95,1,driving position,higher,pos
3650,1581,95,2,-,-,-
3651,1582,95,3,A4 driving position,40 millimeter extra,pos
3652,,95,3,A4 boot,slightly bigger,pos
3653,1583,95,4,-,-,-
3654,1584,95,5,centre gravity,higher,pos
3655,1585,95,6,car,heavy,neg
3656,,95,6,car,go well,neg
3657,1586,95,7,-,-,-
3658,1587,95,8,-,-,-
3659,1588,95,9,bonnet,high,neg
3660,,95,9,bonnet,ugly,neg
3661,,95,9,engine,properly fast,pos
3662,1589,95,10,gearbox,weak point,neg
3663,,95,10,gearbox,work pretty well,pos
3664,,95,10,drive,quite hard,neg
3665,,95,10,understeer,bit,neg
3666,,95,10,gearbox,snap,neg
3667,,95,10,car,hang,neg
3668,,95,10,handling,quite hard,neg
3669,1590,95,11,brake,feel stuck,neg
3670,1591,95,12,handle,really,pos
3671,1592,95,13,exhaust,sport,neu
3672,,95,13,exhaust,great,pos
3673,1593,95,14,-,-,-
3674,1594,95,15,-,-,-
3675,1595,95,16,road,bad,neu
3676,,95,16,offroad,another talent,pos
3677,,95,16,road,another capability,pos
3678,1596,95,17,driving position ground clearance,little bit,pos
3679,1597,95,18,rough terrain,much problem,pos
3680,1598,95,19,-,-,-
3681,1599,95,20,road,bad,pos
3682,,95,20,roading,quite impressed,pos
3683,1600,95,21,-,-,-
3684,1601,95,22,boot,bigger,pos
3685,,95,22,driving position,slightly higher,pos
3686,1602,95,23,-,-,-
3687,1603,96,1,coupe,lovely,pos
3688,1604,96,2,price,two grand,neu
3689,1605,96,3,boot capacity,80 litre le,neg
3690,1606,96,4,boot opening,quite good BMW four,neg
3691,,96,4,boot shape,quite good BMW four,neg
3692,,96,4,boot size,quite good BMW four,neg
3693,,96,4,shopping bag hooker,nice,pos
3694,,96,4,boot feature,nice,pos
3695,,96,4,fold seat,nice,pos
3696,1607,96,5,door open,nice,pos
3697,,96,5,door open,wide,pos
3698,,96,5,practicality,compromised,neg
3699,1608,96,6,inside,actually lovely,pos
3700,,96,6,seat,countoured,pos
3701,,96,6,cabin,nice nice,pos
3702,1609,96,7,backseat headroom,absolutely none,neg
3703,,96,7,backseat,really really cramped,neg
3704,1610,96,8,-,-,-
3705,1611,96,9,car,wonderful,pos
3706,1612,96,10,interior,lovely,pos
3707,1613,96,11,seat,painless,pos
3708,,96,11,seat,sporty,pos
3709,,96,11,seating,lower,neu
3710,1614,96,12,seat,real leather,pos
3711,,96,12,dash,artificial letter,neu
3712,1615,96,13,upgrade,well worth,pos
3713,1616,96,14,-,-,-
3714,1617,96,15,command online system,better standard German satnav,pos
3715,1618,96,16,upgrade premium plus package,definitely worth,pos
3716,,96,16,premium plus package,expensive,neg
3717,,96,16,premium plus package price,lot money,neg
3718,1619,96,17,entertaintment system,good use I Drive,neg
3719,1620,96,18,storage,pretty good,pos
3720,,96,18,storage,lot,pos
3721,,96,18,glove box,big,pos
3722,,96,18,door bin,big enough,pos
3723,,96,18,car,pretty,pos
3724,,96,18,car,practical,pos
3725,1621,96,19,handling,sharpest BMW four,neg
3726,1622,96,20,visibility,slightly better,pos
3727,,96,20,back,steep,neu
3728,,96,20,back,good,pos
3729,1623,96,21,drive feel,prefer,pos
3730,1624,96,22,sound proofing,excellent,pos
3731,,96,22,car,really comfortable,pos
3732,1625,96,23,suspension,sport version,neu
3733,,96,23,handling,perfect blend comfort,pos
3734,,96,23,suspension,stiffer,neu
3735,,96,23,ride,bit firmer,neu
3736,1626,96,24,air suspension,lovely,pos
3737,1627,96,25,comfort mode,car glide,neu
3738,,96,25,comfort mode,relaxing,pos
3739,,96,25,dynamic mode,sharpens everything,neu
3740,,96,25,car,easily fun enough,neu
3741,1628,96,26,diesel engine,right choice,pos
3742,,96,26,noise,little bit acceleration,neu
3743,,96,26,economy,cannot fault,pos
3744,1629,96,27,upgrade,sporting,pos
3745,,96,27,car,sporty,pos
3746,,96,27,automatic gearbox,lovely,pos
3747,,96,27,automatic gearbox,super sleek,pos
3748,,96,27,automatic gearbox,response perfectly,pos
3749,1630,96,28,-,-,-
3750,1631,96,29,-,-,-
3751,1632,96,30,windsscreen signature,little bit tacky,neg
3752,,96,30,car,cool,pos
3753,1633,96,31,door,longest,pos
3754,,96,31,get,tricky tight parking space,neg
3755,1634,96,32,car,beautiful,pos
3756,1635,96,33,-,-,-
3757,1636,96,34,emrgency service button,really nice,pos
3758,1637,96,35,-,-,-
3759,1638,96,36,-,-,-
3760,1639,96,37,-,-,-
3761,1640,96,38,reversing camera,hide,pos
3762,1641,96,39,-,-,-
3763,1642,96,40,entertaintment system,little bit confusing,neg
3764,,96,40,back seat,really cramped,neg
3765,1643,96,41,car,great looking,pos
3766,,96,41,drive,absolute pleasure,pos
3767,,96,41,inside,great looking,pos
3768,,96,41,,great looking,pos
3769,1644,96,42,-,-,-
3770,1645,96,43,-,-,-
3771,1646,97,1,car,finest looking,pos
3772,1647,97,2,-,-,-
3773,1648,97,3,ownership proposition,great,pos
3774,,97,3,mileage,big,pos
3775,1649,97,4,engine,lovely,pos
3776,,97,4,car,love,pos
3777,,97,4,car,better mid engine,pos
3778,1650,97,5,wheel,big,neu
3779,,97,5,nose,long,neu
3780,,97,5,seating,backside near rear,neu
3781,1651,97,6,wheel,like,neg
3782,,97,6,drive,hard town,neg
3783,,97,6,corner handling,got careful wheel,neg
3784,,97,6,car,great,pos
3785,1652,97,7,gearbox,le sensitive,neg
3786,,97,7,car,brilliant,pos
3787,,97,7,engine,mighty strong point,pos
3788,,97,7,engine,naturally aspirated,pos
3789,,97,7,engine,amazing,pos
3790,,97,7,sound,extraordinary,pos
3791,,97,7,sound,great,pos
3792,,97,7,sound,boring,pos
3793,,97,7,sound,irritating,pos
3794,,97,7,sound,wearing,pos
3795,1653,97,8,door,practical,pos
3796,,97,8,door,take le space open,pos
3797,1654,97,9,gearbox,want little bit sharper,neg
3798,1655,97,10,car,astonishing,pos
3799,,97,10,steering,slightly sharp,neg
3800,1656,97,11,car,respect,pos
3801,1657,97,12,car,unique character,pos
3802,,97,12,look,blend brutatlity elegance,pos
3803,,97,12,drive,blend brutatlity elegance,pos
3804,1658,97,13,car,vivid,pos
3805,,97,13,car,exciting,pos
3806,1659,98,1,car,bestselling,pos
3807,1660,98,2,car,feel like upgrade business class,pos
3808,1661,98,3,car,bigger,neu
3809,,98,3,car,100 kilogram lighter,neu
3810,1662,98,4,car,aerodynamically efficient,pos
3811,,98,4,car,economical,pos
3812,1663,98,5,-,-,-
3813,1664,98,6,-,-,-
3814,1665,98,7,suspension,matic,neu
3815,,98,7,trim,A N G line,neu
3816,1666,98,8,tank,lot,pos
3817,,98,8,tank,bit much,pos
3818,1667,98,9,agility switch,complex,neg
3819,1668,98,10,-,-,-
3820,1669,98,11,device,like little iPhone,neu
3821,1670,98,12,-,-,-
3822,1671,98,13,feel,lovely,pos
3823,,98,13,feel,light foot,pos
3824,,98,13,car,le weight,pos
3825,,98,13,car,slouch,neg
3826,,98,13,touch,lovely delicacy,pos
3827,,98,13,steering,accurate,pos
3828,,98,13,steering,lovely,pos
3829,,98,13,steering,muscular,pos
3830,,98,13,car,agile,pos
3831,,98,13,car,responsive,pos
3832,,98,13,car,good,pos
3833,1672,98,14,steering,really good,pos
3834,,98,14,chasis,really good,pos
3835,,98,14,ride,really good,pos
3836,,98,14,brake,really good,pos
3837,1673,98,15,car,really improved,pos
3838,,98,15,car,well worth,pos
3839,,98,15,car,bit expensive,pos
3840,,98,15,motor,quite good,neg
3841,,98,15,motor,sure,neg
3842,,98,15,power,adequate amount,neu
3843,,98,15,torque,decent amount,neu
3844,1674,98,16,-,-,-
3845,1675,98,17,motor,quick enough,neg
3846,,98,17,noise,nice,neg
3847,1676,98,18,engine,nothing beautiful,neg
3848,,98,18,engine,far beautiful,neg
3849,1677,98,19,-,-,-
3850,1678,98,20,interior,look sporty,neu
3851,,98,20,interior,feel sporty,neu
3852,,98,20,outside,conservative,neu
3853,1679,98,21,-,-,-
3854,1680,98,22,-,-,-
3855,1681,98,23,car,economical,pos
3856,,98,23,equipement,quick BMW,neg
3857,1682,98,24,inside,well specified,pos
3858,1683,98,25,drive,better,pos
3859,1684,98,26,inside,feel expensive,pos
3860,1685,98,27,outside,bigger,pos
3861,,98,27,inside,spacious,pos
3862,1686,98,28,engine,nicest,neg
3863,1687,98,29,car,good,pos
3864,,98,29,car,brilliant,pos
3865,1688,99,1,-,-,-
3866,1689,99,2,car,stylish,pos
3867,,99,2,car,sleek,pos
3868,,99,2,car,elegant,pos
3869,,99,2,car,trophy,pos
3870,,99,2,inside,beautiful,pos
3871,,99,2,material,high quality,pos
3872,,99,2,car,like expensive handmade Swiss watch,pos
3873,1690,99,3,space,bad,neu
3874,,99,3,equipment,impressive,pos
3875,1691,99,4,seat,man made leather,pos
3876,1692,99,5,-,-,-
3877,,99,5,satnav,standard,neg
3878,,99,5,satnav,cheap,neg
3879,,99,5,sport model,extra design trinklets inside,neu
3880,1693,99,6,system,right,neu
3881,,99,6,system,good,neg
3882,1694,99,7,front,pretty blooming lovely,pos
3883,,99,7,back,quality,pos
3884,,99,7,folder,like airplane,pos
3885,,99,7,backseat,folder,pos
3886,1695,99,8,space,worse rival,neg
3887,,99,8,headroom,barely good enough,neu
3888,,99,8,someone six foot,struggle,neg
3889,,99,8,middle seat,quite small,neg
3890,1696,99,9,boot capacity,par,pos
3891,,99,9,boot,practical enough,neu
3892,,99,9,tailgate opening,impractical,neg
3893,,99,9,tailgate opening,bit curved,neg
3894,,99,9,tailgate,can't shut,neg
3895,1697,99,10,-,-,-
3896,1698,99,11,satnav,useful,pos
3897,,99,11,auto driving,useful,pos
3898,1699,99,12,-,-,-
3899,1700,99,13,central locking,upmarket,pos
3900,,99,13,sound,clunk,neu
3901,1701,99,14,-,-,-
3902,1702,99,15,C class,perfect,pos
3903,1703,99,16,-,-,-
3904,1704,99,17,driving position,little bit offset,neg
3905,1705,99,18,-,-,-
3906,1706,99,19,car,pretty noise,neg
3907,1707,99,20,-,-,-
3908,1708,99,21,standard entertainment screen,cheap,neg
3909,1709,99,22,car,secure,pos
3910,1710,99,23,seat,really comfortable,pos
3911,1711,99,24,air suspension,unique class,pos
3912,,99,24,comfort suspension,nice,pos
3913,,99,24,comfort suspension,soft,pos
3914,,99,24,comfort suspension corner handling,bit roli poli,neg
3915,,99,24,sporty suspension,hard,pos
3916,,99,24,sporty suspension,firm,pos
3917,,99,24,sporty suspension,fit,pos
3918,,99,24,car,best bet,pos
3919,,99,24,model,sport,neu
3920,,99,24,car,happy midpoint,neu
3921,,99,24,handling,good,pos
3922,,99,24,comfort,decent,pos
3923,,99,24,visibility,recommend,pos
3924,1712,99,25,car,rival,neu
