,Unnamed: 0,id,segment_id,text,aspect,opinion,sentiment,,,,
1400,,229,13,"That the C 63 is about the same price is the BMW M3 and the Lexus I . S F . It's a full $14,000 less expensive than the Audi RS4 , but has one shortcoming . Its fuel economy get about 12 miles per gallon in the city in about 19 on the highway , so it's gonna be a huge drain on your fuel budget . On the other hand , for a drain , it's pretty enticing drain . So if you wanna waste fuel , this is probably one of the best ways to do it . In fact , I'm gonna go away some more fuel right now .",fuel budget,pretty enticing drain,pos,,,,
1401,477,229,14,More automotive news Please visit the latest news section of k b v dot com .,-,-,-,,,,
1402,478,231,1,"What we have here is the Mercedes-Benz G l A . To 50 goes up against other subcompact luxury crossovers like the BMW X1 and Audi A3 . Yes , subcompact Luxury crossover is a thing , Really ? The question need to ask me looking something like the G l A Is , is it any good ?",size,subcompact,neu,,,,
1403,,231,1,"What we have here is the Mercedes-Benz G l A . To 50 goes up against other subcompact luxury crossovers like the BMW X1 and Audi A3 . Yes , subcompact Luxury crossover is a thing , Really ? The question need to ask me looking something like the G l A Is , is it any good ?",car,luxury,pos,,,,
1404,479,231,2,Yes . The answer is yes . Wait . Hold on the same platform and sharing its power train with the entry level C l A sedan . The G l A is both small and a joy to drive .,car,good,pos,,,,
1405,,231,2,Yes . The answer is yes . Wait . Hold on the same platform and sharing its power train with the entry level C l A sedan . The G l A is both small and a joy to drive .,size,small,pos,,,,
1406,,231,2,Yes . The answer is yes . Wait . Hold on the same platform and sharing its power train with the entry level C l A sedan . The G l A is both small and a joy to drive .,drive,joy,pos,,,,
1407,480,231,3,"First , let's address the small part . Rear seat headroom Certainly better than the C l . A . But I'm five foot 10 and just barely brushes up against the headliner over here in the right seat . If you move to the middle , it's a little bit better . But you do have a center tunnel that you need to think about . If headroom is a major priority for you , be sure to claw your way to the roomier and more comfortable front seats .",rear seat headroom,certainly better,neu,,,,
1408,,231,3,"First , let's address the small part . Rear seat headroom Certainly better than the C l . A . But I'm five foot 10 and just barely brushes up against the headliner over here in the right seat . If you move to the middle , it's a little bit better . But you do have a center tunnel that you need to think about . If headroom is a major priority for you , be sure to claw your way to the roomier and more comfortable front seats .",rear seat headroom,barely brush against the headliner in the right seat,neg,,,,
1409,,231,3,"First , let's address the small part . Rear seat headroom Certainly better than the C l . A . But I'm five foot 10 and just barely brushes up against the headliner over here in the right seat . If you move to the middle , it's a little bit better . But you do have a center tunnel that you need to think about . If headroom is a major priority for you , be sure to claw your way to the roomier and more comfortable front seats .",rear seat headroom,little bit better in the middle,neg,,,,
1410,,231,3,"First , let's address the small part . Rear seat headroom Certainly better than the C l . A . But I'm five foot 10 and just barely brushes up against the headliner over here in the right seat . If you move to the middle , it's a little bit better . But you do have a center tunnel that you need to think about . If headroom is a major priority for you , be sure to claw your way to the roomier and more comfortable front seats .",front seats,roomier,pos,,,,
1411,,231,3,"First , let's address the small part . Rear seat headroom Certainly better than the C l . A . But I'm five foot 10 and just barely brushes up against the headliner over here in the right seat . If you move to the middle , it's a little bit better . But you do have a center tunnel that you need to think about . If headroom is a major priority for you , be sure to claw your way to the roomier and more comfortable front seats .",front seats,more comfortable,pos,,,,
1412,,231,3,"First , let's address the small part . Rear seat headroom Certainly better than the C l . A . But I'm five foot 10 and just barely brushes up against the headliner over here in the right seat . If you move to the middle , it's a little bit better . But you do have a center tunnel that you need to think about . If headroom is a major priority for you , be sure to claw your way to the roomier and more comfortable front seats .",center tunnel,need to think about,neg,,,,
1413,481,231,4,"Mercedes-Benz G L A N s u B . But without a commanding view or exceptional cargo space , it's really a tall hatchback .",car,really tall hatchback,neu,,,,
1414,,231,4,"Mercedes-Benz G L A N s u B . But without a commanding view or exceptional cargo space , it's really a tall hatchback .",type,hatchback,neu,,,,
1415,,231,4,"Mercedes-Benz G L A N s u B . But without a commanding view or exceptional cargo space , it's really a tall hatchback .",view,not commanding,neg,,,,
1416,,231,4,"Mercedes-Benz G L A N s u B . But without a commanding view or exceptional cargo space , it's really a tall hatchback .",cargo space,not exceptional,neg,,,,
1417,482,231,5,"17.2 cubic foot cargo area is larger than a BMW X1 or Audi Q3 , but actually smaller than a Mazda three hatch . Dropping the back seats creates a 42 cubic foot expanse about five cubic feet less than the X1 Q3 and the previously mentioned Masa A3 hatchback . Being small does have its advantages , however . A tidy 173.9 inch overall length helps urban pioneers easily slot the G L . A . In the tight downtown parking spots . Johnson to the single Origin Coffee roaster or locally sourced Butcher slash sandwich joint just got easier .",cargo area,larger than BMW X1,pos,,,,
1418,,231,5,"17.2 cubic foot cargo area is larger than a BMW X1 or Audi Q3 , but actually smaller than a Mazda three hatch . Dropping the back seats creates a 42 cubic foot expanse about five cubic feet less than the X1 Q3 and the previously mentioned Masa A3 hatchback . Being small does have its advantages , however . A tidy 173.9 inch overall length helps urban pioneers easily slot the G L . A . In the tight downtown parking spots . Johnson to the single Origin Coffee roaster or locally sourced Butcher slash sandwich joint just got easier .",cargo area,smaller than Mazda three hatch,neg,,,,
1419,,231,5,"17.2 cubic foot cargo area is larger than a BMW X1 or Audi Q3 , but actually smaller than a Mazda three hatch . Dropping the back seats creates a 42 cubic foot expanse about five cubic feet less than the X1 Q3 and the previously mentioned Masa A3 hatchback . Being small does have its advantages , however . A tidy 173.9 inch overall length helps urban pioneers easily slot the G L . A . In the tight downtown parking spots . Johnson to the single Origin Coffee roaster or locally sourced Butcher slash sandwich joint just got easier .",backseats,drop,pos,,,,
1420,,231,5,"17.2 cubic foot cargo area is larger than a BMW X1 or Audi Q3 , but actually smaller than a Mazda three hatch . Dropping the back seats creates a 42 cubic foot expanse about five cubic feet less than the X1 Q3 and the previously mentioned Masa A3 hatchback . Being small does have its advantages , however . A tidy 173.9 inch overall length helps urban pioneers easily slot the G L . A . In the tight downtown parking spots . Johnson to the single Origin Coffee roaster or locally sourced Butcher slash sandwich joint just got easier .",extended cargo area,less than X1,neg,,,,
1421,,231,5,"17.2 cubic foot cargo area is larger than a BMW X1 or Audi Q3 , but actually smaller than a Mazda three hatch . Dropping the back seats creates a 42 cubic foot expanse about five cubic feet less than the X1 Q3 and the previously mentioned Masa A3 hatchback . Being small does have its advantages , however . A tidy 173.9 inch overall length helps urban pioneers easily slot the G L . A . In the tight downtown parking spots . Johnson to the single Origin Coffee roaster or locally sourced Butcher slash sandwich joint just got easier .",size,small,neu,,,,
1422,483,231,6,"Yon park ability GLK350 wonderfully its sense of refinement , and it's pretty quiet in here . And yet at the end of your long , tedious commutes , when that's beautiful , off ramp is gleaming on the horizon from some fun . I mean , it's fun . Yeah , yeah , fun For even more agility , turn tvg F40 5 a.m. G . With its lower , stiffer suspension and big breaks including 13.8 inch disks up front , it's a more thrilling way . G L .",parkability,wonderful sense of refinement,pos,,,,
1423,,231,6,"Yon park ability GLK350 wonderfully its sense of refinement , and it's pretty quiet in here . And yet at the end of your long , tedious commutes , when that's beautiful , off ramp is gleaming on the horizon from some fun . I mean , it's fun . Yeah , yeah , fun For even more agility , turn tvg F40 5 a.m. G . With its lower , stiffer suspension and big breaks including 13.8 inch disks up front , it's a more thrilling way . G L .",sound,pretty quiet,pos,,,,
1424,,231,6,"Yon park ability GLK350 wonderfully its sense of refinement , and it's pretty quiet in here . And yet at the end of your long , tedious commutes , when that's beautiful , off ramp is gleaming on the horizon from some fun . I mean , it's fun . Yeah , yeah , fun For even more agility , turn tvg F40 5 a.m. G . With its lower , stiffer suspension and big breaks including 13.8 inch disks up front , it's a more thrilling way . G L .",off ramp,fun,pos,,,,
1425,,231,6,"Yon park ability GLK350 wonderfully its sense of refinement , and it's pretty quiet in here . And yet at the end of your long , tedious commutes , when that's beautiful , off ramp is gleaming on the horizon from some fun . I mean , it's fun . Yeah , yeah , fun For even more agility , turn tvg F40 5 a.m. G . With its lower , stiffer suspension and big breaks including 13.8 inch disks up front , it's a more thrilling way . G L .",F40 5 a.m. G suspension,lower,neu,,,,
1426,,231,6,"Yon park ability GLK350 wonderfully its sense of refinement , and it's pretty quiet in here . And yet at the end of your long , tedious commutes , when that's beautiful , off ramp is gleaming on the horizon from some fun . I mean , it's fun . Yeah , yeah , fun For even more agility , turn tvg F40 5 a.m. G . With its lower , stiffer suspension and big breaks including 13.8 inch disks up front , it's a more thrilling way . G L .",F40 5 a.m. G suspension,stiffer,neu,,,,
1427,,231,6,"Yon park ability GLK350 wonderfully its sense of refinement , and it's pretty quiet in here . And yet at the end of your long , tedious commutes , when that's beautiful , off ramp is gleaming on the horizon from some fun . I mean , it's fun . Yeah , yeah , fun For even more agility , turn tvg F40 5 a.m. G . With its lower , stiffer suspension and big breaks including 13.8 inch disks up front , it's a more thrilling way . G L .",F40 5 a.m. G brakes,big,pos,,,,
1428,,231,6,"Yon park ability GLK350 wonderfully its sense of refinement , and it's pretty quiet in here . And yet at the end of your long , tedious commutes , when that's beautiful , off ramp is gleaming on the horizon from some fun . I mean , it's fun . Yeah , yeah , fun For even more agility , turn tvg F40 5 a.m. G . With its lower , stiffer suspension and big breaks including 13.8 inch disks up front , it's a more thrilling way . G L .",F40 5 a.m. G,more thrilling,pos,,,,
1429,484,231,7,"Enhancing the thrills are standard all wheel drive , 19 inch AMG wheels shot and grippy summer tires , aggressive exterior styling raced out interior and a presumably sport of your gear shift .",drive,all wheel,neu,,,,
1430,,231,7,"Enhancing the thrills are standard all wheel drive , 19 inch AMG wheels shot and grippy summer tires , aggressive exterior styling raced out interior and a presumably sport of your gear shift .",summer tires,grippy,pos,,,,
1431,,231,7,"Enhancing the thrills are standard all wheel drive , 19 inch AMG wheels shot and grippy summer tires , aggressive exterior styling raced out interior and a presumably sport of your gear shift .",exterior styling,aggressive,pos,,,,
1432,,231,7,"Enhancing the thrills are standard all wheel drive , 19 inch AMG wheels shot and grippy summer tires , aggressive exterior styling raced out interior and a presumably sport of your gear shift .",gear shift,presumably sport,pos,,,,
1433,,231,7,"Enhancing the thrills are standard all wheel drive , 19 inch AMG wheels shot and grippy summer tires , aggressive exterior styling raced out interior and a presumably sport of your gear shift .",interior,raced out,pos,,,,
1434,,231,7,"Enhancing the thrills are standard all wheel drive , 19 inch AMG wheels shot and grippy summer tires , aggressive exterior styling raced out interior and a presumably sport of your gear shift .",drive,enhanced thrills,pos,,,,
1435,485,231,8,It replaces the base cars covered cup holder .,-,-,-,,,,
1436,486,231,9,"Just remember , this aggression carries with it a noticeably firmer ride and a base price around $49,000 .",ride,noticeably firmer,pos,,,,
1437,487,231,10,"The basic G L A . To 50 puts out 208 horsepower , while the G L . A 45 has 305 horses to work with . Let's see what that means from the driver's seat . 321 on their 60 was fun .",car,fun,pos,,,,
1438,488,231,11,"I had fun , too .",car,fun,pos,,,,
1439,489,231,12,"We like the seven speed dual clutch transmission that's found in all GLX . S4 are quicker , smoother dual clutch is out there . Porsche and VW come to mind . Also , thanks to some turbo lag , acceleration from a stop can feel uneven in the turbo does come online . Sudden power hit is especially pronounced in the powerful G . L A4 G5 Turbo quibbles aside , GT-R delivers a good balance of power and efficiency .",clutch,dual,neu,,,,
1440,,231,12,"We like the seven speed dual clutch transmission that's found in all GLX . S4 are quicker , smoother dual clutch is out there . Porsche and VW come to mind . Also , thanks to some turbo lag , acceleration from a stop can feel uneven in the turbo does come online . Sudden power hit is especially pronounced in the powerful G . L A4 G5 Turbo quibbles aside , GT-R delivers a good balance of power and efficiency .",clutch,quicker,pos,,,,
1441,,231,12,"We like the seven speed dual clutch transmission that's found in all GLX . S4 are quicker , smoother dual clutch is out there . Porsche and VW come to mind . Also , thanks to some turbo lag , acceleration from a stop can feel uneven in the turbo does come online . Sudden power hit is especially pronounced in the powerful G . L A4 G5 Turbo quibbles aside , GT-R delivers a good balance of power and efficiency .",clutch,smoother,pos,,,,
1442,,231,12,"We like the seven speed dual clutch transmission that's found in all GLX . S4 are quicker , smoother dual clutch is out there . Porsche and VW come to mind . Also , thanks to some turbo lag , acceleration from a stop can feel uneven in the turbo does come online . Sudden power hit is especially pronounced in the powerful G . L A4 G5 Turbo quibbles aside , GT-R delivers a good balance of power and efficiency .",clutch,turbolag,neg,,,,
1443,,231,12,"We like the seven speed dual clutch transmission that's found in all GLX . S4 are quicker , smoother dual clutch is out there . Porsche and VW come to mind . Also , thanks to some turbo lag , acceleration from a stop can feel uneven in the turbo does come online . Sudden power hit is especially pronounced in the powerful G . L A4 G5 Turbo quibbles aside , GT-R delivers a good balance of power and efficiency .",acceleration,feel uneven from a stop,neg,,,,
1444,,231,12,"We like the seven speed dual clutch transmission that's found in all GLX . S4 are quicker , smoother dual clutch is out there . Porsche and VW come to mind . Also , thanks to some turbo lag , acceleration from a stop can feel uneven in the turbo does come online . Sudden power hit is especially pronounced in the powerful G . L A4 G5 Turbo quibbles aside , GT-R delivers a good balance of power and efficiency .",acceleration,sudden power hit pronounced,neg,,,,
1445,,231,12,"We like the seven speed dual clutch transmission that's found in all GLX . S4 are quicker , smoother dual clutch is out there . Porsche and VW come to mind . Also , thanks to some turbo lag , acceleration from a stop can feel uneven in the turbo does come online . Sudden power hit is especially pronounced in the powerful G . L A4 G5 Turbo quibbles aside , GT-R delivers a good balance of power and efficiency .",GT-R,good balance of power and efficiency,pos,,,,
1446,,231,12,"We like the seven speed dual clutch transmission that's found in all GLX . S4 are quicker , smoother dual clutch is out there . Porsche and VW come to mind . Also , thanks to some turbo lag , acceleration from a stop can feel uneven in the turbo does come online . Sudden power hit is especially pronounced in the powerful G . L A4 G5 Turbo quibbles aside , GT-R delivers a good balance of power and efficiency .",G L A4,especially pronounced,pos,,,,
1447,490,231,13,"Well , Dr G . L . A . To fifties returning highway efficiency in the low thirties . Realistically , the G L . A . Is made for tarmac for feeling bold . We all will drive . GLK350 four Matic does include eight inches of ground clearance , Standard Hill Descend Control and the ability to send 50% of available torque to the rear wheels when needed .",feel,bold,pos,,,,
1448,,231,13,"Well , Dr G . L . A . To fifties returning highway efficiency in the low thirties . Realistically , the G L . A . Is made for tarmac for feeling bold . We all will drive . GLK350 four Matic does include eight inches of ground clearance , Standard Hill Descend Control and the ability to send 50% of available torque to the rear wheels when needed .",highway efficiency,low thirties,neu,,,,
1449,491,231,14,"Just saying for slightly more than $34,000 including destination , you can nab a G L A to 50 with all wheel drive , 18 inch wheels , a power lift gate , M B text , faux leather , 14 way memory front seats and Collision Assistance Plus , which uses radar to detect an impending crash on automatically apply the brakes . Prime options to ponder include blind spot warning lane departure prevention navigation with a seven inch display that replaces the standard 5.8 inch unit and key list entry with push button Start . Because even though it sounds entitled , we're kind of over reaching into our pockets to unlock the doors of luxury cars .",drive,all wheel,neu,,,,
1450,,231,14,"Just saying for slightly more than $34,000 including destination , you can nab a G L A to 50 with all wheel drive , 18 inch wheels , a power lift gate , M B text , faux leather , 14 way memory front seats and Collision Assistance Plus , which uses radar to detect an impending crash on automatically apply the brakes . Prime options to ponder include blind spot warning lane departure prevention navigation with a seven inch display that replaces the standard 5.8 inch unit and key list entry with push button Start . Because even though it sounds entitled , we're kind of over reaching into our pockets to unlock the doors of luxury cars .",lift gate,power,pos,,,,
1451,,231,14,"Just saying for slightly more than $34,000 including destination , you can nab a G L A to 50 with all wheel drive , 18 inch wheels , a power lift gate , M B text , faux leather , 14 way memory front seats and Collision Assistance Plus , which uses radar to detect an impending crash on automatically apply the brakes . Prime options to ponder include blind spot warning lane departure prevention navigation with a seven inch display that replaces the standard 5.8 inch unit and key list entry with push button Start . Because even though it sounds entitled , we're kind of over reaching into our pockets to unlock the doors of luxury cars .",leather,faux,pos,,,,
1452,,231,14,"Just saying for slightly more than $34,000 including destination , you can nab a G L A to 50 with all wheel drive , 18 inch wheels , a power lift gate , M B text , faux leather , 14 way memory front seats and Collision Assistance Plus , which uses radar to detect an impending crash on automatically apply the brakes . Prime options to ponder include blind spot warning lane departure prevention navigation with a seven inch display that replaces the standard 5.8 inch unit and key list entry with push button Start . Because even though it sounds entitled , we're kind of over reaching into our pockets to unlock the doors of luxury cars .",front seats,memory,pos,,,,
1453,,231,14,"Just saying for slightly more than $34,000 including destination , you can nab a G L A to 50 with all wheel drive , 18 inch wheels , a power lift gate , M B text , faux leather , 14 way memory front seats and Collision Assistance Plus , which uses radar to detect an impending crash on automatically apply the brakes . Prime options to ponder include blind spot warning lane departure prevention navigation with a seven inch display that replaces the standard 5.8 inch unit and key list entry with push button Start . Because even though it sounds entitled , we're kind of over reaching into our pockets to unlock the doors of luxury cars .",front seats,14 way,pos,,,,
1454,,231,14,"Just saying for slightly more than $34,000 including destination , you can nab a G L A to 50 with all wheel drive , 18 inch wheels , a power lift gate , M B text , faux leather , 14 way memory front seats and Collision Assistance Plus , which uses radar to detect an impending crash on automatically apply the brakes . Prime options to ponder include blind spot warning lane departure prevention navigation with a seven inch display that replaces the standard 5.8 inch unit and key list entry with push button Start . Because even though it sounds entitled , we're kind of over reaching into our pockets to unlock the doors of luxury cars .",key less entrry,sounds entitled,pos,,,,
1455,,231,14,"Just saying for slightly more than $34,000 including destination , you can nab a G L A to 50 with all wheel drive , 18 inch wheels , a power lift gate , M B text , faux leather , 14 way memory front seats and Collision Assistance Plus , which uses radar to detect an impending crash on automatically apply the brakes . Prime options to ponder include blind spot warning lane departure prevention navigation with a seven inch display that replaces the standard 5.8 inch unit and key list entry with push button Start . Because even though it sounds entitled , we're kind of over reaching into our pockets to unlock the doors of luxury cars .",car,luxury,pos,,,,
1456,492,231,15,"Based G . L . A . Pricing lines up with the BMW , X1 and Audi Q3 , but budget conscious buyers might consider the $25,000 near luxury Buick Encore . Conversely , expanding your budget by only a few $1000 could move you up from a G l A .",price,lines with BMW X1 and Audi Q3,pos,,,,
1457,493,231,16,"To a much roomier Acura RDX or Lexus nxe Mercedes-Benz GLK350 styled . It drives great . Assuming something this small meets your needs , the G l . A might be a fun fit",room,Acura RDX more roomier,neg,,,,
1458,,231,16,"To a much roomier Acura RDX or Lexus nxe Mercedes-Benz GLK350 styled . It drives great . Assuming something this small meets your needs , the G l . A might be a fun fit",size,this small,neu,,,,
1459,,231,16,"To a much roomier Acura RDX or Lexus nxe Mercedes-Benz GLK350 styled . It drives great . Assuming something this small meets your needs , the G l . A might be a fun fit",GI .A.,fun fit,pos,,,,
1460,494,232,1,"If you've seen my review of the ninth Generation A4 , then you know I hold in high regard . In the case of the up tuned S4 , Audi has done something most automakers continually fail to do with a car like this increase performance or retaining the virtues of the conventional car .",A4,high regard,pos,,,,
1461,,232,1,"If you've seen my review of the ninth Generation A4 , then you know I hold in high regard . In the case of the up tuned S4 , Audi has done something most automakers continually fail to do with a car like this increase performance or retaining the virtues of the conventional car .",car,conventional,pos,,,,
1462,,232,1,"If you've seen my review of the ninth Generation A4 , then you know I hold in high regard . In the case of the up tuned S4 , Audi has done something most automakers continually fail to do with a car like this increase performance or retaining the virtues of the conventional car .",performance,increased,pos,,,,
1463,495,232,2,"Yes , for does just that and war on the topic of Maur We only had a few bones to pick with the A4 rock hard , the rest grabby break field and generally Laghi throttle response , all of which have been addressed with the S4 .",-,-,-,,,,
1464,496,232,3,"In fact , throttle response after giving the shifter a light tap into sports , is what makes this car such a hoot to drive Booth the right most pedal in the three litre turbocharged V six springs in action with virtually no hesitation and yes , E350 four horsepower , £369 feet of torque in A4 3690.3 seconds . Here , S60 are all well and good , but they don't tell the whole story here . The real magic comes when you combine that throttle response with a hugely expansive tour curve . Okay , I'll get on the gas heart of just 2000 rpm . Look , was pushed to the back of the scene . Power continues to build in such a linear , non dramatic way that this is a car that could get you into trouble .",drive,such a hoot,pos,,,,
1465,,232,3,"In fact , throttle response after giving the shifter a light tap into sports , is what makes this car such a hoot to drive Booth the right most pedal in the three litre turbocharged V six springs in action with virtually no hesitation and yes , E350 four horsepower , £369 feet of torque in A4 3690.3 seconds . Here , S60 are all well and good , but they don't tell the whole story here . The real magic comes when you combine that throttle response with a hugely expansive tour curve . Okay , I'll get on the gas heart of just 2000 rpm . Look , was pushed to the back of the scene . Power continues to build in such a linear , non dramatic way that this is a car that could get you into trouble .",pedals and springs,no hesitation,pos,,,,
1466,,232,3,"In fact , throttle response after giving the shifter a light tap into sports , is what makes this car such a hoot to drive Booth the right most pedal in the three litre turbocharged V six springs in action with virtually no hesitation and yes , E350 four horsepower , £369 feet of torque in A4 3690.3 seconds . Here , S60 are all well and good , but they don't tell the whole story here . The real magic comes when you combine that throttle response with a hugely expansive tour curve . Okay , I'll get on the gas heart of just 2000 rpm . Look , was pushed to the back of the scene . Power continues to build in such a linear , non dramatic way that this is a car that could get you into trouble .",0 to 60,all well,pos,,,,
1467,,232,3,"In fact , throttle response after giving the shifter a light tap into sports , is what makes this car such a hoot to drive Booth the right most pedal in the three litre turbocharged V six springs in action with virtually no hesitation and yes , E350 four horsepower , £369 feet of torque in A4 3690.3 seconds . Here , S60 are all well and good , but they don't tell the whole story here . The real magic comes when you combine that throttle response with a hugely expansive tour curve . Okay , I'll get on the gas heart of just 2000 rpm . Look , was pushed to the back of the scene . Power continues to build in such a linear , non dramatic way that this is a car that could get you into trouble .",0 to 60,good,pos,,,,
1468,,232,3,"In fact , throttle response after giving the shifter a light tap into sports , is what makes this car such a hoot to drive Booth the right most pedal in the three litre turbocharged V six springs in action with virtually no hesitation and yes , E350 four horsepower , £369 feet of torque in A4 3690.3 seconds . Here , S60 are all well and good , but they don't tell the whole story here . The real magic comes when you combine that throttle response with a hugely expansive tour curve . Okay , I'll get on the gas heart of just 2000 rpm . Look , was pushed to the back of the scene . Power continues to build in such a linear , non dramatic way that this is a car that could get you into trouble .",throttle response,real magic,pos,,,,
1469,,232,3,"In fact , throttle response after giving the shifter a light tap into sports , is what makes this car such a hoot to drive Booth the right most pedal in the three litre turbocharged V six springs in action with virtually no hesitation and yes , E350 four horsepower , £369 feet of torque in A4 3690.3 seconds . Here , S60 are all well and good , but they don't tell the whole story here . The real magic comes when you combine that throttle response with a hugely expansive tour curve . Okay , I'll get on the gas heart of just 2000 rpm . Look , was pushed to the back of the scene . Power continues to build in such a linear , non dramatic way that this is a car that could get you into trouble .",tour curve,hugely expansive,pos,,,,
1470,,232,3,"In fact , throttle response after giving the shifter a light tap into sports , is what makes this car such a hoot to drive Booth the right most pedal in the three litre turbocharged V six springs in action with virtually no hesitation and yes , E350 four horsepower , £369 feet of torque in A4 3690.3 seconds . Here , S60 are all well and good , but they don't tell the whole story here . The real magic comes when you combine that throttle response with a hugely expansive tour curve . Okay , I'll get on the gas heart of just 2000 rpm . Look , was pushed to the back of the scene . Power continues to build in such a linear , non dramatic way that this is a car that could get you into trouble .",power buildup,linear,neu,,,,
1471,,232,3,"In fact , throttle response after giving the shifter a light tap into sports , is what makes this car such a hoot to drive Booth the right most pedal in the three litre turbocharged V six springs in action with virtually no hesitation and yes , E350 four horsepower , £369 feet of torque in A4 3690.3 seconds . Here , S60 are all well and good , but they don't tell the whole story here . The real magic comes when you combine that throttle response with a hugely expansive tour curve . Okay , I'll get on the gas heart of just 2000 rpm . Look , was pushed to the back of the scene . Power continues to build in such a linear , non dramatic way that this is a car that could get you into trouble .",power buildup,non dramatic,pos,,,,
1472,497,232,4,"If you're not watching the speedometer like you do your phone beyond Omni President Power , the S4 placate your practical side with a little help from supremely comfortable 12 way front seats with adjustable side bolsters anti extensions . A well hushed cabin .",practical side,placate,pos,,,,
1473,,232,4,"If you're not watching the speedometer like you do your phone beyond Omni President Power , the S4 placate your practical side with a little help from supremely comfortable 12 way front seats with adjustable side bolsters anti extensions . A well hushed cabin .",front seats,supremely comfortable,pos,,,,
1474,,232,4,"If you're not watching the speedometer like you do your phone beyond Omni President Power , the S4 placate your practical side with a little help from supremely comfortable 12 way front seats with adjustable side bolsters anti extensions . A well hushed cabin .",front seats,anti extension,neg,,,,
1475,,232,4,"If you're not watching the speedometer like you do your phone beyond Omni President Power , the S4 placate your practical side with a little help from supremely comfortable 12 way front seats with adjustable side bolsters anti extensions . A well hushed cabin .",cabin,well hushed,pos,,,,
1476,498,232,5,"When the exhaust isn't set to look at me mode and surprisingly decent fuel economy with a real world score of 32.4 mpg on the highway , he significantly more powerful S4 . She's only S6 mpg loss compared to the A4 . Better yet , this everyday practicality doesn't stop it . Fuel economy .",fuel economy,surprisingly decent,pos,,,,
1477,,232,5,"When the exhaust isn't set to look at me mode and surprisingly decent fuel economy with a real world score of 32.4 mpg on the highway , he significantly more powerful S4 . She's only S6 mpg loss compared to the A4 . Better yet , this everyday practicality doesn't stop it . Fuel economy .",power,significantly more powerful  than A4,pos,,,,
1478,,232,5,"When the exhaust isn't set to look at me mode and surprisingly decent fuel economy with a real world score of 32.4 mpg on the highway , he significantly more powerful S4 . She's only S6 mpg loss compared to the A4 . Better yet , this everyday practicality doesn't stop it . Fuel economy .",mpg,only 6 compared to A4,pos,,,,
1479,,232,5,"When the exhaust isn't set to look at me mode and surprisingly decent fuel economy with a real world score of 32.4 mpg on the highway , he significantly more powerful S4 . She's only S6 mpg loss compared to the A4 . Better yet , this everyday practicality doesn't stop it . Fuel economy .",practicality,doesn't stop fuel economy,pos,,,,
1480,499,232,6,"But when Wright heighten all the S4 is more aggressively tuned . Suspension still feels nearly as complaint is that of the standard A4 . That doesn't mean it's a slouch in the handling department , either , thanks in part to sharp steering reflexes , and he smartly calibrated Quattro , a drive system that apportions 40% of available power to the front wheels and 60 to the rear . In other words , going fast on the S4 doesn't require a great deal of car control . So if you want to go fast but have no intention of acquiring the skills to do so , this might be the work around you've been looking for .",S4,more agressively tuned,neu,,,,
1481,,232,6,"But when Wright heighten all the S4 is more aggressively tuned . Suspension still feels nearly as complaint is that of the standard A4 . That doesn't mean it's a slouch in the handling department , either , thanks in part to sharp steering reflexes , and he smartly calibrated Quattro , a drive system that apportions 40% of available power to the front wheels and 60 to the rear . In other words , going fast on the S4 doesn't require a great deal of car control . So if you want to go fast but have no intention of acquiring the skills to do so , this might be the work around you've been looking for .",steering reflexes,sharp,pos,,,,
1482,,232,6,"But when Wright heighten all the S4 is more aggressively tuned . Suspension still feels nearly as complaint is that of the standard A4 . That doesn't mean it's a slouch in the handling department , either , thanks in part to sharp steering reflexes , and he smartly calibrated Quattro , a drive system that apportions 40% of available power to the front wheels and 60 to the rear . In other words , going fast on the S4 doesn't require a great deal of car control . So if you want to go fast but have no intention of acquiring the skills to do so , this might be the work around you've been looking for .",Quattro drive system,smartly callibrated,pos,,,,
1483,,232,6,"But when Wright heighten all the S4 is more aggressively tuned . Suspension still feels nearly as complaint is that of the standard A4 . That doesn't mean it's a slouch in the handling department , either , thanks in part to sharp steering reflexes , and he smartly calibrated Quattro , a drive system that apportions 40% of available power to the front wheels and 60 to the rear . In other words , going fast on the S4 doesn't require a great deal of car control . So if you want to go fast but have no intention of acquiring the skills to do so , this might be the work around you've been looking for .",going fast,not require great deal of control,pos,,,,
1484,,232,6,"But when Wright heighten all the S4 is more aggressively tuned . Suspension still feels nearly as complaint is that of the standard A4 . That doesn't mean it's a slouch in the handling department , either , thanks in part to sharp steering reflexes , and he smartly calibrated Quattro , a drive system that apportions 40% of available power to the front wheels and 60 to the rear . In other words , going fast on the S4 doesn't require a great deal of car control . So if you want to go fast but have no intention of acquiring the skills to do so , this might be the work around you've been looking for .",handling,not slouch,pos,,,,
1485,500,232,7,"And with the starting price of just under $52,000 including destination fees , there's never been a more affordable way the blast through corners with minimal effort .",price,never been more affordable,pos,,,,
1486,,232,7,"And with the starting price of just under $52,000 including destination fees , there's never been a more affordable way the blast through corners with minimal effort .",corner handling,blast through the corners,pos,,,,
1487,501,232,8,"At that price , you'll also get full led headlights , moon roof , leather and Alcon Terrace .",headlight,full led,neu,,,,
1488,,232,8,"At that price , you'll also get full led headlights , moon roof , leather and Alcon Terrace .",roof,moon,neu,,,,
